file	width	height	epub_file	alt_or_description	nearby_before	nearby_after
media/image/115571.jpg	130	37	9780698155671_EPUB-7.xhtml	Source figure image 115571.jpg; no alt text supplied in EPUB	That’s about how I make use of the sonority hierarchy in designing a sound system. It’s not a law that dictates how sounds should be arranged, but a guideline that can be used to help one define one’s	By making use of and reference to the sonority hierarchy, it’s possible to identify what clusters and combinations are outlawed or allowed in a conlang that would be surprising or out of the ordinary.
media/image/115573.jpg	209	39	9780698155671_EPUB-7.xhtml	Source figure image 115573.jpg; no alt text supplied in EPUB	By making use of and reference to the sonority hierarchy, it’s possible to identify what clusters and combinations are outlawed or allowed in a conlang that would be surprising or out of the ordinary.	Before leaving the sonority hierarchy, it’s worth noting that if you run the sonority hierarchy in reverse . . .
media/image/115575.jpg	55	39	9780698155671_EPUB-7.xhtml	Source figure image 115575.jpg; no alt text supplied in EPUB	By making use of and reference to the sonority hierarchy, it’s possible to identify what clusters and combinations are outlawed or allowed in a conlang that would be surprising or out of the ordinary.	Before leaving the sonority hierarchy, it’s worth noting that if you run the sonority hierarchy in reverse . . .
media/image/115577.jpg	140	39	9780698155671_EPUB-7.xhtml	Source image: worlds	strengths	worlds
media/image/115579.jpg	128	37	9780698155671_EPUB-7.xhtml	Source image: sixths	worlds	sixths
media/image/115582.jpg	116	37	9780698155671_EPUB-7.xhtml	Source image: fifths	sixths	fifths
media/image/115584.jpg	91	37	9780698155671_EPUB-7.xhtml	Source image: crafts	fifths	crafts
media/image/115591.jpg	140	37	9780698155671_EPUB-7.xhtml	Source figure image 115591.jpg; no alt text supplied in EPUB	crafts	If there’s anything to take away from this, it’s two linguistic tendencies. The first is that languages in general tend to place a lot more restrictions on codas than onsets. The second is that certai
media/image/115593.jpg	37	39	9780698155671_EPUB-7.xhtml	Source image: /p, t , k/ > / #_	Allophony describes the regular distribution of sounds in a language. Some sounds rarely change, or change very little (like in English), but others change quite a bit. When the change is regular and 	/p, t , k/ > / #_
media/image/116284.jpg	49	39	9780698155671_EPUB-7.xhtml	Source image: /p, t, k/ > [p, t, k] / elsewhere	/p, t , k/ > / #_	/p, t, k/ > [p, t, k] / elsewhere
media/image/116286.jpg	59	36	9780698155671_EPUB-7.xhtml	Source image: /p, t, k/ > [p, t, k] / elsewhere	/p, t , k/ > / #_	/p, t, k/ > [p, t, k] / elsewhere
media/image/115595.jpg	37	29	9780698155671_EPUB-7.xhtml	Source image: /p, t, k/ > [p, t, k] / elsewhere	/p, t , k/ > / #_	/p, t, k/ > [p, t, k] / elsewhere
media/image/116287.jpg	9	37	9780698155671_EPUB-7.xhtml	Source image: /p, t, k/ > [p, t, k] / elsewhere	/p, t , k/ > / #_	/p, t, k/ > [p, t, k] / elsewhere
media/image/115597.jpg	56	39	9780698155671_EPUB-7.xhtml	Source figure image 115597.jpg; no alt text supplied in EPUB	Now, as an English speaker you should have the sense that there is no important difference between [p] and . The p in peak feels like the same sound as the p in speak ; you wouldn’t want to say they w	Instrumental in determining which sounds are relevant in a language is the presence or absence of minimal pairs . A minimal pair is a pair of words that have different meanings and exactly one phoneti
media/image/Image44267.jpg	2342	853	9780698155671_EPUB-7.xhtml	Source figure image Image44267.jpg; no alt text supplied in EPUB	In sentence 1, the pitch starts out high and kind of gradually lowers as the sentence progresses. In sentence 2, the pitch rises throughout the sentence, rising to its highest point on the last syllab	The pitch contours are markedly different, so I’ve recorded myself saying them and included images of the pitch tracks below:
media/image/Image44302.jpg	1628	113	9780698155671_EPUB-7.xhtml	Source figure image Image44302.jpg; no alt text supplied in EPUB	The pitch contours are markedly different, so I’ve recorded myself saying them and included images of the pitch tracks below:	As you can see, each intonational phrase has a part where it rises and a part where it falls. For statements in Irathient, the sharp fall is the first unstressed syllable after the focus (in this case
media/image/Image44312.jpg	1628	105	9780698155671_EPUB-7.xhtml	Source figure image Image44312.jpg; no alt text supplied in EPUB	The pitch contours are markedly different, so I’ve recorded myself saying them and included images of the pitch tracks below:	As you can see, each intonational phrase has a part where it rises and a part where it falls. For statements in Irathient, the sharp fall is the first unstressed syllable after the focus (in this case
media/image/Image44319.jpg	1628	103	9780698155671_EPUB-7.xhtml	Source figure image Image44319.jpg; no alt text supplied in EPUB	The pitch contours are markedly different, so I’ve recorded myself saying them and included images of the pitch tracks below:	As you can see, each intonational phrase has a part where it rises and a part where it falls. For statements in Irathient, the sharp fall is the first unstressed syllable after the focus (in this case
media/image/115621.jpg	35	41	9780698155671_EPUB-7.xhtml	Source figure image 115621.jpg; no alt text supplied in EPUB	The IPA doesn’t have any outstanding conventions for marking intonation in a phrase. It has two symbols: , which means the pitch basically goes up, and , which means the pitch basically goes down. The	If you’re creating a language on your own and you’re the only speaker, intonation is usually not high on the list of features to focus on, but intonational flavoring is well worth it (read: crucial) w
media/image/115624.jpg	35	41	9780698155671_EPUB-7.xhtml	Source figure image 115624.jpg; no alt text supplied in EPUB	The IPA doesn’t have any outstanding conventions for marking intonation in a phrase. It has two symbols: , which means the pitch basically goes up, and , which means the pitch basically goes down. The	If you’re creating a language on your own and you’re the only speaker, intonation is usually not high on the list of features to focus on, but intonational flavoring is well worth it (read: crucial) w
media/image/115626.jpg	21	37	9780698155671_EPUB-7.xhtml	Source image: alone	Stress is a property of certain languages whereby some combination of pitch, vowel length, and/or volume is used to lend acoustic prominence to a particular syllable. Stress is usually a property of w	alone
media/image/115628.jpg	103	37	9780698155671_EPUB-7.xhtml	Source image: portmanteau	alone	portmanteau
media/image/115630.jpg	285	39	9780698155671_EPUB-7.xhtml	Source image: understand	portmanteau	understand
media/image/115632.jpg	240	37	9780698155671_EPUB-7.xhtml	Source image: Here are some English words stressed on the second-to-last or penultimate syllable:	understand	Here are some English words stressed on the second-to-last or penultimate syllable:
media/image/115634.jpg	100	37	9780698155671_EPUB-7.xhtml	Source image: illicit	sofa	illicit
media/image/115636.jpg	116	37	9780698155671_EPUB-7.xhtml	Source image: Mississippi	illicit	Mississippi
media/image/115638.jpg	186	39	9780698155671_EPUB-7.xhtml	Source image: Here are some English words stressed on the third-to-last or antepenultimate syllable:	Mississippi	Here are some English words stressed on the third-to-last or antepenultimate syllable:
media/image/115640.jpg	206	40	9780698155671_EPUB-7.xhtml	Source image: infantilize	mechanize	infantilize
media/image/115642.jpg	242	40	9780698155671_EPUB-7.xhtml	Source image: un-American	infantilize	un-American
media/image/115644.jpg	276	37	9780698155671_EPUB-7.xhtml	Source figure image 115644.jpg; no alt text supplied in EPUB	un-American	In the last two sets you’ll see also that sofa and mechanize are stressed on the first or initial syllable. Given the general pattern of English, though, it’s more likely that the stress is assigned f
media/image/115646.jpg	21	37	9780698155671_EPUB-7.xhtml	Source figure image 115646.jpg; no alt text supplied in EPUB	The mark indicates primary stress. In addition to this, there is also secondary stress , which is marked with . However it’s realized in a particular language, secondary stress will be indicated in so	There are a couple of ways to design a good stress system depending on what kind of stress system you’d like to have. If you want to design a lexical stress system (i.e. stress placement is idiomatic 
media/image/115648.jpg	21	37	9780698155671_EPUB-7.xhtml	Source figure image 115648.jpg; no alt text supplied in EPUB	The mark indicates primary stress. In addition to this, there is also secondary stress , which is marked with . However it’s realized in a particular language, secondary stress will be indicated in so	There are a couple of ways to design a good stress system depending on what kind of stress system you’d like to have. If you want to design a lexical stress system (i.e. stress placement is idiomatic 
media/image/115655.jpg	272	37	9780698155671_EPUB-7.xhtml	Source figure image 115655.jpg; no alt text supplied in EPUB	The mark indicates primary stress. In addition to this, there is also secondary stress , which is marked with . However it’s realized in a particular language, secondary stress will be indicated in so	There are a couple of ways to design a good stress system depending on what kind of stress system you’d like to have. If you want to design a lexical stress system (i.e. stress placement is idiomatic 
media/image/115657.jpg	34	37	9780698155671_EPUB-7.xhtml	Source figure image 115657.jpg; no alt text supplied in EPUB	The mark indicates primary stress. In addition to this, there is also secondary stress , which is marked with . However it’s realized in a particular language, secondary stress will be indicated in so	There are a couple of ways to design a good stress system depending on what kind of stress system you’d like to have. If you want to design a lexical stress system (i.e. stress placement is idiomatic 
media/image/115659.jpg	34	37	9780698155671_EPUB-7.xhtml	Source figure image 115659.jpg; no alt text supplied in EPUB	The mark indicates primary stress. In addition to this, there is also secondary stress , which is marked with . However it’s realized in a particular language, secondary stress will be indicated in so	There are a couple of ways to design a good stress system depending on what kind of stress system you’d like to have. If you want to design a lexical stress system (i.e. stress placement is idiomatic 
media/image/table_69.jpg	1628	471	9780698155671_EPUB-7.xhtml	Source table image table_69.jpg; no alt text supplied in EPUB	Aside from Finnish and languages like it, most languages have a series of complex rules to determine where primary stress is placed. For example, in Arabic, primary stress goes to the rightmost heavy 	Most of the time it’s fairly predictable. But aside from simply saying what happens, how does this stuff actually work ? How do Arabic speakers intuitively know what syllable to stress?
media/image/115661.jpg	167	40	9780698155671_EPUB-7.xhtml	Source figure image 115661.jpg; no alt text supplied in EPUB	The main idea behind OT is that there are competing forces at work in any language, and what we produce orally is the least bad version of the language based on the various competing principles in our	In order to create a system using competing candidates, one needs the appropriate set of tools. Below is a list of theoretical constructs that are particularly helpful in constructing fixed stress sys
media/image/115663.jpg	160	40	9780698155671_EPUB-7.xhtml	Source figure image 115663.jpg; no alt text supplied in EPUB	The main idea behind OT is that there are competing forces at work in any language, and what we produce orally is the least bad version of the language based on the various competing principles in our	In order to create a system using competing candidates, one needs the appropriate set of tools. Below is a list of theoretical constructs that are particularly helpful in constructing fixed stress sys
media/image/115665.jpg	160	40	9780698155671_EPUB-7.xhtml	Source figure image 115665.jpg; no alt text supplied in EPUB	The main idea behind OT is that there are competing forces at work in any language, and what we produce orally is the least bad version of the language based on the various competing principles in our	In order to create a system using competing candidates, one needs the appropriate set of tools. Below is a list of theoretical constructs that are particularly helpful in constructing fixed stress sys
media/image/115667.jpg	175	40	9780698155671_EPUB-7.xhtml	Source figure image 115667.jpg; no alt text supplied in EPUB	The main idea behind OT is that there are competing forces at work in any language, and what we produce orally is the least bad version of the language based on the various competing principles in our	In order to create a system using competing candidates, one needs the appropriate set of tools. Below is a list of theoretical constructs that are particularly helpful in constructing fixed stress sys
media/image/115669.jpg	100	37	9780698155671_EPUB-7.xhtml	Source figure image 115669.jpg; no alt text supplied in EPUB	• Foot: A foot is a prosodic unit that many languages find useful in evaluating stress. A standard foot is composed of two light syllables, though it may have more. For example, sofa is a foot in Engl	• Trochee: A trochee is a foot that has stress on the first syllable. For example, is a trochee in English.
media/image/115671.jpg	206	39	9780698155671_EPUB-7.xhtml	Source figure image 115671.jpg; no alt text supplied in EPUB	• Foot: A foot is a prosodic unit that many languages find useful in evaluating stress. A standard foot is composed of two light syllables, though it may have more. For example, sofa is a foot in Engl	• Trochee: A trochee is a foot that has stress on the first syllable. For example, is a trochee in English.
media/image/115673.jpg	108	37	9780698155671_EPUB-7.xhtml	Source figure image 115673.jpg; no alt text supplied in EPUB	• Trochee: A trochee is a foot that has stress on the first syllable. For example, is a trochee in English.	• Iamb: An iamb is a foot that has stress on the ultimate syllable. For example, ago is an iamb in English.
media/image/115675.jpg	125	39	9780698155671_EPUB-7.xhtml	Source figure image 115675.jpg; no alt text supplied in EPUB	• Iamb: An iamb is a foot that has stress on the ultimate syllable. For example, ago is an iamb in English.	• Dactyl: A dactyl is a foot that has three syllables and initial stress. For example, Canada could be analyzed as a dactyl in English.
media/image/115677.jpg	186	37	9780698155671_EPUB-7.xhtml	Source figure image 115677.jpg; no alt text supplied in EPUB	• Dactyl: A dactyl is a foot that has three syllables and initial stress. For example, Canada could be analyzed as a dactyl in English.	• Anapest: An anapest is a foot that has three syllables and final stress. For example, Illinois could be analyzed as an anapest in English.
media/image/115679.jpg	136	40	9780698155671_EPUB-7.xhtml	Source figure image 115679.jpg; no alt text supplied in EPUB	• Anapest: An anapest is a foot that has three syllables and final stress. For example, Illinois could be analyzed as an anapest in English.	• Amphibrach: An amphibrach is a foot that has three syllables and penultimate stress. For example, Nevada could be analyzed as an amphibrach in English.
media/image/115681.jpg	166	37	9780698155671_EPUB-7.xhtml	Source figure image 115681.jpg; no alt text supplied in EPUB	• Amphibrach: An amphibrach is a foot that has three syllables and penultimate stress. For example, Nevada could be analyzed as an amphibrach in English.	• Mora: A mora is a timing unit that can be useful in building stress systems. An open syllable with a short vowel is equal to one mora. An open syllable with a long vowel is equal to two mora. A clos
media/image/table_71.jpg	1628	183	9780698155671_EPUB-7.xhtml	Source table image table_71.jpg; no alt text supplied in EPUB	All right, I know this probably seems like a bunch of gobbledygook unless you’re familiar with poetics, but here’s what this buys you. Let’s make up some words (it doesn’t matter what they mean here, 	That’s enough for now. Where are these words stressed? If it’s lexical stress, it’s wherever the dictionary says they are. If it’s a super-regular system like Finnish, it’s always the same syllable. I
media/image/table_71_2.jpg	1628	213	9780698155671_EPUB-7.xhtml	Source table image table_71_2.jpg; no alt text supplied in EPUB	Here’s our list again with stresses marked:	The result is that main stress is always on the last syllable and secondary stress on the antepenultimate syllable except in trisyllabic words. If you had a phonological rule that was sensitive to str
media/image/115683.jpg	84	37	9780698155671_EPUB-7.xhtml	Source figure image 115683.jpg; no alt text supplied in EPUB	The result is that main stress is always on the last syllable and secondary stress on the antepenultimate syllable except in trisyllabic words. If you had a phonological rule that was sensitive to str	Now let’s change one thing. Let’s say instead of main stress being on the right -most foot it’s on the left -most foot. Here’s what happens:
media/image/table_72.jpg	1628	205	9780698155671_EPUB-7.xhtml	Source table image table_72.jpg; no alt text supplied in EPUB	Now let’s change one thing. Let’s say instead of main stress being on the right -most foot it’s on the left -most foot. Here’s what happens:	And look at that! Everything is pretty much the same except that suddenly when you get to tetrasyllabic words, primary stress falls on the antepenultimate syllable. And all we did was make one tiny ad
media/image/118962.jpg	45	44	9780698155671_EPUB-7.xhtml	Source image: má or [ma35] “hemp”	mā or [ma55] “mother”	má or [ma35] “hemp”
media/image/115687.jpg	99	37	9780698155671_EPUB-7.xhtml	Source image: má or [ma35] “hemp”	mā or [ma55] “mother”	má or [ma35] “hemp”
media/image/119870.jpg	46	44	9780698155671_EPUB-7.xhtml	Source image: or [ma214] “horse”	má or [ma35] “hemp”	or [ma214] “horse”
media/image/115689.jpg	101	37	9780698155671_EPUB-7.xhtml	Source image: or [ma214] “horse”	má or [ma35] “hemp”	or [ma214] “horse”
media/image/119872.jpg	44	43	9780698155671_EPUB-7.xhtml	Source image: mà or [ma51] “scold”	or [ma214] “horse”	mà or [ma51] “scold”
media/image/ma.jpg	76	43	9780698155671_EPUB-7.xhtml	Source image: mà or [ma51] “scold”	má or [ma35] “hemp”	mà or [ma51] “scold”
media/image/115691.jpg	115	37	9780698155671_EPUB-7.xhtml	Source image: mà or [ma51] “scold”	or [ma214] “horse”	mà or [ma51] “scold”
media/image/119874.jpg	42	44	9780698155671_EPUB-7.xhtml	Source figure image 119874.jpg; no alt text supplied in EPUB	mà or [ma51] “scold”	There’s also a fifth ma that gets its tone from context only. The four words above use the IPA characters associated with tone. The characters have a vertical line as a standard with a left-pointing b
media/image/115693.jpg	99	37	9780698155671_EPUB-7.xhtml	Source figure image 115693.jpg; no alt text supplied in EPUB	mà or [ma51] “scold”	There’s also a fifth ma that gets its tone from context only. The four words above use the IPA characters associated with tone. The characters have a vertical line as a standard with a left-pointing b
media/image/115695.jpg	28	37	9780698155671_EPUB-7.xhtml	Source figure image 115695.jpg; no alt text supplied in EPUB	There’s also a fifth ma that gets its tone from context only. The four words above use the IPA characters associated with tone. The characters have a vertical line as a standard with a left-pointing b	The first important thing to know about tone is that it is not the same as a musical scale. A note of G is a specific sound that can be further specified if you indicate the octave. Tone level in a to
media/image/115697.jpg	28	37	9780698155671_EPUB-7.xhtml	Source figure image 115697.jpg; no alt text supplied in EPUB	There’s also a fifth ma that gets its tone from context only. The four words above use the IPA characters associated with tone. The characters have a vertical line as a standard with a left-pointing b	The first important thing to know about tone is that it is not the same as a musical scale. A note of G is a specific sound that can be further specified if you indicate the octave. Tone level in a to
media/image/115699.jpg	28	37	9780698155671_EPUB-7.xhtml	Source figure image 115699.jpg; no alt text supplied in EPUB	There’s also a fifth ma that gets its tone from context only. The four words above use the IPA characters associated with tone. The characters have a vertical line as a standard with a left-pointing b	The first important thing to know about tone is that it is not the same as a musical scale. A note of G is a specific sound that can be further specified if you indicate the octave. Tone level in a to
media/image/115701.jpg	29	37	9780698155671_EPUB-7.xhtml	Source figure image 115701.jpg; no alt text supplied in EPUB	There’s also a fifth ma that gets its tone from context only. The four words above use the IPA characters associated with tone. The characters have a vertical line as a standard with a left-pointing b	The first important thing to know about tone is that it is not the same as a musical scale. A note of G is a specific sound that can be further specified if you indicate the octave. Tone level in a to
media/image/115703.jpg	31	37	9780698155671_EPUB-7.xhtml	Source figure image 115703.jpg; no alt text supplied in EPUB	There’s also a fifth ma that gets its tone from context only. The four words above use the IPA characters associated with tone. The characters have a vertical line as a standard with a left-pointing b	The first important thing to know about tone is that it is not the same as a musical scale. A note of G is a specific sound that can be further specified if you indicate the octave. Tone level in a to
media/image/115705.jpg	33	20	9780698155671_EPUB-7.xhtml	Source image: “nickname (i.e. this is someone in particular’s nickname)”	“paddy field”	“nickname (i.e. this is someone in particular’s nickname)”
media/image/115707.jpg	118	37	9780698155671_EPUB-7.xhtml	Source image: “nickname (i.e. this is someone in particular’s nickname)”	With that out of the way, a contour tone language is a language that typically assigns a specific tone to a specific syllable, and that tone is fixed. Contour tone languages usually have at least four	“nickname (i.e. this is someone in particular’s nickname)”
media/image/115710.jpg	53	39	9780698155671_EPUB-7.xhtml	Source image: “face”	“nickname (i.e. this is someone in particular’s nickname)”	“face”
media/image/115737.jpg	108	37	9780698155671_EPUB-7.xhtml	Source image: “face”	“paddy field”	“face”
media/image/115739.jpg	56	30	9780698155671_EPUB-7.xhtml	Source image: “maternal aunt”	“face”	“maternal aunt”
media/image/115741.jpg	115	37	9780698155671_EPUB-7.xhtml	Source image: “maternal aunt”	“nickname (i.e. this is someone in particular’s nickname)”	“maternal aunt”
media/image/115743.jpg	33	30	9780698155671_EPUB-7.xhtml	Source image: “thick”	“maternal aunt”	“thick”
media/image/115745.jpg	117	37	9780698155671_EPUB-7.xhtml	Source image: “thick”	“face”	“thick”
media/image/115747.jpg	57	20	9780698155671_EPUB-7.xhtml	Source figure image 115747.jpg; no alt text supplied in EPUB	“thick”	Contour tone languages typically name the tones that are present in the language, and it’s known that a particular word has a particular tone. This is actually quite different from register tone langu
media/image/115749.jpg	115	37	9780698155671_EPUB-7.xhtml	Source figure image 115749.jpg; no alt text supplied in EPUB	“maternal aunt”	Contour tone languages typically name the tones that are present in the language, and it’s known that a particular word has a particular tone. This is actually quite different from register tone langu
media/image/118964.jpg	46	45	9780698155671_EPUB-7.xhtml	Source figure image 118964.jpg; no alt text supplied in EPUB	[ni214] “you” + [hao214] “good” = ní [ni35.hao21] “hello”	In Chinese linguistics, this is an example of the change that occurs when two “3” (or dipping) tones come together. The first “3” tone becomes a “2” (rising) tone, and the second “3” tone loses its ri
media/image/ni.jpg	52	41	9780698155671_EPUB-7.xhtml	Source figure image ni.jpg; no alt text supplied in EPUB	[ni214] “you” + [hao214] “good” = ní [ni35.hao21] “hello”	In Chinese linguistics, this is an example of the change that occurs when two “3” (or dipping) tones come together. The first “3” tone becomes a “2” (rising) tone, and the second “3” tone loses its ri
media/image/118966.jpg	46	45	9780698155671_EPUB-7.xhtml	Source figure image 118966.jpg; no alt text supplied in EPUB	[ni214] “you” + [hao214] “good” = ní [ni35.hao21] “hello”	In Chinese linguistics, this is an example of the change that occurs when two “3” (or dipping) tones come together. The first “3” tone becomes a “2” (rising) tone, and the second “3” tone loses its ri
media/image/hao.jpg	82	40	9780698155671_EPUB-7.xhtml	Source figure image hao.jpg; no alt text supplied in EPUB	Though each syllable has a fixed tone, there are two exceptions to how tone is realized. Some words ( especially function words) have no particular tone and simply adopt a tone from an adjacent word. 	In Chinese linguistics, this is an example of the change that occurs when two “3” (or dipping) tones come together. The first “3” tone becomes a “2” (rising) tone, and the second “3” tone loses its ri
media/image/115751.jpg	95	45	9780698155671_EPUB-7.xhtml	Source figure image 115751.jpg; no alt text supplied in EPUB	[ni214] “you” + [hao214] “good” = ní [ni35.hao21] “hello”	In Chinese linguistics, this is an example of the change that occurs when two “3” (or dipping) tones come together. The first “3” tone becomes a “2” (rising) tone, and the second “3” tone loses its ri
media/image/hao.jpg	82	40	9780698155671_EPUB-7.xhtml	Source figure image hao.jpg; no alt text supplied in EPUB	[ni214] “you” + [hao214] “good” = ní [ni35.hao21] “hello”	In Chinese linguistics, this is an example of the change that occurs when two “3” (or dipping) tones come together. The first “3” tone becomes a “2” (rising) tone, and the second “3” tone loses its ri
media/image/115753.jpg	163	39	9780698155671_EPUB-7.xhtml	Source image: shekarú “years” (LLH)	shekára “year” (LHL)	shekarú “years” (LLH)
media/image/115755.jpg	168	39	9780698155671_EPUB-7.xhtml	Source image: surúká “mother-in-law” (LHH)	shekarú “years” (LLH)	surúká “mother-in-law” (LHH)
media/image/115758.jpg	165	37	9780698155671_EPUB-7.xhtml	Source image: surukúwá “mothers-in-law” (LLHH)	surúká “mother-in-law” (LHH)	surukúwá “mothers-in-law” (LLHH)
media/image/116290.jpg	228	37	9780698155671_EPUB-7.xhtml	Source image: “to sneak up on” (HLH)	surukúwá “mothers-in-law” (LLHH)	“to sneak up on” (HLH)
media/image/115760.jpg	119	30	9780698155671_EPUB-7.xhtml	Source image: kwáná “nighttime” (HH)	“to sneak up on” (HLH)	kwáná “nighttime” (HH)
media/image/115762.jpg	168	37	9780698155671_EPUB-7.xhtml	Source image: kwáná “nighttime” (HH)	“to sneak up on” (HLH)	kwáná “nighttime” (HH)
media/image/115764.jpg	156	37	9780698155671_EPUB-7.xhtml	Source image: kwanakí “nighttimes” (LLH)	kwáná “nighttime” (HH)	kwanakí “nighttimes” (LLH)
media/image/115766.jpg	209	37	9780698155671_EPUB-7.xhtml	Source image: da “if” (L)	kwanakí “nighttimes” (LLH)	da “if” (L)
media/image/115768.jpg	67	37	9780698155671_EPUB-7.xhtml	Source image: dâ “previously” (HL)	da “if” (L)	dâ “previously” (HL)
media/image/115774.jpg	67	37	9780698155671_EPUB-7.xhtml	Source figure image 115774.jpg; no alt text supplied in EPUB	dâ “previously” (HL)	I included a couple singular and plural pairs so you can see how the tones will shift around depending on the grammatical status of a word. This is far from uncommon. Take a look at these forms:
media/image/115776.jpg	176	37	9780698155671_EPUB-7.xhtml	Source image: tabbatáccé “confirmed (singular adjective)” (LLHH)	tábbatá “to confirm” (HLH)	tabbatáccé “confirmed (singular adjective)” (LLHH)
media/image/115778.jpg	239	39	9780698155671_EPUB-7.xhtml	Source image: tabbatattú “confirmed (plural adjective)” (LLLH)	tabbatáccé “confirmed (singular adjective)” (LLHH)	tabbatattú “confirmed (plural adjective)” (LLLH)
media/image/115780.jpg	238	37	9780698155671_EPUB-7.xhtml	Source image: tábbátár [tab.ba.tar] “to confirm (used with auxiliary)” (HHH)	tabbatattú “confirmed (plural adjective)” (LLLH)	tábbátár [tab.ba.tar] “to confirm (used with auxiliary)” (HHH)
media/image/115783.jpg	181	39	9780698155671_EPUB-7.xhtml	Source image: Yáro né. “It is a boy.”	Sárkí ne. “It is a chief.”	Yáro né. “It is a boy.”
media/image/115785.jpg	182	40	9780698155671_EPUB-7.xhtml	Source figure image 115785.jpg; no alt text supplied in EPUB	Yáro né. “It is a boy.”	In Njaama, subject and object pronouns are distinguished by a change in tone ( tekaané means “saw” below):
media/image/Image71178.jpg	395	59	9780698155671_EPUB-7.xhtml	Source image: Yaa (L) tekaané wá (H). “You saw me.”	In Njaama, subject and object pronouns are distinguished by a change in tone ( tekaané means “saw” below):	Yaa (L) tekaané wá (H). “You saw me.”
media/image/115789.jpg	279	40	9780698155671_EPUB-7.xhtml	Source image: Yaa (L) tekaané wá (H). “You saw me.”	Wa (L) tekaané yáá (H). “I saw you.”	Yaa (L) tekaané wá (H). “You saw me.”
media/image/Image71188.jpg	404	60	9780698155671_EPUB-7.xhtml	Source figure image Image71188.jpg; no alt text supplied in EPUB	Yaa (L) tekaané wá (H). “You saw me.”	It really depends on the language what the tone will or won’t do. Looking at a plethora of level tone languages can be confusing, so it’s ideal to take a look at one, figure out exactly how it works, 
media/image/115791.jpg	284	40	9780698155671_EPUB-7.xhtml	Source figure image 115791.jpg; no alt text supplied in EPUB	Yaa (L) tekaané wá (H). “You saw me.”	It really depends on the language what the tone will or won’t do. Looking at a plethora of level tone languages can be confusing, so it’s ideal to take a look at one, figure out exactly how it works, 
media/image/Image71582.jpg	384	399	9780698155671_EPUB-7.xhtml	Source image: Key (Top and Left): N = node, A = antinode, R = resonant frequency	Other animals can produce speech sounds, of course. None of them can produce all the speech sounds humans use in language. Part of that is due to the facility of our tongue; part of it is due to the s	Key (Top and Left): N = node, A = antinode, R = resonant frequency
media/image/Image71590.jpg	375	600	9780698155671_EPUB-7.xhtml	Source figure image Image71590.jpg; no alt text supplied in EPUB	Moving beyond sound, what if there were an alien that didn’t have a mouth at all? What if it had one gigantic eyeball and forty-nine tentacles, seven of which were shorter and used as armlike appendag	Since the seven tentacles rikchiks use to sign are the same, Denis created a language where words aren’t spelled out with the signed equivalent of phonemes; rather, words are combinations of a fixed s
media/image/Image71598.jpg	292	283	9780698155671_EPUB-7.xhtml	Source figure image Image71598.jpg; no alt text supplied in EPUB	In order to be able to convey the language, Denis had to create his own transcription system, so that a word looks like this:	The four lines in the middle are the four word tentacles that indicate that the word has something to do with crystal. The small circle indicates that this word doesn’t collect any others (it’s just a
media/image/table_89.jpg	1628	499	9780698155671_EPUB-7.xhtml	Source table image table_89.jpg; no alt text supplied in EPUB	The bit that I started with was a set of Dothraki words and names from the first three books of A Song of Ice and Fire . This is a list of all those words (with George R. R. Martin’s spellings):	Unless I’ve missed any, that’s a total of fifty-six words, twenty-four of which are proper names. Ignoring grammar, the first job I had to do was figure out how to deal with the spelling. I knew going
media/image/115793.jpg	111	37	9780698155671_EPUB-7.xhtml	Source figure image 115793.jpg; no alt text supplied in EPUB	Unless I’ve missed any, that’s a total of fifty-six words, twenty-four of which are proper names. Ignoring grammar, the first job I had to do was figure out how to deal with the spelling. I knew going	That was the first constraint. The next was to filter that through the desire for this to be a foreign- and “harsh”-sounding language. That meant that, among other things, non-English consonants were 
media/image/115795.jpg	55	37	9780698155671_EPUB-7.xhtml	Source figure image 115795.jpg; no alt text supplied in EPUB	• Most consonants would be pronounced just like they looked—or, at least, to an English speaker. This meant that j would be pronounced and y would be pronounced [ j] . Q , however, would be pronounced	• Qu would be reinterpreted as a sequence of [k] and [w] , and would be respelled kw (though I also allowed the sequence [qw] ).
media/image/115797.jpg	33	39	9780698155671_EPUB-7.xhtml	Source figure image 115797.jpg; no alt text supplied in EPUB	• The spellings th , sh , kh, and jh would be pronounced [θ] , , [x], and , respectively, and the latter would be respelled zh . Other instances of h would be pronounced separately as [h] , no matter 	• All vowels would be pronounced separately, even when they occurred next to another vowel. This was inspired by a phenomenon I like in Spanish, where in a word like creer , there are two distinct vow
media/image/115799.jpg	34	37	9780698155671_EPUB-7.xhtml	Source figure image 115799.jpg; no alt text supplied in EPUB	• The spellings th , sh , kh, and jh would be pronounced [θ] , , [x], and , respectively, and the latter would be respelled zh . Other instances of h would be pronounced separately as [h] , no matter 	• All vowels would be pronounced separately, even when they occurred next to another vowel. This was inspired by a phenomenon I like in Spanish, where in a word like creer , there are two distinct vow
media/image/115805.jpg	112	37	9780698155671_EPUB-7.xhtml	Source figure image 115805.jpg; no alt text supplied in EPUB	• All vowels would be pronounced separately, even when they occurred next to another vowel. This was inspired by a phenomenon I like in Spanish, where in a word like creer , there are two distinct vow	• R would work almost identically to r in Spanish. Phonetically, it would be a trilled [r] at the beginning or end of a word, and elsewhere it would be —unless it was doubled, in which case it would b
