normalized_occurrence_id	source_id	form_raw	normalized_form	search_key	script	form_type	language_guess	language_normalized	gloss_or_translation	gloss_normalized	printed_page	pdf_page	section_or_chapter	source_pattern	quality_flags	context	resolution_status	resolution_action	include_in_unique	human_collation_note
WATKINS-NFORM-01716	WATKINS-FORM-00741	*h	*h	h	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			444	461	45. Fergus mac Leti and the muirdris	asterisk_form		16', which seems to be from a different text than CTH 321. Cf. KUB 36.97? 8. MU.KAM-as SAG.DU 'head of the year', KUB 36.97 iii 3'. 9. The Hittite verb harp - IE *h,orbh-, means to transfer oneself or be transferred from one sphere of physical or social appurtenance or allegiance into another. It is used concretely of divorce, and of cattle getting out of a pen and into someone e	resolved	excluded-ocr-or-regex-fragment	false	Too short/garbled to use as a form row without page-image collation.
WATKINS-NFORM-01717	WATKINS-FORM-00747	*h	*h	h	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			446	463	45. Fergus mac Leti and the muirdris	asterisk_form		er of the legal poem with which we began, and to the ancient Irish ethical notion of the Ruler's Truth, fir flathemon. 12. Compare note 10, on the meaning of Hittite harp- and IE *h,orbh13. Compare Beckman's discussion and the extensive literature there cited. <!-- pdf-page: 464; printed-page: 447 --> Appendix: muirdris ```text This word for the dragon or 'sea-monster' (peist uiscide) is appare	resolved	excluded-ocr-or-regex-fragment	false	Too short/garbled to use as a form row without page-image collation.
WATKINS-NFORM-01718	WATKINS-FORM-00844	*h	*h	h	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			490	507	51. To be the death of: Transformation of the formula	asterisk_form		xamples of such Indo-European Verb Phrases, reconstructible on the ``` <!-- pdf-page: 507; printed-page: 490 --> basis of the Homeric examples cited, are ```text *h,es- gʷhon-o- 'be the death (of)' *bher- gʷhon-o- 'bring death (to)'.3 ``` There is thus both grammatical and stylistic motivation for Greek φόνος ἔσσεται 'will be the de	resolved	excluded-ocr-or-regex-fragment	false	Too short/garbled to use as a form row without page-image collation.
WATKINS-NFORM-01719	WATKINS-FORM-00243	*h./g-i-	*h./g-i-	h./g-i	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			170	187	14. A late Indo-European traditional epithet	asterisk_form		ho wheel eddying round, rowing with oarsof wings...', lamenting their lost brood andshrieking for the tardy justice of Zeus. The first element of all these forms is clearly *h./g-i-, Caland composition form of *hjg-ro- 'swift, bright'. The second element is uncertain; both *ptio- and a *phx- io- have been proposed, see Mayrhofer EWA s.v. with references. Charles de Lamberterie, to wh	not-suspect		true	
WATKINS-NFORM-01720	WATKINS-FORM-01863	*h./g-i-, Caland composition form of *hjg-ro-	*h./g-i-, Caland composition form of *hjg-ro-	h./g-i- caland composition form of hjg-ro	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form	swift, bright	swift, bright	170	187	14. A late Indo-European traditional epithet	form_plus_single_quote_gloss		ho wheel eddying round, rowing with oarsof wings...', lamenting their lost brood andshrieking for the tardy justice of Zeus. The first element of all these forms is clearly *h./g-i-, Caland composition form of *hjg-ro- 'swift, bright'. The second element is uncertain; both *ptio- and a *phx- io- have been proposed, see Mayrhofer EWA s.v. with references. Charles de Lamberterie, to wh	not-suspect		true	
WATKINS-NFORM-01721	WATKINS-FORM-00038	*h1oK-eu-es	*h₁oK-eu-es	h1ok-eu-es	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			12	29	2. Sketch for a history of Indo-European poetics	asterisk_form		ike Homeric Greek 'swift horses', Young Avestan aspanho... asauuo 'id.', and Vedic asvas.., asavah 'id.', securely reconstructible in root, suffix, and ending as *h1oK-eu-es h1eku-os, in either order. Metrics examines and compares similar versification systems, like the mostly isosyllabic, quantitative, bi- or tricolic verse line grouped into strophes in both Vedic and Greek lyri	resolved	accepted-laryngeal-normalization	true	Subscript laryngeal normalization retained; no remaining suspect condition.
WATKINS-NFORM-01722	WATKINS-FORM-00109	*h1s-nt-io-.	*h₁s-nt-io-	h1s-nt-io	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			88	105	6. The poet's truth: The power, particularity, and perseveration of the word	asterisk_form		es, a kind of priest: they suggest a preform *(s)kouhx-e(i)- (B. Fortson).4 Vedic satya 'true' and Avestan haiviia- are formally derivatives of the participle of the verb 'to be': *h1s-nt-io-. The meaning is thus 'real, existing'. For the same participle in the confessional formula of Hittite and its Latin cognate sons 'guilty' see chap. 15. The confession of sin, transgression, is another instanc	resolved	accepted-laryngeal-normalization	true	Subscript laryngeal normalization retained; no remaining suspect condition.
WATKINS-NFORM-01723	WATKINS-FORM-00238	*h1sont	*h₁sont	h1sont	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			168	185	13. An Indo-European stylistic figure	asterisk_form		. On the other hand the same equations require the reconstruction of this stylistic figure (V i )... (Ni + V) for the proto-language, with the lexical entries *h,esti for (Vi) and *h1sont for (Ni), with gapped V in the nominal sentence (N; [+ V]). The rhetoric of climax and the formulaic style of Mursilis' confession are clearly an Indo-European inheritance, even if the verbal context preceding th	resolved	accepted-laryngeal-normalization	true	Subscript laryngeal normalization retained; no remaining suspect condition.
WATKINS-NFORM-01724	WATKINS-FORM-00024	*h2	*h₂	h2	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			8	25	1. The comparative method in linguistics and poetics	asterisk_form		' (usually divinized), Hittite hassu- 'king', and the group of Germanic deities known in Old Norse as the sir, Germanic *ansuz. These are respectively reconstructed as *h2ns-u-ro, *h2,ns-u-, and *h2o'/ans-u-.2 Most scholars today assume these words for 'king, lord, god' are related to the Hittite verb has-/ hass- 'beget, engender, produce', from *h2o/ans-. Ferdinand Sommer as early as 1922 noted t	resolved	excluded-standalone-laryngeal-fragment	false	Regex captured only a laryngeal symbol, not the full form.
WATKINS-NFORM-01725	WATKINS-FORM-00260	*h2afcu-	*h₂afcu-	h2afcu	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			172	189	14. A late Indo-European traditional epithet	asterisk_form		all compounds or noun phrases with phonetically similar and partially overlapping lexemes as first member: ``` ```text *hjgi- *h,o£u- *h2afcu-, ``` and likewise phonetically similar and partially overlapping lexemes as second member: ```text *pet(h2)- *ped- *pet-r-/*pt-er-/*per-. ``` Indo-European *h2rgi-	resolved	accepted-laryngeal-normalization	true	Subscript laryngeal normalization retained; no remaining suspect condition.
WATKINS-NFORM-01726	WATKINS-FORM-00044	*h2ag-	*h₂ag-	h2ag	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			16	33	2. Sketch for a history of Indo-European poetics	asterisk_form		ry condition. Later writers, notably Parry's ``` 5. The equation is linguistically noteworthy in further anchoring the residual o-grade of a root in (post laryngeal) a-: *h2eg- > *h2ag- of ἄγω, ajati beside *h2og-mo- of ὄγμος, ajma-. Contrast Vedic ajman: Latin agmen, which show either original e-grade, or more likely generalization of the root-form ag-. The equation of ὄγμος and ajma- is at leas	resolved	accepted-laryngeal-normalization	true	Subscript laryngeal normalization retained; no remaining suspect condition.
WATKINS-NFORM-01727	WATKINS-FORM-00277	*h2aiu-	*h₂aiu-	h2aiu	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			178	195	15. An Indo-European theme and formula: Imperishable fame	asterisk_form		*dhehr active) and the indirect object (man) is expressed in the dative pronoun (PRO): ```text PRO dat *dheh,- *kleuos *ndgahitom *h2aiu- ``` asmd prthii £ravo brhat/ visvSyur dhehy aTc§itam As everlasting one, grant us wide, lofty, imperishable fame. The seemingly redundant *h2aiu- (EVER) comes into its own in such variants as ```text	resolved	accepted-laryngeal-normalization	true	Subscript laryngeal normalization retained; no remaining suspect condition.
WATKINS-NFORM-01728	WATKINS-FORM-00278	*h2aiu-	*h₂aiu-	h2aiu	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			178	195	15. An Indo-European theme and formula: Imperishable fame	asterisk_form		*kleuos *ndgahitom *h2aiu- ``` asmd prthii £ravo brhat/ visvSyur dhehy aTc§itam As everlasting one, grant us wide, lofty, imperishable fame. The seemingly redundant *h2aiu- (EVER) comes into its own in such variants as ```text PROgen *kleuos NEVER PERISH poss ``` //. 7.91 Od. 16.241 The formula takes on an added dimension in view of Cowg	resolved	accepted-laryngeal-normalization	true	Subscript laryngeal normalization retained; no remaining suspect condition.
WATKINS-NFORM-01729	WATKINS-FORM-00281	*h2aiu-.	*h₂aiu-	h2aiu	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			178	195	15. An Indo-European theme and formula: Imperishable fame	asterisk_form		NEVER PERISH poss ``` //. 7.91 Od. 16.241 The formula takes on an added dimension in view of Cowgill's (1960) etymology of Greek o\) as *h,oiu, o-grade of *h2aiu-. Cf. also Old Norse Hdvamdl 77 ek veil einn at aldrl deyr / domr um daudan hvern 'I know one thing that never dies: a dead man's fame' and Early Welsh (VKG 2.338) trengidgolud, ni threing molud 'wealth perishes,	resolved	accepted-laryngeal-normalization	true	Subscript laryngeal normalization retained; no remaining suspect condition.
WATKINS-NFORM-01730	WATKINS-FORM-00255	*h2aku-	*h₂aku-	h2aku	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			171	188	14. A late Indo-European traditional epithet	asterisk_form		cal to Latin acci-piter 'hawk' < *h2aku-petr-, with first member more clearly seen in the old word acupedius 'sharp-footed' (Paul. Fest. 9.25 L.) In both of these the 'sharp' word *h2aku- shares some of the semantic range and distribution of the 'swift' word *h,6ku-. Just as fjipyd- in Vedic is an epithet of both large birds of prey and horses, so in Greek the adjective coicuTiETTy; 'swift-flying'	resolved	accepted-laryngeal-normalization	true	Subscript laryngeal normalization retained; no remaining suspect condition.
WATKINS-NFORM-01731	WATKINS-FORM-00254	*h2aku-petr-	*h₂aku-petr-	h2aku-petr	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			171	188	14. A late Indo-European traditional epithet	asterisk_form		r 'sharp' < *koro- < *koh}-ro- (Latin cos 'whetstone', Vedic sis'dti 'whets' ) and few, -oy 'wing', probably from *pte... It is semantically identical to Latin acci-piter 'hawk' < *h2aku-petr-, with first member more clearly seen in the old word acupedius 'sharp-footed' (Paul. Fest. 9.25 L.) In both of these the 'sharp' word *h2aku- shares some of the semantic range and distribution of the 'swift'	resolved	accepted-laryngeal-normalization	true	Subscript laryngeal normalization retained; no remaining suspect condition.
WATKINS-NFORM-01732	WATKINS-FORM-00035	*h2ans-	*h₂ans-	h2ans	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			9	26	1. The comparative method in linguistics and poetics	asterisk_form		"elated to the technical term for the chariot driver's means of guiding and controlling his horses: the 'reins', Greek and Irish *ans-io- from the same Indo-European root *h2ns- or *h2ans-, which we discussed above. The designation of the reins rests squarely on a metaphor: the ""reins"" are the ""rulers"". It is just the inverse of the metaphor which calls the ruler ""charioteer"", ""helmsman"". In our m"	resolved	accepted-laryngeal-normalization	true	Subscript laryngeal normalization retained; no remaining suspect condition.
WATKINS-NFORM-01733	WATKINS-FORM-00031	*h2ans-iiah	*h₂ans-iiah	h2ans-iiah	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			8	25	1. The comparative method in linguistics and poetics	asterisk_form		aphor 'straight, right' and 'rule, ruler, regulate'. The Old Avestan derivative razar is dative plural e'sib, down to the very case ending. We can reconstruct *ansiiabhi, earlier *h2ans-iiah, -bhi-, with the same precision as in the word for 'dog'. 2. For the nasal and other details see most recently the dictionaries of Puhvel, Tischler, Mayrhofer, and Lehmann, with references. 3. Or 'commanding	resolved	accepted-laryngeal-normalization	true	Subscript laryngeal normalization retained; no remaining suspect condition.
WATKINS-NFORM-01734	WATKINS-FORM-00043	*h2eg-	*h₂eg-	h2eg	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			16	33	2. Sketch for a history of Indo-European poetics	asterisk_form		a necessary condition. Later writers, notably Parry's ``` 5. The equation is linguistically noteworthy in further anchoring the residual o-grade of a root in (post laryngeal) a-: *h2eg- > *h2ag- of ἄγω, ajati beside *h2og-mo- of ὄγμος, ajma-. Contrast Vedic ajman: Latin agmen, which show either original e-grade, or more likely generalization of the root-form ag-. The equation of ὄγμος and ajma- i	resolved	accepted-laryngeal-normalization	true	Subscript laryngeal normalization retained; no remaining suspect condition.
WATKINS-NFORM-01735	WATKINS-FORM-00042	*h2iu-guih3-.	*h₂iu-guih₃-	h2iu-guih3	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			16	33	2. Sketch for a history of Indo-European poetics	asterisk_form		stan yauuaeji- 'living forever' are all direct or indirect reflexes of an Indo-European collocation of *h2oiu- 'lifetime, eternity' and *guih3- 'to live', manifested in a compound *h2iu-guih3-. Continued study of all the Indo-European traditions can safely be expected to yield still more such equations. Thus the new Simonides fragments (IEG II2 11.12) bring in the phrase ἅρμα δίκης 'chariot of Jus	resolved	accepted-laryngeal-normalization	true	Subscript laryngeal normalization retained; no remaining suspect condition.
WATKINS-NFORM-01736	WATKINS-FORM-00034	*h2ns-	*h₂ns-	h2ns	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			9	26	1. The comparative method in linguistics and poetics	asterisk_form		"y may be related to the technical term for the chariot driver's means of guiding and controlling his horses: the 'reins', Greek and Irish *ans-io- from the same Indo-European root *h2ns- or *h2ans-, which we discussed above. The designation of the reins rests squarely on a metaphor: the ""reins"" are the ""rulers"". It is just the inverse of the metaphor which calls the ruler ""charioteer"", ""helmsman""."	resolved	accepted-laryngeal-normalization	true	Subscript laryngeal normalization retained; no remaining suspect condition.
WATKINS-NFORM-01737	WATKINS-FORM-00023	*h2ns-u-ro	*h₂ns-u-ro	h2ns-u-ro	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			8	25	1. The comparative method in linguistics and poetics	asterisk_form		ahura- 'lord' (usually divinized), Hittite hassu- 'king', and the group of Germanic deities known in Old Norse as the sir, Germanic *ansuz. These are respectively reconstructed as *h2ns-u-ro, *h2,ns-u-, and *h2o'/ans-u-.2 Most scholars today assume these words for 'king, lord, god' are related to the Hittite verb has-/ hass- 'beget, engender, produce', from *h2o/ans-. Ferdinand Sommer as early as	resolved	accepted-laryngeal-normalization	true	Subscript laryngeal normalization retained; no remaining suspect condition.
WATKINS-NFORM-01738	WATKINS-FORM-00025	*h2o	*h₂o	h2o	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form		/ans-u-.2 Most scholars today assume these words for	8	25	1. The comparative method in linguistics and poetics	asterisk_form		nized), Hittite hassu- 'king', and the group of Germanic deities known in Old Norse as the sir, Germanic *ansuz. These are respectively reconstructed as *h2ns-u-ro, *h2,ns-u-, and *h2o'/ans-u-.2 Most scholars today assume these words for 'king, lord, god' are related to the Hittite verb has-/ hass- 'beget, engender, produce', from *h2o/ans-. Ferdinand Sommer as early as 1922 noted the parallelism	resolved	accepted-laryngeal-normalization	true	Subscript laryngeal normalization retained; no remaining suspect condition.
WATKINS-NFORM-01739	WATKINS-FORM-00026	*h2o/ans-.	*h₂o/ans-	h2o/ans	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			8	25	1. The comparative method in linguistics and poetics	asterisk_form		*h2ns-u-ro, *h2,ns-u-, and *h2o'/ans-u-.2 Most scholars today assume these words for 'king, lord, god' are related to the Hittite verb has-/ hass- 'beget, engender, produce', from *h2o/ans-. Ferdinand Sommer as early as 1922 noted the parallelism of Hittite has-/hass- 'engender' beside hassu- 'king' from a single root, and the family of English kin etc. beside the family of English king (Germanic	resolved	accepted-laryngeal-normalization	true	Subscript laryngeal normalization retained; no remaining suspect condition.
WATKINS-NFORM-01740	WATKINS-FORM-00045	*h2og-mo-	*h₂og-mo-	h2og-mo	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			16	33	2. Sketch for a history of Indo-European poetics	asterisk_form		notably Parry's ``` 5. The equation is linguistically noteworthy in further anchoring the residual o-grade of a root in (post laryngeal) a-: *h2eg- > *h2ag- of ἄγω, ajati beside *h2og-mo- of ὄγμος, ajma-. Contrast Vedic ajman: Latin agmen, which show either original e-grade, or more likely generalization of the root-form ag-. The equation of ὄγμος and ajma- is at least as old as Saussure's Memoi	resolved	accepted-laryngeal-normalization	true	Subscript laryngeal normalization retained; no remaining suspect condition.
WATKINS-NFORM-01741	WATKINS-FORM-00040	*h2oiu-	*h₂oiu-	h2oiu	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form		lifetime, eternity	16	33	2. Sketch for a history of Indo-European poetics	asterisk_form		ote uwais(e) zan 'forever and ever', Gothic ajuk-dups 'eternity', and Old Avestan yauuaeji- 'living forever' are all direct or indirect reflexes of an Indo-European collocation of *h2oiu- 'lifetime, eternity' and *guih3- 'to live', manifested in a compound *h2iu-guih3-. Continued study of all the Indo-European traditions can safely be expected to yield still more such equations. Thus the new Simon	resolved	accepted-laryngeal-normalization	true	Subscript laryngeal normalization retained; no remaining suspect condition.
WATKINS-NFORM-01742	WATKINS-FORM-00530	*h2oiu	*h₂oiu	h2oiu	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			353	370	35. Latin tarentum, the ludi saeculares, and Indo-European eschatology	asterisk_form		abulary faithfully continue different facets of a single, unitary Indo-European formulaic spectrum: *terh2- *terh2- *terh2- *terh2- *terh2- *sah2itlom *h2oiu *dkrntom *mrti- *nek- These formulas are the vehicles for the verbal transmission of a coherent eschatological doctrine which goes back to the remotest reconstructible Indo-European times. This doc	resolved	accepted-laryngeal-normalization	true	Subscript laryngeal normalization retained; no remaining suspect condition.
WATKINS-NFORM-01743	WATKINS-FORM-00382	*h2rg-ro--	*h₂rg-ro--	h2rg-ro	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			310	327	28. The root *gʷhen-: Vedic han-	asterisk_form		'having swift dogs', is itself an Indo-European formula, cf. from the same roots Homeric Greek 'swift dogs' and the Caland composition form (IE *h2rg-ro--, *h 2 rg-i-). The episode of Odysseus' dog Argos is also a topos built out of the same formula, as is shown by the careful ring-composition which introduces him in Od. 17.291-2, discussed in chap. 3.	resolved	accepted-laryngeal-normalization	true	Subscript laryngeal normalization retained; no remaining suspect condition.
WATKINS-NFORM-01744	WATKINS-FORM-00266	*h2rgi-p-io-	*h₂rgi-p-io-	h2rgi-p-io	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			172	189	14. A late Indo-European traditional epithet	asterisk_form		tically similar and partially overlapping lexemes as second member: ```text *pet(h2)- *ped- *pet-r-/*pt-er-/*per-. ``` Indo-European *h2rgi-p-io- in a sense stands for all three second members, and might be built (with adjectival -id-) on a hypocoristic or otherwise truncated epithet *h,fgip... As such it could well belong to a layer of Indo-European	resolved	accepted-laryngeal-normalization	true	Subscript laryngeal normalization retained; no remaining suspect condition.
WATKINS-NFORM-01745	WATKINS-FORM-00242	*h2rgi-pio-	*h₂rgi-pio-	h2rgi-pio	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			170	187	14. A late Indo-European traditional epithet	asterisk_form		a probable inheritance from the common poetic language of Indo-Iranian, Greek, and Armenian.l The Armenian word for 'eagle', arcui (from *arciui), gen. arcuoy, goes back to *h2rgi-pio-, identical to Vedic rjipyd-, an epithet of both the eagle (syend-) and the mythological stallion Dadhikra (RV 4.39.2, 7; 27.4). The Vedic word is substantiv- ized as 'eagle' in 2.34.4, of the bird who robbed	resolved	accepted-laryngeal-normalization	true	Subscript laryngeal normalization retained; no remaining suspect condition.
WATKINS-NFORM-01746	WATKINS-FORM-00795	*h3ok	*h₃ok	h3ok	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			468	485	48. Azi dakaka, Visvarupa, and Geryon	asterisk_form		"al items or names HERO (variable), SLAY (*gʷhen-, replaced in Hesiod by a MONSTER (*oghi-, not in Greek) who is THREE (*tri-)-HEADED (variable) and SIX (*sueks-)-EYED (*h3ok""p-, not in Greek), with the aid of a GOD (variable). As a result HERO DRIVE OFF (h,ag-, replaced in Greek by MONSTER'S COWS (*g-os, replaced in Avestan by WOMEN). A simple story perhaps, but one with enough arbitra"	resolved	accepted-laryngeal-normalization	true	Subscript laryngeal normalization retained; no remaining suspect condition.
WATKINS-NFORM-01747	WATKINS-FORM-00029	*h3reg-	*h₃reg-	h3reg	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			8	25	1. The comparative method in linguistics and poetics	asterisk_form		, translating the even clearer Latin figure pater patriae. Other Indo-European words for 'king' make reference to other semantic aspects of royalty and kingship. The old root noun *h3reg- is found only in the extreme west (Latin rex, Irish ri) and extreme east (Vedic raj-, Avestan barazi-raz- 'ruling on high').3 The noun clearly belongs with Greek 'stretch out', Latin rego 'rule', V	resolved	accepted-laryngeal-normalization	true	Subscript laryngeal normalization retained; no remaining suspect condition.
WATKINS-NFORM-01748	WATKINS-FORM-00613	*HERO	*HERO	hero	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			395	412	40. Nektar and the adversary Death	asterisk_form		". 5.402: For (Hades) was not made to be mortal. Death is never the object of the verb *gʷhen-. Yet a number of indications point to the existence of an underlying ""ideal"" theme *HERO SLAY (*gʷhen-) DEATH, that never surfaces in overt formula.4 One may note first that this potential formula is in a sense the definition of the divine, of the gods as im-mortal (securely reconstructed as"	not-suspect		true	
WATKINS-NFORM-01749	WATKINS-FORM-00619	*HERO	*HERO	hero	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			396	413	40. Nektar and the adversary Death	asterisk_form		"he root *gʷhen- of - (*gʷhn-to-) is indexed by an insistent phonetic figure: papha- pha- pa-. But most telling of all is that the reality of the unattested, ""ideal"" formula, *HERO SLAY (*gʷhen-) DEATH, is proved by the existence of its inverse, the reciprocal formula DEATH SLAY (*gʷhen-) HERO. Tiresias foretells to Odysseus his death in Od. 11.134-6 (= 23.281-3): ```text"	not-suspect		true	
WATKINS-NFORM-01750	WATKINS-FORM-00248	*hj	*hj	hj	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			170	187	14. A late Indo-European traditional epithet	asterisk_form		fter ``` I. SoSchmidt 1985,butwithoutactualargumentation. See note 2 below. Otherwise Greppin 1991. I do not understand the latter's objection to the phonological derivation from *hj~gipicf-, and Vedic rjipyadoes not mean 'moving straight upward'. See n. 5 below. <!-- pdf-page: 188; printed-page: 171 --> ```text was a clear possibility, and the similarity to too strong to resi	not-suspect		true	
WATKINS-NFORM-01751	WATKINS-FORM-00244	*hjg-ro-	*hjg-ro-	hjg-ro	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form		swift, bright	170	187	14. A late Indo-European traditional epithet	asterisk_form		arsof wings...', lamenting their lost brood andshrieking for the tardy justice of Zeus. The first element of all these forms is clearly *h./g-i-, Caland composition form of *hjg-ro- 'swift, bright'. The second element is uncertain; both *ptio- and a *phx- io- have been proposed, see Mayrhofer EWA s.v. with references. Charles de Lamberterie, to whom we owe the most thorough and infor	not-suspect		true	
WATKINS-NFORM-01752	WATKINS-FORM-00258	*hjgi-	*hjgi-	hjgi	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			172	189	14. A late Indo-European traditional epithet	asterisk_form		rses, dogs, large birds of prey, and arrows, all compounds or noun phrases with phonetically similar and partially overlapping lexemes as first member: ``` ```text *hjgi- *h,o£u- *h2afcu-, ``` and likewise phonetically similar and partially overlapping lexemes as second member: ```text *pet(h2)- *ped- *pet	not-suspect		true	
WATKINS-NFORM-01753	WATKINS-FORM-00773	*hlud	*hlud	hlud	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form		loud	461	478	47. Python and Ahi Budhnya, the Serpent of the Deep	asterisk_form		ss due to expressive lengthening, like the u of Greek 6 'hear!' (Ved. s'rudhi), West Germanic *hlud 'loud' (Greek K The name of the dragon python thus shows the inherited designation of a serpent creature of the watery depths. Compare the underground spring where the dragoness dwelt ( ... h.Ap. 300).	not-suspect		true	
WATKINS-NFORM-01754	WATKINS-FORM-00305	*htk	*htk	htk	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			220	237	18. Umbria: The Tables of Iguvium	asterisk_form		al merism designating the victim's life (Lat. aetas) and the means to live it (: Lat. merx). Observe finally that the 11. Following Pisani 1964:95. Meiser's(1986:91) 'sight' from *htk'-ti- is semantically out of place in the above scheme, and in any case phonologically impossible. <!-- pdf-page: 238; printed-page: 221 --> merism biass biitam may be of Common Italic date; with lexical replacement	not-suspect		true	
WATKINS-NFORM-01755	WATKINS-FORM-00203	*ia-	*ia-	ia	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			155	172	12. The comparison of formulaic sequences	asterisk_form		"g""- > uis the terminus a quo for the renewal, since uires has an original *u-. It is at least noteworthy that the semantic link which made possible the diachronic replacement of *g*ia- by ulres (*ui-) in Latin along the paradigmatic axis <!-- pdf-page: 173; printed-page: 156 --> of similarity (both STRENGTH) existed in Homeric Greek synchronically, along the syntagmatic axis of contiguity: the en"	not-suspect		true	
WATKINS-NFORM-01756	WATKINS-FORM-00173	*ieuo-	*ieuo-	ieuo	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			128	145	10. Saxa loquuntur: The first age of poetry in Italy—Faliscan and South Picene	asterisk_form		): ```text eite. uus. pritrome pacris puus. ecic lexe lifar ``` 4. On which see Watkins 1973, 1975c, 1978b. The variation in cereal names (*bhars-, *ieuo-) and verbs (*melh,- [h, due to Luvian mammalh -, Melchert 1993b], *alh 1 -) should not be allowed to detract from the semantic unity of the phrase, which goes back to the dawn of agriculture among the Indo-Europea	not-suspect		true	
WATKINS-NFORM-01757	WATKINS-FORM-00199	*ieuo-	*ieuo-	ieuo	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			154	171	12. The comparison of formulaic sequences	asterisk_form		uch cases I use English capitals to express the semantics and an optional Indo-European root form in parenthesis where that may be reasonably suggested, e.g. GRAINsp. and BARLEY (*ieuo-) as discussed in chap. 3. Consider only that it is in some sense the SAME Indo-European formula which surfaces in Old Hittite as iyata dameta, in Homeric Greek as and in English goods and chattels.4 The underlyin	not-suspect		true	
WATKINS-NFORM-01758	WATKINS-FORM-00056	*ieuo-.	*ieuo-	ieuo	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			48	65	3. Poetics as grammar: Typology of poetic devices and some rules of poetic grammar	asterisk_form		n in second position, Even if ^Eicd probably designated in Homer's time a kind of emmer, it is certain that it is a derivative of the traditional Indo-European word for 'barley', *ieuo-. The same lexeme is found, in the same position in the merism, in Old Hittite seppit euwann=a wheat and barley, and in the Amarvaveda, with substitution of a wholly new grain for the first member: vrihfr yavas	not-suspect		true	
WATKINS-NFORM-01759	WATKINS-FORM-00057	*ieuo-	*ieuo-	ieuo	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form		barley	48	65	3. Poetics as grammar: Typology of poetic devices and some rules of poetic grammar	asterisk_form		nn=a wheat and barley, and in the Amarvaveda, with substitution of a wholly new grain for the first member: vrihfr yavas' ca rice and barley. It is not unlikely that the word *ieuo- 'barley' can be reconstructed in this second, unmarked position in the merism for the Proto-Indo-European formula itself. The word *ieuo- apparently designated the unmarked grain, like English com ('wheat' in Engl	not-suspect		true	
WATKINS-NFORM-01760	WATKINS-FORM-00058	*ieuo-	*ieuo-	ieuo	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form		barley	48	65	3. Poetics as grammar: Typology of poetic devices and some rules of poetic grammar	asterisk_form		barley. It is not unlikely that the word *ieuo- 'barley' can be reconstructed in this second, unmarked position in the merism for the Proto-Indo-European formula itself. The word *ieuo- apparently designated the unmarked grain, like English com ('wheat' in England, 'barley' in Scotland, 'oats' in Ireland, and 'maize' in the U.S.). In Avestan yauua- is just generic 'grain, cereal'; note the plural	not-suspect		true	
