normalized_occurrence_id	printed_page	pdf_page	old_form_raw	old_normalized_form	new_normalized_form	old_search_key	new_search_key	old_quality_flags	new_quality_flags	include_in_unique	resolution_action	note	context
WATKINS-NFORM-01786	476	493	*k	*k	*k	k	k	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	"of the root *gʷhen-, as a summation, the epic equivalent of Pindar's 'shortcut', the οἶμος which is the formula itself. We can observe the same with the co-occurrence of the root *k""ei-. In the last book of the Odyssey Odysseus has just revealed himself to his father. He is in a hurry, like Pindar, but is speaking concisely to an older generation (24.324-6): ```text For I tell you th"
WATKINS-NFORM-01787	476	493	*k	*k	*k	k	k	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	"ngs. ``` Formulaically and culturally no further justification is needed, and none is asked for or given. These passages illustrate the importance of the derivatives of the root *k""ei- and the theme of their cooccurrence with derivatives of *gʷhen- in Greek epic on the level of the hero, the warrior. It should be noted that the same theme holds true on the level of myth, of the conflict of the h"
WATKINS-NFORM-01788	476	493	*k	*k	*k	k	k	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	he figure of the Kuklops Poluphemos as monster or pre-civilized anti-hero for his violation of hospitality. As just noted, the verb in the formula may be replaced by the middle of *k'ei- 'PUNISH, take vengeance on'. The Kuklops' crime is eating guests: (Od. 9.478-9). The last line, concluding Odysseus' address to the Kuklops after escaping him, continues: For that Zeus p
WATKINS-NFORM-01789	477	494	*K	*K	*K	k	k	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	"ed... Zarduxst 'Do not kill me...' (Mid. Pers. zan- < Old Iran, jan- 'slay' < IE *ghen-), 'He will take revenge, Zarathustra...' (Mid. Pers. ken < Old Iran, kaena'punishment' < IE *K""oina-, Greek noivr\). In other traditions one or both roots have undergone lexical replacement: Beowulf'1576-7 he hrape wolde / Grendle forgyldan gudrsssafela 'he intended to pay back (IE *gheldh- or *ghelt-) Grendel"
WATKINS-NFORM-01790	494	511	*k	*k	*k	k	k	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	"—the reciprocal figure , ""the slayer slain"",2 informs the four climactic verbs with the full force of *gʷhen- SLAY, and the new verb in τιμωρούμενοι continues the semantic role of *k""ei- AVENGE (τίνυσϑαι).3 The basic formula has undergone almost total lexical renewal, but its structure shines through intact. As well as Euripides makes frequent use in the basic formula of the denom"
WATKINS-NFORM-01791	522	539	*k	*k	*k	k	k	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	on, but the latter is original. <!-- pdf-page: 539; printed-page: 522 --> Rigveda. But we have an exact cognate in Old Irish cruim, Welsh pryf, Lithuanian kirrnis: Indo-European *k''imi-s, itself an Indo-European rhyme to *urmi-s, Latin uermis, English worm. The similarity relation of dragon and worm moves in both directions: Old English wyrm and Old Norse ormr both mean dragon as well as worm,
WATKINS-NFORM-01792	522	539	*k	*k	*k	k	k	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	rity relation of dragon and worm moves in both directions: Old English wyrm and Old Norse ormr both mean dragon as well as worm, as does Pahlavi kirm. The collocation of the roots *k'fmi-/urmi- and *gʷhen- belongs to the narrative of myth in Pahlavi kirm ozad and Old Norse orms einbani (see chapters 29 and 43), to the language of charm in Vedic vah krimayo hanmi. It is in the language of charm th
WATKINS-NFORM-01793	47	64	*-k	*-k	*-k	k	k	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	and transmitted as accurately as circumstances permit, and they may preserve strikingly archaic linguistic features, like the reflex of <!-- pdf-page: 64; printed-page: 47 --> IE *-k*e 'and' at the end of the Hittite list of 'all the seeds' (Watkins 1985a:495), or equally ancient cultural features like those examined in part VII. What seem at first sight to be simple lists or enumerations may tur
WATKINS-NFORM-01794	64	81	*k	*k	*k	k	k	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	"ment*; x assimilates to the following consonant, here the c of cambion. The Isg. pissiumi in sentence-final position corresponds to an Old Irish conjunct, as in the cognate -ciu < *k""is-iu. If the -ss- is real we must have a future morpheme -sje/o-. The Isg. ending -umi is from *-6 > *-u plus later -mi, like Vedic -ami. It corresponds to Welsh -(/(historically conjunct), e.g. kenif < *kanu + mi 'I"
WATKINS-NFORM-01836	187	204	*kuklouh2a.	*kuklouh₂a	*kuklouh₂a	kuklouh2a	kuklouh2a	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	```text I heard, o Indra and Agni, that you are the stoutest in distributing goods... ``` Vedic susrava and Old Irish (ro-)cuala are exact cognates, IE *kuklouh2a. For 'I have heard' as an introductory framing device in Germanic literatures compare the first line of the Hildebrandslied and the commentary of Luhr 1982. Following are some further Vedic examples of this o
WATKINS-NFORM-01863	154	171	*megh2	*megh₂	*megh₂	megh2	megh2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	lead to reconstructions. Indo-European formulaic equations in a few optimal cases can be expressed by reconstruction with full lexical, morphological, and syntactic specification (*megh2 kleuos 'great fame',2 *eg'hent ogʷhim 'slew the serpent'3) but more frequently are at best only incompletely specifiable, usually just in terms of root semantics. In such cases I use English capitals to express th
WATKINS-NFORM-01887	407	424	*mnah2	*mnah₂	*mnah₂	mnah2	mnah2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	equation = and the etymology of (Doric ) there proposed, a deformation of * are mutually supported by the discovery that the root mna- (*mnah2,-) in Luvian means 'to see', just like the root. See Starke 1980. ``` ## 42. The name of Meleager <!-- pdf-page: 425; printed-page: 408 --> The name of Meleager In Bacchylides' fifth victory ode Herakles in Ha
WATKINS-NFORM-01888	68	85	*mnah2-	*mnah₂-	*mnah₂-	mnah2	mnah2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	ittal in the Proto-Indo-European language was *mnah,- (*mna-), a root derivative suffixed form (Benveniste's theme II) of the simple root *men- expressing 'mental force'. The root *mnah2- exhibits a significant range of meanings in the languages which attest it: ```text 'look at, see, experience' in Anatolian (Melchert 1993b:135), Cuneiform and Hieroglyphic Luvian ma-na-
WATKINS-NFORM-01889	110	127	*mon-tu-h2.	*mon-tu-h₂	*mon-tu-h₂	mon-tu-h2	mon-tu-h2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	too: a roha prostha vi sahasva Satrun Mount the chariot field bed, defeat the foes! In chap. 5 we suggested an etymology of the name of the Muses in Greek, < *monsa < *montwa < *mon-tu-h2. The -tu- stem to the root expressing mental activity recurs in the Vedic nominal forms mantu- 'guide, counsel; mindful, caring' (Old Avestan mantu- 'counsel') and negated amantu- 'unmindful, uncaring'. For th
WATKINS-NFORM-01890	73	90	*mon-tu-h2	*mon-tu-h₂	*mon-tu-h₂	mon-tu-h2	mon-tu-h2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	expressing active mental force, thinking, perceiving, remembering. So too is Greek Mo-Gooc (Aeolic Moioa) 'Muse', daughter of Zeus and Mnemosyne 'Memory': Proto-Greek *montwa from *mon-tu-h2, cf. Vedic mdntu-, amantu- '(un)caring, (un)mindful'. The inspiration of the divine Muse is thus only a personification of the trained mind of the poet. Perhaps the single most telling indication of the common
WATKINS-NFORM-01938	346	363	*nek-trh2-	*nek-trh₂-	*nek-trh₂-	nek-trh2	nek-trh2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	"y the formula may be noted HERO OVERCOME (*terh2-) DEATH. While reserving the detail for the succeeding chapters 35 and 40 we may note only the Greek compound νέκταρ from *nek-trh2- to the root of Latin nex: the nectar which ""overcomes death"" and gives immortality. ## 35. Latin tarentum, the ludi saeculares, and Indo-European eschatology <!-- pdf-page: 364; printed-page: 347 --> Latin"
WATKINS-NFORM-01939	391	408	*nek-trh2-	*nek-trh₂-	*nek-trh₂-	nek-trh2	nek-trh2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	(//. 19.38f.): ```text On Patroklos she shed ambrosia and red nectar through his nostrils, so that his flesh might be lasting. ``` Greek νέκταρ reflects *nek-trh2- to the root of Latin nex: 'das über die (Todes-) Vernichtung hinwegrettende', the nectar which 'overcomes death'. It remained for Thieme's student Rüdiger Schmitt (1961) to show the same formula analytically d
WATKINS-NFORM-01944	92	109	*O	*O	*O	o	o	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	"be approached by the comparative method. Their perseveration can be demonstrated by the familiar treemodel, with branching nodes starting with a Vedic ""original"" poetic repertory *O': We saw a case in point with deeper perseveration in where TRUE FORMULA must be recognized as a formula in a higher, older poetic repertory *O', the higher Common Indo-Iranian node. In the case of ndrasdmsa, nairii"
WATKINS-NFORM-01945	92	109	*O	*O	*O	o	o	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	"Vedic ""original"" poetic repertory *O': We saw a case in point with deeper perseveration in where TRUE FORMULA must be recognized as a formula in a higher, older poetic repertory *O', the higher Common Indo-Iranian node. In the case of ndrasdmsa, nairiio.sarjha and Κασσάνδρη the node *O' is yet higher, dominating both Indo-Iranian and Greek, a poetic repertory corresponding to an Indo-European di"
WATKINS-NFORM-01946	92	109	*O	*O	*O	o	o	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	RMULA must be recognized as a formula in a higher, older poetic repertory *O', the higher Common Indo-Iranian node. In the case of ndrasdmsa, nairiio.sarjha and Κασσάνδρη the node *O' is yet higher, dominating both Indo-Iranian and Greek, a poetic repertory corresponding to an Indo-European dialect area on other linguistic grounds. And finally we shall see in detail in Part IV of this work that th
WATKINS-NFORM-01947	92	109	*O	*O	*O	o	o	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	"psulating the dragon-slaying myth, beginning with Vedic ahann ahim, can be projected all the way back to a pre-dialectal Proto-Indo-European poetic repertory. This ""original"" node *O' dominates not only Indo-Iranian and Greek (i.e., Greco-Aryan), but Germanic, Celtic, and Anatolian Hittite as well. This Proto-Indo-European poetic repertory includes a central mythographic formula (HERO) SLAY (*gʷh"
WATKINS-NFORM-01948	255	272	*o-	*o-	*o-	o	o	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	"iscussion of rhymed syllabic verse see the indispensable work of Murphy 1961. 2. Cf. Binchy 1972. 3. From Proto-Celtic (and Indo-European) *pro-sk""o-m, cf arose 'maxim' < *ad-ro-sk*o-, Middle Welsh dihaereb 'proverb' < *d!-ad-ro-sk*o-. Old Irish rose also means 'eye, sight'. The basic meaning of the root *sek""- must refer to perception: 'see' (as in Germanic, Gothic saihan, Old English seon, and p"
WATKINS-NFORM-01949	255	272	*o-.	*o-	*o-	o	o	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	"sable work of Murphy 1961. 2. Cf. Binchy 1972. 3. From Proto-Celtic (and Indo-European) *pro-sk""o-m, cf arose 'maxim' < *ad-ro-sk*o-, Middle Welsh dihaereb 'proverb' < *d!-ad-ro-sk*o-. Old Irish rose also means 'eye, sight'. The basic meaning of the root *sek""- must refer to perception: 'see' (as in Germanic, Gothic saihan, Old English seon, and probably Anatolian, Hittite sakuwa 'eyes' if from *s"
WATKINS-NFORM-01950	389	406	*-o	*-o	*-o	o	o	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	omer would have required: The instrumental would have been originally used without preposition, as in cognate languages in the second millennium B.C. The thematic instrumental in *-o probably first merged with the thematic ablative in *- (*-od), obligatorily by the time of the loss of final stops in pre-Greek. The new instrumental-ablative case in *- might have been used with the preposition hupo
WATKINS-NFORM-01951	535	552	*o	*o	*o	o	o	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	wo Tocharian languages as well. Tocharian B mrestlwe 'marrow' shows a form transposed from *mestr-, IE *most-r-; it is the only form which shows the IE vocalism is unambigu- ously *o, not *a. Tocharian A massunt is probably palatalized from mast-; the a must be secondary. In view of the symbolic autofellatio of Finn's gnawing his thumb to the mar- row, we might even propose seeing the same m
WATKINS-NFORM-01965	305	322	*p	*p	*p	p	p	probable-fragment		false	excluded-ocr-or-regex-fragment	Too short/garbled to use as a form row without page-image collation.	ectiveness or expressivity in phonology compare the high proportion of French slang words in /gV-/ (g before e, i, a has no Latin source), or the nature of Irish words in /p-/ (IE *p > 0), or of Japanese words in /p-/ (Old Jap. p- > h-), etc. 2. 3sg. 1.32.1,2; 1.103.2; 4.28.1; 5.29.3; 10.67.12; 2sg. 2.11.5; 3.32.11; 4.19.2; 6.30.4; 10.133.2. <!-- pdf-page: 323; printed-page: 306 --> ```text
WATKINS-NFORM-01967	210	227	*pah2-	*pah₂-	*pah₂-	pah2	pah2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	ntinuity and change, retention and innovation in Indo-European formulaic sequences. The Indo-European formula is PROTECT MEN (and) CATTLE, which we may reconstruct lexically as *pah2- uih/o- peku-. The history of this formula was given by me in 1979 in the article just cited, building principally on the work of Wackernagel and Benveniste. I briefly recapitulate it here. The Indo-European folk
WATKINS-NFORM-01968	42	59	*pah2-	*pah₂-	*pah₂-	pah2	pah2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	". Parentheses enclose optional elements; parentheses enclosing asterisked Indo-European roots represent the lexical specification of the reconstructed ""semanteme"", e.g., PROTECT (*pah2-) MEN (*uihro-) (and) LIVESTOCK (*peku-). This formula, discussed in greater detail in chap. 17, is attested in four separate Indo-European languages in two branches of the family. Each has undergone certain histo"
WATKINS-NFORM-01969	42	59	*pah2-	*pah₂-	*pah₂-	pah2	pah2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	men (and) livestock', pastores pecuaque salua seruassis 'may you keep safe shepherds and livestock'. The Indo-Iranian branch, Avestan and Vedic, has substituted the verb tra- for *pah2- in the same meaning PROTECT: tira&rai pasuua vlraiia 'for the protection of livestock (and) men', trayantam... purusam pds'um 'let them protect man (and) livestock'. For Indo-Iranian pa- PROTECT in other formulas
WATKINS-NFORM-02000	528	545	*per-uon-/	*per-uon-/	*per-uon-/	per-uon	per-uon	slash-fragment		false	excluded-slash-fragment	Slash-fragment remained non-lexical after review.	e two jahi's form a canonical compositional ring which serves to index and demarcate the sequenced list. The passage establishes a clear indexical link, a 4. Heteroclitic *per-url*per-uon-/*per-iw-l*per-un.-, K. Hoffmann 1975:327-37. <!-- pdf-page: 546; printed-page: 529 --> contiguity relation between the basic formula SLAY (*gehen-) ADVERSARY and the formulaic sequence MARROW... HAIR in an Ath
WATKINS-NFORM-02013	172	189	*pet(h2)-	*pet(h₂)-	*pet(h₂)-	pet(h2)	pet(h2)	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	*hjgi- *h,o£u- *h2afcu-, ``` and likewise phonetically similar and partially overlapping lexemes as second member: ```text *pet(h2)- *ped- *pet-r-/*pt-er-/*per-. ``` Indo-European *h2rgi-p-io- in a sense stands for all three second members, and might be built (with adjectival -id-) on a hypocoristic or otherwis
WATKINS-NFORM-02014	172	189	*pet-r-/	*pet-r-/	*pet-r-/	pet-r	pet-r	slash-fragment		false	excluded-slash-fragment	Slash-fragment remained non-lexical after review.	*h2afcu-, ``` and likewise phonetically similar and partially overlapping lexemes as second member: ```text *pet(h2)- *ped- *pet-r-/*pt-er-/*per-. ``` Indo-European *h2rgi-p-io- in a sense stands for all three second members, and might be built (with adjectival -id-) on a hypocoristic or otherwise truncated epithet *h,fgip... As such it coul
WATKINS-NFORM-02024	5	22	*pod-/	*pod-/	*pod-/	pod	pod	slash-fragment		false	excluded-slash-fragment	Slash-fragment remained non-lexical after review.	ffball, and the comparison and equation of Greek pord-(ē) (πορδή) with its English translation and cognate fart. The reconstructed Proto-Indo-European roots for these three words, *pod-/*pod-, *pozd/*pozd- and *pord-/*pord- can be viewed as just a shorthand for the sets of rules of correspondence among the Greek, English, and all other cognates. But the stronger claim, in spite of all the cautiona
WATKINS-NFORM-02026	5	22	*pord-/	*pord-/	*pord-/	pord	pord	slash-fragment		false	excluded-slash-fragment	Slash-fragment remained non-lexical after review.	equation of Greek pord-(ē) (πορδή) with its English translation and cognate fart. The reconstructed Proto-Indo-European roots for these three words, *pod-/*pod-, *pozd/*pozd- and *pord-/*pord- can be viewed as just a shorthand for the sets of rules of correspondence among the Greek, English, and all other cognates. But the stronger claim, in spite of all the cautionary hedges we may put up, is th
WATKINS-NFORM-02028	5	22	*pozd/	*pozd/	*pozd/	pozd	pozd	slash-fragment		false	excluded-slash-fragment	Slash-fragment remained non-lexical after review.	he comparison and equation of Greek pord-(ē) (πορδή) with its English translation and cognate fart. The reconstructed Proto-Indo-European roots for these three words, *pod-/*pod-, *pozd/*pozd- and *pord-/*pord- can be viewed as just a shorthand for the sets of rules of correspondence among the Greek, English, and all other cognates. But the stronger claim, in spite of all the cautionary hedges we
WATKINS-NFORM-02030	507	524	*prh3-mo-	*prh₃-mo-	*prh₃-mo-	prh3-mo	prh3-mo	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	"N. For the metrics see chap. 38. We come finally to yet another possibly inherited thematic nexus: the linking of LIE (*kei-, *legh-), SLAY/BE SLAIN (*gʷhen-, *tken-), and FIRST (*prh3-mo-, *prh3to-, etc.). A curious passage narrated by Beowulf mentions the warrior Hondscio (""Glove""), first to be slain by Grendel (2077-9): ```text he fyrmest laeg, gyrded c"
WATKINS-NFORM-02031	507	524	*prh3-mo-	*prh₃-mo-	*prh₃-mo-	prh3-mo	prh3-mo	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	He lay first, the belted warrior; Grendel became mouth-slayer to him, the famous young warrior. ``` He lay (*legh-) first (*prh3-mo-~) in death, his killing told by the basic formula (-bonan, *gʷhen-). Hondscio is thus a sort of Protesilaos-figure. Protesilaos of the speaking name was first (πρῶτος) of the host (λαός) of the Achaeans to land
WATKINS-NFORM-02032	118	135	*prh3-sna-	*prh₃-sna-	*prh₃-sna-	prh3-sna	prh3-sna	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	ith semantic shift 'gift' (: Latin donum) > 'craft' > 'poetry' > 'poem'. The strophe, typically a quatrain, is called rann (probably *prh3-sno-, related to rann 'part, division' < *prh3-sna-: Latin pars). The first and second two lines of a quatrain are known as lethrann ('half-stanza') toisech ('leading') and lethrann dedenach ('second') respectively; the same terms toisech and dedenach are used
WATKINS-NFORM-02033	118	135	*prh3-sno-	*prh₃-sno-	*prh₃-sno-	prh3-sno	prh3-sno	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	Latin Iudus 'play'??). Later dan is so used, with semantic shift 'gift' (: Latin donum) > 'craft' > 'poetry' > 'poem'. The strophe, typically a quatrain, is called rann (probably *prh3-sno-, related to rann 'part, division' < *prh3-sna-: Latin pars). The first and second two lines of a quatrain are known as lethrann ('half-stanza') toisech ('leading') and lethrann dedenach ('second') respectively
WATKINS-NFORM-02034	507	524	*prh3to-	*prh₃to-	*prh₃to-	prh3to	prh3to	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	"metrics see chap. 38. We come finally to yet another possibly inherited thematic nexus: the linking of LIE (*kei-, *legh-), SLAY/BE SLAIN (*gʷhen-, *tken-), and FIRST (*prh3-mo-, *prh3to-, etc.). A curious passage narrated by Beowulf mentions the warrior Hondscio (""Glove""), first to be slain by Grendel (2077-9): ```text he fyrmest laeg, gyrded cempa; hi"
WATKINS-NFORM-02039	172	189	*pt-er-/	*pt-er-/	*pt-er-/	pt-er	pt-er	slash-fragment		false	excluded-slash-fragment	Slash-fragment remained non-lexical after review.	*h2afcu-, ``` and likewise phonetically similar and partially overlapping lexemes as second member: ```text *pet(h2)- *ped- *pet-r-/*pt-er-/*per-. ``` Indo-European *h2rgi-p-io- in a sense stands for all three second members, and might be built (with adjectival -id-) on a hypocoristic or otherwise truncated epithet *h,fgip... As such it could well b
WATKINS-NFORM-02052	353	370	*sah2itlom	*sah₂itlom	*sah₂itlom	sah2itlom	sah2itlom	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	s associated vocabulary faithfully continue different facets of a single, unitary Indo-European formulaic spectrum: *terh2- *terh2- *terh2- *terh2- *terh2- *sah2itlom *h2oiu *dkrntom *mrti- *nek- These formulas are the vehicles for the verbal transmission of a coherent eschatological doctrine which goes back to the remotest reconstructible Indo-European
WATKINS-NFORM-02061	454	471	*seh2i-/	*seh₂i-/	*seh₂i-/	seh2i	seh2i	laryngeal-normalized-in-dataset;slash-fragment	slash-fragment	true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	h must serve as our point of departure. Greek ἱμάσσω 'lash' is a denominative verb, formed from ἱμάς 'thong', stem iu«vT-. The latter is a derivative of an Indo-European verb root *seh2i-/*sh2i- 'to bind, tie', Hittite ishai-, ishiya-, Skt. sydti. In Greek, binding was normally with thongs, and we find such typical verb phrases with the verb 'to bind' (δέω) and instrumental datives as //. 21.30, 1
WATKINS-NFORM-02062	351	368	*seh2i-tlom).	*seh₂i-tlom)	*seh₂i-tlom)	seh2i-tlom)	seh2i-tlom)	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	it is Indo-European patrimony. Etymologically, saeculum agrees exactly with Welsh hoedl 'lifespan', and that may be taken as the meaning of their common IE ancestor *sahj-tlo-m (< *seh2i-tlom). Though this *-tlo- derivative is confined to Italic and Celtic, the complete absence of the verbal root in either proves the formation must be considerably older. The root is the verb 'to bind', Hittite ish
WATKINS-NFORM-02070	443	460	*sh2g-	*sh₂g-	*sh₂g-	sh2g	sh2g	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	page: 443 --> ```text Fergus's protection was violated (do-get, IE *guhn-to-),2 and he sought vengeance for the violation (siacht a diguin, IE *sag- [*sh2g-]... *gʷhen-)3. ``` ```text Fergus was given land (tir) from Conn, and received Dorn in servitude for life.4 ``` ```text Fergus got from a dwarf/sprite5
WATKINS-NFORM-02071	454	471	*sh2i-	*sh₂i-	*sh₂i-	sh2i	sh2i	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	erve as our point of departure. Greek ἱμάσσω 'lash' is a denominative verb, formed from ἱμάς 'thong', stem iu«vT-. The latter is a derivative of an Indo-European verb root *seh2i-/*sh2i- 'to bind, tie', Hittite ishai-, ishiya-, Skt. sydti. In Greek, binding was normally with thongs, and we find such typical verb phrases with the verb 'to bind' (δέω) and instrumental datives as //. 21.30, 10.567, 1
WATKINS-NFORM-02072	457	474	*sh2i-mon-	*sh₂i-mon-	*sh₂i-mon-	sh2i-mon	sh2i-mon	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	ishimas, ishiman- and Gk. together with Vedic siman- 'part (in the hair)' and Old English sima, Old Norse simi 'rope, cord' they point to an Indo-European word *sh2i-mon- securely reconstructible down to the accent on the suffix.11 Greek therefore may also be projected back to the second millennium, whatever the precise form of the suffix,12 particularly in the instrumen
WATKINS-NFORM-02113		13	*terh2-	*terh₂-	*terh₂-	terh2	terh2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	layer slain: A reciprocal formula, 324 32. First variant: The root *udeh-, 330 33. 'Like a reed': The Indo-European background of a Luvian ritual, 335 34. Second variant: the root *terh2-, 343 35. Latin tarentum, the ludi saeculares, and Indo-European eschatology, 347 36. The myth in Greece: Variations on the formula and theme, 357 37. Expansion of the formula: A recursive formulaic figure, 370 38
WATKINS-NFORM-02114	302	319	*terh2-	*terh₂-	*terh₂-	terh2	terh2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	iculty. Basic to the theme is the Verb Phrase, the boxed formula above; basic to the Verb Phrase is the Verb, typically *gʷhen-. But we find also by lexical substitution *uedh-, *terh2-, *uag-, in Greek *dken- (κτεν-) and others. It is characteristic that the same root may appear in different semantic slots, with the appropriate derivational and inflexional morphology, as subject, verb, object
WATKINS-NFORM-02115	337	354	*terh2-	*terh₂-	*terh₂-	terh2	terh2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	real or imagined etymological figure with widai-: 'smash him with a smashing' or the like, cf. RV 5.54.15 yasya tarema tarasa 'by whose crossing power may we cross' from the root *terh2- of Luvian tatarh-.5 In this brief episode of the Ritual of the Beating the symbolism is plain enough, as is the interaction of word and deed. The ritual proceeds from the particular to the general and analogizes
WATKINS-NFORM-02116	338	355	*terh2-	*terh₂-	*terh₂-	terh2	terh2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	(duwa-) him beneath their feet (pad-). Etymologically these Luvian lexemes are clear, and all inherited. To express their Indo-European exponents: the gods (HEROES) are to CRUSH (*terh2-) the evil-doing ADVERSARY, with the simile like REEDS (*nedo-), to SMASH (*uedh-) him, and to lay (*dheh2-) him under their feet (*ped-). As a semantic structure in its verbal expression, the Luvian imprecation i
WATKINS-NFORM-02117	339	356	*terh2-	*terh₂-	*terh₂-	terh2	terh2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	n ahi Vrtra: <!-- pdf-page: 356; printed-page: 339 --> 6c natarid asya samrtim vadhanam he did not withstand the onslaught of his weapons. We have the same sequence of roots *terh2- and *uedh-, which continues with a verbal echo of the latter in 7cd... vadhrih... /... vrtro asayat... ... the eunuch... /... Vrtra lay... The similarity of vadhi and vadhri—whether a real (*uedh-) or a folk-e
WATKINS-NFORM-02119	343	360	*terh2-	*terh₂-	*terh₂-	terh2	terh2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	myayā samdhanti 'That is why he beats (the millstones) with a wedge'. ## 34. Second variant: The root *terh₂- <!-- pdf-page: 360; printed-page: 343 --> Second variant: The root *terh2- It remains to examine another alternative verbal lexical expression of our mythological theme which is likewise inherited. It involves the root *terh,-, with derivatives meaning 'to cross over, pass through, ove
