normalized_form_id,normalized_form,search_key,language_normalized,script,form_types,occurrence_count,printed_pages,pdf_pages,glosses,source_patterns,quality_flags,contexts_sample
WATKINS-UFORM-IMP-00850,the associative presence of the verb,the associative presence of the verb,Hittite,latin-script,attested_or_cited_form,1,454,471,lash,form_plus_single_quote_gloss,,"ed event in L2 as a reflex of the narrated event in the source language L (. The arbitrary feature of the narrated event in Greek (L2), the myth of the vanquishing of Typhoeus, is the associative presence of the verb 'lash', a derivative of"
WATKINS-UFORM-IMP-00851,The boxed verb phrase,the boxed verb phrase,Hittite,latin-script,attested_or_cited_form,1,322,339,slay the serpent,form_plus_single_quote_gloss,,"for. G. Nagy calls my attention to M. L. West's observation (ad Hesiod, Th. 112) on the widespread omission of an overt subject in Hesiod, 'whereitisthethingdominantinHesiod'smind'. The boxed verb phrase 'slay the serpent' constitutes, as w"
WATKINS-UFORM-IMP-00852,the cognate of the verb,the cognate of the verb,Hittite,latin-script,attested_or_cited_form,1,289,306,to die,form_plus_single_quote_gloss,,"d must drink is mirmirr-us (accusative plural), a noun with expressive reduplication apparently built on the root of Hittite mer(r), mir(r)~ 'disap- pear, vanish, cease to exist', the cognate of the verb 'to die' in other Indo-European lang"
WATKINS-UFORM-IMP-00853,the dragon-slaying illuyankasmyth itself is native,the dragon-slaying illuyankasmyth itself is native,Hittite,latin-script,attested_or_cited_form,1,450,467,Anatolian,form_plus_single_quote_gloss,,"have seen throughout this book, formula is the essence of myth and ritual. If the kingship-in-heaven story and the song of Ullikummi are of Hurrian provenience in Hittite, the dragon-slaying illuyankasmyth itself is native 'Anatolian'. As w"
WATKINS-UFORM-IMP-00854,the early Bronze Age. As etymological,the early bronze age. as etymological,Hittite,latin-script,attested_or_cited_form,1,39,56,im-porter,form_plus_single_quote_gloss,,"xi- con as 'unpoetic', well documented by Axelson 1945. In Homer the word for 'mer- chant' is never found—despite the existence of a thriving mercantile com- merce since the early Bronze Age. As etymological 'im-porter', could be a caique o"
WATKINS-UFORM-IMP-00855,the famous,the famous,Hittite,latin-script,attested_or_cited_form,1,140,157,Bauritual,form_plus_single_quote_gloss,,"tion of 'renewal' is apparent in another Old Hittite ritual with close affinities to the texts we have cited: KUB 29.1 and its duplicates (one in the Old Kingdom ductus), CTH 414, the famous 'Bauritual'. It is most recently edited by Carini"
WATKINS-UFORM-IMP-00856,the groom was called LU antiyant-,the groom was called lu antiyant,Hittite,latin-script,attested_or_cited_form,1,445,462,in-going man,form_plus_single_quote_gloss,,"eech, of the son's morally 11. Hittite society was normally patrilocal. When as here a poor man took a rich man's daughter as bride and went to live in her father's house, the groom was called LU antiyant- 'in-going man', 'cingeheirateter S"
WATKINS-UFORM-IMP-00857,The Hittite asyndetic phrase mau sesdu,the hittite asyndetic phrase mau sesdu,Hittite,latin-script,attested_or_cited_form,1,155,172,grow (and) prosper,form_plus_single_quote_gloss,,44-62. ``` <!-- pdf-page: 172; printed-page: 155 --> If correctly restored we would also have an instance of the Indo-European syntactic and stylistic figure treated in chap. 13. The Hittite asyndetic phrase mau sesdu 'grow (and) prosper' r
WATKINS-UFORM-IMP-00858,the latter may mean,the latter may mean,Hittite,latin-script,attested_or_cited_form,1,337,354,"press, oppress",form_plus_single_quote_gloss,,"asat, 'perished', atatanat 'thundered'. See Thieme 1929:34, Hoffmann 1975:569. <!-- pdf-page: 354; printed-page: 337 --> exactly equated semantically with Hittite anda wesuriya-; the latter may mean 'press, oppress', but also carries the no"
WATKINS-UFORM-IMP-00859,the myth is MVS illuyankan kuenta,the myth is mvs illuyankan kuenta,Hittite,latin-script,attested_or_cited_form,1,450,467,he slew the serpent,form_plus_single_quote_gloss,,"the basis of the particular formula with the root *gʷhen- 'slay', it is a direct Indo-European inheritance in Hittite. The denouement of both the first and the second narration of the myth is MVS illuyankan kuenta 'he slew the serpent' resp"
WATKINS-UFORM-IMP-00860,"the one hand, forming a dyad",the one hand forming a dyad,Hittite,latin-script,attested_or_cited_form,1,249,266,let there be (or there is) no h./p.,form_plus_single_quote_gloss,,"m must therefore be emphatically extraposed to the right, a syntactic option shared with Hittite.7 The grammatical parallelism is given by the two noun forms halais, purtahhis on the one hand, forming a dyad 'let there be (or there is) no h"
WATKINS-UFORM-IMP-00861,the root seen in Hittite tarh-,the root seen in hittite tarh,Hittite,latin-script,attested_or_cited_form,1,336,353,"overcome, overpower, compel",form_plus_single_quote_gloss,,"``` The Hittite and Luvian passages and their interpretation have been discussed by Melchert (1984a: 157-8). As the latter rightly notes, Luvian tatarh- is a reduplicated form of the root seen in Hittite tarh- 'overcome, overpower, compel',"
WATKINS-UFORM-IMP-00862,The standard expression for the royal,the standard expression for the royal,Hittite,latin-script,attested_or_cited_form,1,288,305,dying,form_plus_single_quote_gloss,,"'sleep'... and Pfeiffer 1959. 18. Otten 1958, a systematic edition of the Hittite ritual texts of the sallis wastais, the 'Great Wrong' which is the death of the king or queen. The standard expression for the royal 'dying' is 'become a god'"
WATKINS-UFORM-IMP-00863,The vowel sequence of,the vowel sequence of,Hittite,latin-script,attested_or_cited_form,1,289,306,polluting,form_plus_single_quote_gloss,,"e you will never find a drink. 21. Hittite would seem to attest the variant forms *mer- (merzi, mirzi), *mf- (martari) and *merh- o- (merrantaru). 22. The vowel sequence of 'polluting' repeats that of 2 lines above and spreads the semantic "
WATKINS-UFORM-IMP-00864,This word for the dragon or,this word for the dragon or,Hittite,latin-script,attested_or_cited_form,1,447,464,sea-monster,form_plus_single_quote_gloss,,"ng of Hittite harp- and IE *h,orbh13. Compare Beckman's discussion and the extensive literature there cited. <!-- pdf-page: 464; printed-page: 447 --> Appendix: muirdris ```text This word for the dragon or 'sea-monster' (peist uiscide) is a"
WATKINS-UFORM-IMP-00865,to the Hittite verb has-/ hass-,to the hittite verb has-/ hass,Hittite,latin-script,attested_or_cited_form,1,8,25,"beget, engender, produce",form_plus_single_quote_gloss,,"he sir, Germanic *ansuz. These are respectively reconstructed as *h2ns-u-ro, *h2,ns-u-, and *h2o'/ans-u-.2 Most scholars today assume these words for 'king, lord, god' are related to the Hittite verb has-/ hass- 'beget, engender, produce', "
WATKINS-UFORM-IMP-00866,treaties on the international level to,treaties on the international level to,Hittite,latin-script,attested_or_cited_form,1,435,452,contracts,form_plus_single_quote_gloss,,"'yellow' zairi hari ``` designation for the binding (Hittite ishiya 'bind, tie') contract or alliance of the Hittite king, ranging from treaties on the international level to 'contracts' and 'instructions' on the interpersonal level. Cf. La"
WATKINS-UFORM-IMP-00867,tta uliliskiddumat,tta uliliskiddumat,Hittite,latin-script,attested_or_cited_form,1,155,172,You grew under heaven,form_plus_single_quote_gloss,,"ntain to be cut to make the roof. KUB 29.3 = StBoT 25, 1, restored after the Neo-Hittite copy 29. 1, 8'ff.: heawe(s)=smas sa[llanuskir 'the rains have made you tall'... nepisas ka[tta uliliskiddumat 'You grew under heaven'. The latter phras"
WATKINS-UFORM-IMP-00868,U.GI,u.gi,Hittite,latin-script,attested_or_cited_form,1,41,58,old woman,form_plus_single_quote_gloss,,"ry and mantras, was composed orally (but probably not in performance) and the fixed text then preserved and transmitted by collective rote memory. Hittite rituals, notably the SAL§U.GI 'old woman' rituals in the first person (""then I take t"
WATKINS-UFORM-IMP-00869,vasna Auramazdaha Tigram viyatarayama,vasna auramazdaha tigram viyatarayama,Hittite,latin-script,attested_or_cited_form,1,352,369,by the will of Ahuramazda we crossed the Tigris,form_plus_single_quote_gloss,,"re examples where what is crossed, passed over, is water: RV 9.107.15 tdrat samudram 'he crossed the ocean', with marked verb initial position like dhann ahim; Old Persian DB I 88 vasna Auramazdaha Tigram viyatarayama 'by the will of Ahuram"
WATKINS-UFORM-IMP-00870,weax and pag,weax and pag,Hittite,latin-script,attested_or_cited_form,1,155,172,grew and prospered,form_plus_single_quote_gloss,,"um weor5myndum pah He grew under heaven, prospered in honors. The formulaic character of the two verbs in Old English appears from Genesis 2301 (sunu) weox and pah, 2772 (cniht) weax and pag 'grew and prospered'. Though none of the verbs ar"
WATKINS-UFORM-IMP-00871,which is framed by the neuwan,which is framed by the neuwan,Hittite,latin-script,attested_or_cited_form,1,140,157,(is) new,form_plus_single_quote_gloss,,"aturgic convention a spokesperson for the group, like the Marat in the dialogue hymn RV 1.165. Note also how the successive questions of the dialogue lead into the hymnic chorale, which is framed by the neuwan '(is) new' clauses. The pregna"
WATKINS-UFORM-IMP-00872,with the phrase AWAT x QATI,with the phrase awat x qati,Hittite,latin-script,attested_or_cited_form,1,136,153,The word/formula/spell (Hittite uttar) of the x is finished,form_plus_single_quote_gloss,,"followed verso 57' in the empty space at the end. The intelligible part contains a series of ritual episodes, graphically demarcated by a double paragraph line. They each conclude with the phrase AWAT x QATI 'The word/formula/spell (Hittite"
WATKINS-UFORM-IMP-00873,a lecture by Emile Benveniste on,a lecture by emile benveniste on,Indo-European,latin-script,attested_or_cited_form,1,67,84,The Indo-Europeans and the peopling of Europe,form_plus_single_quote_gloss,,"f Lek Dukagjini, preserved orally since the Middle Ages. See Fox 1989. I conclude this survey of the Indo-European speaking peoples and their poetic traditions with the resume of a lecture by Emile Benveniste on 'The Indo-Europeans and the "
WATKINS-UFORM-IMP-00874,adjective in the above passages show,adjective in the above passages show,Indo-European,latin-script,attested_or_cited_form,1,411,428,metrical lengthening,form_plus_single_quote_gloss,,"(1.80.12 above), or Av. sata.fstansm 'with 100 bosses'. Such was the Indo-European *uagros; see chap. 44. It is well-known that both the verb form and the adjective in the above passages show 'metrical lengthening', and that the other Homer"
WATKINS-UFORM-IMP-00875,ancient Roman ritual of lustration or,ancient roman ritual of lustration or,Indo-European,latin-script,attested_or_cited_form,1,197,214,purification,form_plus_single_quote_gloss,,rayers: Cato's lustration of the fields <!-- pdf-page: 214; printed-page: 197 --> ```text Some Indo-European prayers: Cato's lustration of the fields ``` The ancient Roman ritual of lustration or 'purification' of the fields is described in
WATKINS-UFORM-IMP-00876,and the object,and the object,Indo-European,latin-script,attested_or_cited_form,1,542,559,worms,form_plus_single_quote_gloss,,the relative clause. <!-- pdf-page: 559; printed-page: 542 --> ```text Let the seen worm be slain and let the unseen be slain ``` The verb han (*gllhen-) and the object 'worms' signals the presence of the Indo-European basic dragon-slaying 
WATKINS-UFORM-IMP-00877,are alike equivalent to,are alike equivalent to,Indo-European,latin-script,attested_or_cited_form,1,44,61,all gods,form_plus_single_quote_gloss,,"si deus si dea es). Both types of quantifier formulas have as their function to designate the totality of the notion: 'gods spoken and unspoken, above and below, god or goddess' are alike equivalent to 'all gods'. Indo-European qualifier fo"
WATKINS-UFORM-IMP-00878,"As such, alliteration was an",as such alliteration was an,Indo-European,latin-script,attested_or_cited_form,1,23,40,equivalence,form_plus_single_quote_gloss,,"f phonetic figures available to the Indo-European poet, used widely as an embellishment and not 'bloss ganz vereinzelt und spielerisch' (with Wackernagel of the Indians and Greeks). As such, alliteration was an 'equivalence' token, capable "
WATKINS-UFORM-IMP-00879,"as the verb forms, and srudhi",as the verb forms and srudhi,Indo-European,latin-script,attested_or_cited_form,1,181,198,listen!,form_plus_single_quote_gloss,,"mples reflect a common ideology of the theory and practice of poetics. <!-- pdf-page: 198; printed-page: 181 --> It is as much a common inheritance from the proto-poetic language as the verb forms, and srudhi 'listen!' are a common inherita"
WATKINS-UFORM-IMP-00880,be noted further in this work,be noted further in this work,Indo-European,latin-script,attested_or_cited_form,1,209,226,Grain (and) wine,form_plus_single_quote_gloss,,"ted formulaic merisms in a row:18 a recurrent feature of early Indo-European traditional texts, which may indicate that these formulas were learned in groups. Other instances will be noted further in this work. 'Grain (and) wine' are of cou"
WATKINS-UFORM-IMP-00881,both the custodian and the professional,both the custodian and the professional,Indo-European,latin-script,attested_or_cited_form,1,540,557,Kuhn,form_plus_single_quote_gloss,,", was to recognize that magical, carminative medicine was in Indo-European culture and society a manifestation of the power of the spoken word, of which the Indo-European poet was both the custodian and the professional. 'Kuhn's old view..."
WATKINS-UFORM-IMP-00882,cadence known as the paroemiac or,cadence known as the paroemiac or,Indo-European,latin-script,attested_or_cited_form,1,20,37,proverb,form_plus_single_quote_gloss,,"le line (epski deseterac) with obligatory caesura and a statistical tendency to a rhythmic cadence of an anapest followed by an anceps, - He compared the identical Greek cadence known as the paroemiac or 'proverb' verse, from its frequency "
WATKINS-UFORM-IMP-00883,"call of vasat, some say, but",call of vasat some say but,Indo-European,latin-script,attested_or_cited_form,1,69,86,as it is remembranced,form_plus_single_quote_gloss,,"hyarn vasat kuryad iti haika ahur yathamnatam iti tv eva sthitam ``` ```text Inverting the two verses from the Sarhhita he should utter the call of vasat, some say, but 'as it is remembranced' is the established rule.1 ``` The Italian schoo"
WATKINS-UFORM-IMP-00884,continues,continues,Indo-European,latin-script,attested_or_cited_form,1,409,426,"him.
.. Meleager killed",form_plus_single_quote_gloss,,"e phonetic figure indexing the name )/ 'a wild boar white of tusk... / that wrought much ill, wasting the garden land of Oineus'. Iliad 9.543 continues 'him. .. Meleager killed', thus re-establishing the usual grammatical role of the consti"
WATKINS-UFORM-IMP-00885,Darmesteter spoke of these as,darmesteter spoke of these as,Indo-European,latin-script,attested_or_cited_form,1,538,555,le Manuel de 1,form_plus_single_quote_gloss,,"nside out, as in the traditional formulaic sequences we have seen. For the translation cf. Lommel 1927. <!-- pdf-page: 555; printed-page: 538 --> The correspondence is perfect: Darmesteter spoke of these as 'le Manuel de 1'etudiant en medec"
WATKINS-UFORM-IMP-00886,E. Benveniste presented a communication on,e. benveniste presented a communication on,Indo-European,latin-script,attested_or_cited_form,1,265,282,The Indo-Europeans and the populating of Europe,form_plus_single_quote_gloss,,opean liturgical form <!-- pdf-page: 282; printed-page: 265 --> The Asvamedha or Horse Sacrifice: An Indo-European liturgical form At the Journees de synthese historique of 1938 E. Benveniste presented a communication on 'The Indo-Europeans
WATKINS-UFORM-IMP-00887,ei- in Gk,ei- in gk,Indo-European,latin-script,attested_or_cited_form,1,475,492,"atone, pay the price for",form_plus_single_quote_gloss,,"ree to be slain in exchange for one', cf. also 14.471, 24.254.6 But more frequently we find a reflex of the Indo-European verbal root for the notions of vengeance and requital, *k""ei- in Gk. 'atone, pay the price for', middle 'take vengeanc"
WATKINS-UFORM-IMP-00888,example of the Indo-European metaphor of,example of the indo-european metaphor of,Indo-European,latin-script,attested_or_cited_form,1,269,286,language of gods and language of men,form_plus_single_quote_gloss,,"men. ``` The whole of TS 7.5.25 is repeated with minor variations in SBr 10.6.4.1, from which this passage was first quoted by H. Giintert over 70 years ago (Giintert 1921) as an example of the Indo-European metaphor of 'language of gods an"
WATKINS-UFORM-IMP-00889,"for Indo-European itself, the notion of",for indo-european itself the notion of,Indo-European,latin-script,attested_or_cited_form,1,85,102,la religion de la verite,form_plus_single_quote_gloss,,"e power of the poet as the custodian of the word and formula both derive from their truth. See the rich discussion of this theme in Greek in Detienne 1973 and Nagy 1990:44-61, and for Indo-European itself, the notion of 'la religion de la v"
WATKINS-UFORM-IMP-00890,form of the Indo-European word for,form of the indo-european word for,Indo-European,latin-script,attested_or_cited_form,1,148,165,sun,form_plus_single_quote_gloss,,"g to the god Suwasuna. The name of this deity, otherwise attested only in another Istanuvian ritual as D Suwassunna (Bo 2447 = KUB 55.65 iv 30, Starke 1985:314), looks very like a form of the Indo-European word for 'sun' (cf. Goth'c sunno) "
WATKINS-UFORM-IMP-00891,formulaic status as part of the,formulaic status as part of the,Indo-European,latin-script,attested_or_cited_form,1,153,170,dossier,form_plus_single_quote_gloss,,"and non-Indo-European (Psalm 23). Even if fyrena hyrde were a nonce creation—which it may be—synchronically, the reference it makes to the diachronic formula folces hyrde gives it formulaic status as part of the 'dossier', in a sense a part"
WATKINS-UFORM-IMP-00892,"formulas, since their very repetition as",formulas since their very repetition as,Indo-European,latin-script,attested_or_cited_form,1,165,182,ready-made surface structures,form_plus_single_quote_gloss,,"An Indo-European stylistic figure In the preceding chapter we saw that not only words but whole phrases can be equated between or among cognate languages. Such phrases are termed formulas, since their very repetition as 'ready-made surface "
WATKINS-UFORM-IMP-00893,"formulas with the root *terh,-",formulas with the root terh,Indo-European,latin-script,attested_or_cited_form,1,450,467,overcome,form_plus_single_quote_gloss,,"mporary victory of the serpent over the Storm God in the second narration of the myth is itself likewise a motif inherited from Indo-European, as is proved by the recurrent verbal formulas with the root *terh,- 'overcome' (cf. chapters 34-3"
WATKINS-UFORM-IMP-00894,forthe,forthe,Indo-European,latin-script,attested_or_cited_form,1,71,88,Hellenization,form_plus_single_quote_gloss,,text yas tva svasvah suhiranyo agna upayaii vasumata rathena tasya trata1 bhavasi tasya sakha ``` 3. See the discussion in Nagy 1990b:188-90forthe 'Hellenization' of this Indo-European function. 4. For a detailed analysis of one such see Da
WATKINS-UFORM-IMP-00895,has been claimed to be the,has been claimed to be the,Indo-European,latin-script,attested_or_cited_form,1,14,31,central Indo-European poetic figure,form_plus_single_quote_gloss,,"a s a... taksam 'with my mouth I have crafted these words' and the Pindaric phrase... (Pyth. 3.113) 'crafters of words'. Methodologically, note that while the collocation has been claimed to be the 'central Indo-European poetic figure' (Sch"
WATKINS-UFORM-IMP-00896,hato vrtrah,hato vrtrah,Indo-European,latin-script,attested_or_cited_form,1,388,405,slain is Vrtra,form_plus_single_quote_gloss,,"de force. In //. 6.134-5 we have a passive variant of the basic formula; but instead of a focus on the underlying object, the SERPENT, as in azis... jaini 'the serpent was slain', hato vrtrah 'slain is Vrtra', we find the focus on the under"
WATKINS-UFORM-IMP-00897,hent ogʷhim,hent ogwhim,Indo-European,latin-script,technical_reconstructed_or_phonological_form,1,154,171,slew the serpent,form_plus_single_quote_gloss,,"opean formulaic equations in a few optimal cases can be expressed by reconstruction with full lexical, morphological, and syntactic specification (*megh2 kleuos 'great fame',2 *eg'hent ogʷhim 'slew the serpent'3) but more frequently are at "
WATKINS-UFORM-IMP-00898,"Institute in Salzburg, with the title",institute in salzburg with the title,Indo-European,latin-script,attested_or_cited_form,1,27,44,Aspects of Indo-European Poetics,form_plus_single_quote_gloss,,"the ideas there presented, and detailing the genesis of the Homeric poems. For completeness's sake, let me merely record that in 1979 I gave the Collitz lecture to the Linguistic Institute in Salzburg, with the title 'Aspects of Indo-Europe"
WATKINS-UFORM-IMP-00899,is precisely an,is precisely an,Indo-European,latin-script,attested_or_cited_form,1,17,34,inherited tendency,form_plus_single_quote_gloss,,"o mean ""in the same position within the line"".' The whole of Part Two of this work shows that the formulaic (or 'formular') status of derivatives of the root *gʷhen- 'smite, slay' is precisely an 'inherited tendency' in all the ancient Indo"
WATKINS-UFORM-IMP-00900,kleuos,kleuos,Indo-European,latin-script,attested_or_cited_form,1,154,171,great fame,form_plus_single_quote_gloss,,"reconstructions. Indo-European formulaic equations in a few optimal cases can be expressed by reconstruction with full lexical, morphological, and syntactic specification (*megh2 kleuos 'great fame',2 *eg'hent ogʷhim 'slew the serpent'3) bu"
WATKINS-UFORM-IMP-00901,laaalready in Homer the sense of,laaalready in homer the sense of,Indo-European,latin-script,attested_or_cited_form,1,71,88,"wages, hire",form_plus_single_quote_gloss,,"Aeschylus (Ag. 979) could call, wholly negatively, an unwanted fear an uncommissioned, unrewarded song. ```text Greek ht base of negative 'unrewarded,' has laaalready in Homer the sense of 'wages, hire'. Yet one of the self -designations of"
WATKINS-UFORM-IMP-00902,lecture in Dublin I styled it,lecture in dublin i styled it,Indo-European,latin-script,attested_or_cited_form,1,441,458,The Milk of the Dawn Cows,form_plus_single_quote_gloss,,"ing in both. The myth of the first of the two leading cases, teoraferba fira 'three milk cows', contains both themes and key vocabulary going back to the Indo-European times: in a lecture in Dublin I styled it 'The Milk of the Dawn Cows'. F"
WATKINS-UFORM-IMP-00903,middle,middle,Indo-European,latin-script,attested_or_cited_form,1,475,492,"take vengeance on, have
a price paid one",form_plus_single_quote_gloss,,"54.6 But more frequently we find a reflex of the Indo-European verbal root for the notions of vengeance and requital, *k""ei- in Gk. 'atone, pay the price for', middle 'take vengeance on, have a price paid one', 'vengeance', 'blood-money, pe"
WATKINS-UFORM-IMP-00904,more securely based on cognates than,more securely based on cognates than,Indo-European,latin-script,attested_or_cited_form,1,212,229,imperishable fame,form_plus_single_quote_gloss,,"ROTECT MEN (and) CATTLE, pah2uihxro- peku-, is a whole verb phrase, not just the noun phrase uihxro- peku-. It is furthermore as old an Indo-European formula as we can find; it is more securely based on cognates than 'imperishable fame' and"
WATKINS-UFORM-IMP-00905,MUS is the Sumerogram determiner for,mus is the sumerogram determiner for,Indo-European,latin-script,attested_or_cited_form,1,449,466,serpent,form_plus_single_quote_gloss,,"tention. Francis Vian, followed by Scott Littleton 1982:179, cf. also Puhvel 1987:29-31, raised the question of grafting or fusion in Greece of inherited Indo-European motifs, 3. MUS is the Sumerogram determiner for 'serpent'. <!-- pdf-page"
WATKINS-UFORM-IMP-00906,of derivatives of the root *gʷhen-,of derivatives of the root gwhen,Indo-European,latin-script,technical_reconstructed_or_phonological_form,1,17,34,"smite, slay",form_plus_single_quote_gloss,,"the same metrical conditions"" is not understood to mean ""in the same position within the line"".' The whole of Part Two of this work shows that the formulaic (or 'formular') status of derivatives of the root *gʷhen- 'smite, slay' is precisel"
WATKINS-UFORM-IMP-00907,of Greek and Indo-European poets i,of greek and indo-european poets i,Indo-European,latin-script,attested_or_cited_form,1,71,88,craftsmen of words,form_plus_single_quote_gloss,,"oned, unrewarded song. ```text Greek ht base of negative 'unrewarded,' has laaalready in Homer the sense of 'wages, hire'. Yet one of the self -designations of Greek and Indo-European poets i 'craftsmen of words', and like the journeyman th"
WATKINS-UFORM-IMP-00908,of the genitive tuer persder,of the genitive tuer persder,Indo-European,latin-script,attested_or_cited_form,1,221,238,in the sphere of your sacrifice,form_plus_single_quote_gloss,,"ian prayer, we saw that lines 22-23 form a symmetrical central ""square"", bipartite on all sides, in the middle of the strophe. They are framed first by the repetition in 21 and 24 of the genitive tuer persder 'in the sphere of your sacrific"
WATKINS-UFORM-IMP-00909,of the Indo- European root *gʷhen-,of the indo- european root gwhen,Indo-European,latin-script,technical_reconstructed_or_phonological_form,1,301,318,"to smite, slay",form_plus_single_quote_gloss,,"RPENT. ```text It is a single sentence, which following Renou I will term the basic formula. The verb phrase involves a single verb, in the original or underlying formula, a form of the Indo- European root *gʷhen- 'to smite, slay'.9 The bas"
WATKINS-UFORM-IMP-00910,"of these cases, the Salavrkeya-myth, the",of these cases the salavrkeya-myth the,Indo-European,latin-script,attested_or_cited_form,1,93,110,true formula,form_plus_single_quote_gloss,,"c formula (HERO) SLAY (*gʷhen-) SERPENT whose verbal history can be traced through nearly every branch of the Indo-European family. <!-- pdf-page: 110; printed-page: 93 --> All of these cases, the Salavrkeya-myth, the 'true formula', 'prais"
WATKINS-UFORM-IMP-00911,of ueiro pequo,of ueiro pequo,Indo-European,latin-script,attested_or_cited_form,1,222,239,men and cattle,form_plus_single_quote_gloss,,"[ u o u s e auie esone""""] in vow, in augury, in sacrifice ``` In dupursus peturpursus we have another Indo-European formulaic merism, a specification (and here equivalent) of ueiro pequo 'men and cattle', as noted in the preceding section. "
WATKINS-UFORM-IMP-00912,One of the Indo-European words for,one of the indo-european words for,Indo-European,latin-script,attested_or_cited_form,1,521,538,worm,form_plus_single_quote_gloss,,"a y..., Slain i s... ' That the triad of verses form a poetic unity appears from their repetition; note that 3a krimayo hanmi and 5d krimayo hatas make a dunad, a closure or ring. One of the Indo-European words for 'worm' makes its earliest"
WATKINS-UFORM-IMP-00913,or Av. sata.fstansm,or av. sata.fstansm,Indo-European,latin-script,attested_or_cited_form,1,411,428,with 100 bosses,form_plus_single_quote_gloss,,"an epithet just cited. For the 'rough' cudgel of Herakles, the studded club familiar in Greek iconography, cf. Ved. sahasrabhrstih 'with 1000 studs' (1.80.12 above), or Av. sata.fstansm 'with 100 bosses'. Such was the Indo-European *uagros;"
WATKINS-UFORM-IMP-00914,"other reptilian adversary, usually just called",other reptilian adversary usually just called,Indo-European,latin-script,attested_or_cited_form,1,297,314,"snake, serpent",form_plus_single_quote_gloss,,"<!-- pdf-page: 314; printed-page: 297 --> Preliminaries ```text 1. The myth One or more myths about a god or hero killing a dragon or other reptilian adversary, usually just called 'snake, serpent', is found in a vast number of cultures aro"
WATKINS-UFORM-IMP-00915,presented variations on a lecture entitled,presented variations on a lecture entitled,Indo-European,latin-script,attested_or_cited_form,1,27,44,How to Kill a Dragon in Indo-European,form_plus_single_quote_gloss,,"University of Texas at Austin in 1981, at the Session de linguistique et de litterature at Aussois (Savoie) in 1983, at St. Johns College, Annapolis, and Yale University in 1984,1 presented variations on a lecture entitled 'How to Kill a Dr"
WATKINS-UFORM-IMP-00916,proto-language. The Indo-European poet is the,proto-language. the indo-european poet is the,Indo-European,latin-script,attested_or_cited_form,1,181,198,professional of the word,form_plus_single_quote_gloss,,"-- pdf-page: 198; printed-page: 181 --> It is as much a common inheritance from the proto-poetic language as the verb forms, and srudhi 'listen!' are a common inheritance from the proto-language. The Indo-European poet is the 'professional "
WATKINS-UFORM-IMP-00917,referred to as,referred to as,Indo-European,latin-script,attested_or_cited_form,1,60,77,the Hellenization of Indo-European poetics,form_plus_single_quote_gloss,,"c meters in literary Doric. <!-- pdf-page: 77; printed-page: 60 --> We may illustrate what we referred to above, the secular character of Greek poetic art, and what Nagy 1990b:2 referred to as 'the Hellenization of Indo-European poetics' by"
WATKINS-UFORM-IMP-00918,refrain in a metrical strophe. The,refrain in a metrical strophe. the,Indo-European,latin-script,attested_or_cited_form,1,160,177,climactic,form_plus_single_quote_gloss,,"l. imperative), and in metrics is certainly striking. It is also noteworthy that in its deployment in Greek lyric the ithyphallic nearly always comes last, as the final element or refrain in a metrical strophe. The 'climactic' cadence vajas"
WATKINS-UFORM-IMP-00919,s conjecture,s conjecture,Indo-European,latin-script,attested_or_cited_form,1,394,411,life,form_plus_single_quote_gloss,,"One should note as well the line of Herakles in Euripides, Herc. 1351 (with the manuscripts): ``` I shall endure against death. ```text Diggle and Murray prefer Wecklein's conjecture 'life'. But the heroic motif in its Indo-European context"
WATKINS-UFORM-IMP-00920,"s never-finished opus, his",s never-finished opus his,Indo-European,latin-script,attested_or_cited_form,1,28,45,quest for the essence of language,form_plus_single_quote_gloss,,"together' (sahita-, sam-dha-; composition, com-ponere) of sound and meaning, sabda and artha, son and sens. Sound and Meaning was the title already in the 1950's of Roman Jakobson's never-finished opus, his 'quest for the essence of languag"
WATKINS-UFORM-IMP-00921,serves to index the understood apsu,serves to index the understood apsu,Indo-European,latin-script,attested_or_cited_form,1,181,198,in the waters,form_plus_single_quote_gloss,,"he says; verily with the secret names of the waters he wins the rain from the sky. ``` The feminine gender of all the names (several of which are still obscure to us) serves to index the understood apsu 'in the waters', of feminine gender. "
WATKINS-UFORM-IMP-00922,societal and culture history predominating. Indo-European,societal and culture history predominating. indo-european,Indo-European,latin-script,attested_or_cited_form,1,26,43,poetic culture,form_plus_single_quote_gloss,,"our notion of the functional meaning of some Indo-European stylistic figures. Later works of this author, most recently 1990, develop some of the same themes, with the notions of societal and culture history predominating. Indo-European 'po"
WATKINS-UFORM-IMP-00923,syntactically the,syntactically the,Indo-European,latin-script,attested_or_cited_form,1,389,406,classical,form_plus_single_quote_gloss,,"o any of the older monosyllabic variant forms of the thematic genitive singular like -Oi', -o'.9 Now the passive participle in our example has an agent, as above: syntactically the 'classical' Greek + genitive. But historically in Greek and"
WATKINS-UFORM-IMP-00924,text Greek ht base of negative,text greek ht base of negative,Indo-European,latin-script,attested_or_cited_form,1,71,88,"unrewarded,",form_plus_single_quote_gloss,,"king without poets' was proverbial in Ireland for 'nothing', and that Aeschylus (Ag. 979) could call, wholly negatively, an unwanted fear an uncommissioned, unrewarded song. ```text Greek ht base of negative 'unrewarded,' has laaalready in "
