pdf_page	printed_page	page_anchor	line_no_in_extracted_page_text	source_candidate_pdf_text	normalized_candidate_pass5	normalized_candidate_pass6	lookup_candidate_pass6	confidence	confidence_pass6	repair_actions_pass6	issue_bucket_pass6	flags	context_line_pdf_text	normalized_candidate_pass7	lookup_candidate_pass7	confidence_pass7	issue_bucket_pass7	repair_actions_pass7	greek_nonlatin_class_pass7	pass7_note
385	307	pdf-page-385	29	*H	*H	*H	*H	source-layer	source-layer				lust von *H und Bewahrung von -d# analog den obliquen Kasus gerechnet, s. BEEKES 2003,	*H	*H	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
385	307	pdf-page-385	31	*-h~H)tahr	*-h~H)tahr	*-h~H)tahr	*-h~H)tahr	low	low		still_unresolved		2002,237, nach der Bewahrung von -d# vielmehr vom Akzent abhängt: *-h~H)tahr in	*-h~H)tahr	*-h~H)tahr	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
385	307	pdf-page-385	32	*hz811Htahr	*h₂811Htahr	*h₂811Htahr	*h₂811Htahr	low	low	mechanical_character_repair	still_unresolved	laryngeal_h2_surrogate	arm. -andzeige gegenüber *hz811Htahr in an. {lnd und *h2Pftahr in ved.. Ati- die erwartete	*h₂811Htahr	*h₂811Htahr	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
385	307	pdf-page-385	32	*h2Pftahr	*h₂Pftahr	*h₂Pftahr	*h₂Pftahr	high-mechanical	medium-repaired	mechanical_character_repair		laryngeal_h2_explicit	arm. -andzeige gegenüber *hz811Htahr in an. {lnd und *h2Pftahr in ved.. Ati- die erwartete	*h₂Pftahr	*h₂Pftahr	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
385	307	pdf-page-385	35	*hz811t-	*h₂811t-	*h₂811t-	*h₂811t-	low	low	mechanical_character_repair	still_unresolved	laryngeal_h2_surrogate	*hz811t- 'Vorderseite' anzuschließen. Die Form ist spärlich bezeugt, ein mutmaßlicher Edda-	*h₂811t-	*h₂811t-	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
385	307	pdf-page-385	39	*h	*h	*h	*h	source-layer	source-layer				*h;zenhr 'atmen'	*h	*h	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
385	307	pdf-page-385	40	*h2linhr	*h₂linhr	*h₂linhr	*h₂linhr	high-mechanical	medium-repaired	mechanical_character_repair		laryngeal_h2_explicit	*h2linhr men- n.	*h₂linhr	*h₂linhr	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
385	307	pdf-page-385	41	*h2lJD/Jrmon-	*h₂lJD/Jrmon-	*h₂lJD/Jrmon-	*h₂lJD/Jrmon-	low	low	mechanical_character_repair	still_unresolved	laryngeal_h2_explicit	*h2lJD/Jrmon-	*h₂lJD/Jrmon-	*h₂lJD/Jrmon-	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
386	308	pdf-page-386	5	?*hz8nhrRo-	?*h₂8nhrRo-	?*h₂8nhrro-	*h₂8nhrro-	low	low	mechanical_character_repair	still_unresolved	laryngeal_h2_surrogate	? *hz8nhrRo-	?*h₂8nhrro-	*h₂8nhrro-	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
386	308	pdf-page-386	6	?*h28J1/Jl{1)joljahr	?*h₂8J1/Jl{1)joljahr	?*h₂8J1/Jl{1)joliah₂	*h₂8J1/Jl{1)joliah₂	low	low	mechanical_character_repair	still_unresolved	laryngeal_h2_explicit	? *h28J1/Jl{1)joljahr	?*h₂8J1/Jl{1)joliah₂	*h₂8J1/Jl{1)joliah₂	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
386	308	pdf-page-386	8	*(-)hz8nhrto-	*(-)h₂8nhrto-	*(-)h₂8nhrto-	*(-)h₂8nhrto-	low	low	mechanical_character_repair	still_unresolved	laryngeal_h2_surrogate	*(-)hz8nhrto-	*(-)h₂8nhrto-	*(-)h₂8nhrto-	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
386	308	pdf-page-386	9	?*h28J1/Jrto-	?*h₂8J1/Jrto-	?*h₂8J1/Jrto-	*h₂8J1/Jrto-	low	low	mechanical_character_repair	still_unresolved	laryngeal_h2_explicit	? *h28J1/Jrto-	?*h₂8J1/Jrto-	*h₂8J1/Jrto-	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
386	308	pdf-page-386	10	*h28J1/Jrdahr	*h₂8J1/Jrdahr	*h₂8J1/Jrdahr	*h₂8J1/Jrdahr	low	low	mechanical_character_repair	still_unresolved	laryngeal_h2_explicit	*h28J1/Jrdahr	*h₂8J1/Jrdahr	*h₂8J1/Jrdahr	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
386	308	pdf-page-386	12	*h:	*h	*h:	*h:	medium	source-layer				*h:;anhrtio-	*h:	*h:	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
386	308	pdf-page-386	13	*h:	*h	*h:	*h:	medium	source-layer				*h:;enhr	*h:	*h:	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
386	308	pdf-page-386	16	*andi-	*andi-	*andi-	*andi-	source-layer	source-layer				"germ. *andi- f. iin an. ""nd'Atem, Seele, Leben'"	*andi-	*andi-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
386	308	pdf-page-386	32	*(uz-)anjJa-n.	*(uz-)anjJa-n	*(uz-)anjJa-n	*(uz-)anjJa-n	source-layer	filtered-noise-fragment	trimmed_terminal_period;probable_candidate_boundary_noise	candidate_boundary_noise		germ. *(uz-)anjJa-n. oin ae. or-06'Atem. Schnaufen,lo	*(uz-)anjJa-n	*(uz-)anjJa-n	filtered-noise-fragment	candidate_boundary_noise	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
386	308	pdf-page-386	33	*1lDdJl-in	*1lDdJl-in	*1lDdJl-in	*1lDdJl-in	source-layer	source-layer				germ. *1lDdJl-in an. and-, nur VG z.B. and-J8tn. 'Tod' (vgl. germ.	*1lDdJl-in	*1lDdJl-in	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
386	308	pdf-page-386	34	*anda-n-	*anda-n-	*anda-n-	*anda-n-	source-layer	source-layer				*anda-n- m. n in an. andi 'Atem, Wind, Geist', as. ando 'Krän-	*anda-n-	*anda-n-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
386	308	pdf-page-386	37	*an/Jö-	*an/Jö-	*an/Jö-	*an/Jö-	source-layer	low-greek-or-nonlatin-surrogate	greek_or_nonlatin_surrogate_unresolved	greek_unresolved;still_unresolved		? germ. *an/Jö- in an. (}DD f. 'Mühe, Arbeit'	*an/Jö-	*an/Jö-	low-greek-or-nonlatin-surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	kept_unresolved_opaque_script_surrogate	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.
386	308	pdf-page-386	38	*uss-)	*uss-)	*uss-)	*uss-	source-layer	source-layer				air. in OSDadf. ä (mit PV ir. *uss-) 'Seufzen, Stöhnen,12	*uss-)	*uss-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
387	309	pdf-page-387	2	*h/eh/t1Don-	*h/eh/t1Don-	*h/eh/t1Don-	*h/eh/t1Don-	source-layer	source-layer				2 Vielleicht hierher, wenn Kontamination mit *h/eh/t1Don- 'Atem' anzunehmen ist, vgl. DTB 41,	*h/eh/t1Don-	*h/eh/t1Don-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
387	309	pdf-page-387	6	*-mon-	*-mon-	*-mon-	*-mon-	source-layer	source-layer				der kelt. Bildung kann dennoch zufällig sein, da mask. *-mon- im Afr. einzelsprachlich bzw.	*-mon-	*-mon-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
387	309	pdf-page-387	7	*-men-	*-men-	*-men-	*-men-	source-layer	source-layer				Umbildung von *-men- sein kann. Eine Bildung auf *-mon- kann ferner in dem gr. Pflanzen-	*-men-	*-men-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
387	309	pdf-page-387	7	*-mon-	*-mon-	*-mon-	*-mon-	source-layer	source-layer				Umbildung von *-men- sein kann. Eine Bildung auf *-mon- kann ferner in dem gr. Pflanzen-	*-mon-	*-mon-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
387	309	pdf-page-387	10	*-mon-	*-mon-	*-mon-	*-mon-	source-layer	source-layer				Eine Form auf *-mon-, die aber als o-stufiges *h20ri..h/)-mon- anzusetzen wäre (s.u. Anm.7),	*-mon-	*-mon-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
387	309	pdf-page-387	10	*h20ri..h/)-mon-	*h₂0ri..h/)-mon-	*h₂0ri..h/)-mon-	*h₂0ri..h/)-mon-	high-mechanical	medium-repaired	mechanical_character_repair		laryngeal_h2_explicit	Eine Form auf *-mon-, die aber als o-stufiges *h20ri..h/)-mon- anzusetzen wäre (s.u. Anm.7),	*h₂0ri..h/)-mon-	*h₂0ri..h/)-mon-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
387	309	pdf-page-387	12	*rpgahr	*rpgahr	*rpgahr	*rpgahr	source-layer	source-layer				handele sich um ein Komp. mit VG *rpgahr 'groß', das vI. als Calque auf ai. mahä-mrga-	*rpgahr	*rpgahr	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
387	309	pdf-page-387	16	*anltu-	*anltu-	*anltu-	*anltu-	source-layer	source-layer				ä-Verben an, für die Verbalnomina auf -adproduktiv sind, daher v!. älter *anltu- als innerir.	*anltu-	*anltu-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
387	309	pdf-page-387	17	*anatil-mit	*anatil-mit	*anatil-mit	*anatil-mit	source-layer	source-layer				Bildung (nicht *anatil-mit -a- < *h/).	*anatil-mit	*anatil-mit	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
387	309	pdf-page-387	17	*h/).	*h/)	*h/)	*h/	source-layer	medium-repaired	trimmed_terminal_period			Bildung (nicht *anatil-mit -a- < *h/).	*h/)	*h/	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
387	309	pdf-page-387	20	*anA-	*anA-	*anA-	*anA-	source-layer	source-layer				Verbalstamm *anA- auszugehen, falls das Wort wirklich mit IEW hierher gehört (und nicht	*anA-	*anA-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
387	309	pdf-page-387	21	*h2f1ehr	*h₂f1ehr	*h₂f1ehr	*h₂f1ehr	high-mechanical	medium-repaired	mechanical_character_repair		laryngeal_h2_explicit	z.B. zu *h2f1ehr 'tadeln' LIV 282; kaum jedoch mit LElA s.v. anair zu *Hep-). Vgl. zu kymr.	*h₂f1ehr	*h₂f1ehr	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
387	309	pdf-page-387	21	*Hep-).	*Hep-)	*Hep-)	*Hep-	source-layer	medium-repaired	trimmed_terminal_period			z.B. zu *h2f1ehr 'tadeln' LIV 282; kaum jedoch mit LElA s.v. anair zu *Hep-). Vgl. zu kymr.	*Hep-)	*Hep-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
387	309	pdf-page-387	25	*avo	*avo	*avo	*avo	source-layer	source-layer				Ana- mit gr. *avo; n. bzw. *O:vO/o- zu verbinden, die als HGg von gr. 1tpTJVJ'1t; 'kopfüber,	*avo	*avo	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
387	309	pdf-page-387	25	*O:vO/o-	*O:vO/o-	*O:vO/o-	*O:vO/o-	source-layer	source-layer				Ana- mit gr. *avo; n. bzw. *O:vO/o- zu verbinden, die als HGg von gr. 1tpTJVJ'1t; 'kopfüber,	*O:vO/o-	*O:vO/o-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
387	309	pdf-page-387	28	*hzanhr	*h₂anhr	*h₂anhr	*h₂anhr	medium	medium-repaired	mechanical_character_repair		laryngeal_h2_surrogate	Anschluß an *hzanhr wäre für die gr. Wörter wegen cl- nur mit Zusatzannahmen möglich, die	*h₂anhr	*h₂anhr	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
387	309	pdf-page-387	30	*h#nhrcs	*h#nhrcs	*h#nhrcs	*h#nhrcs	low	low		still_unresolved		Einen s-Stamm *h#nhrcs zu *h2aDhr vermutet FRITZ, HS 109 (1996), 1ft. als Basis von idg.	*h#nhrcs	*h#nhrcs	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
387	309	pdf-page-387	30	*h2aDhr	*h₂aDhr	*h₂aDhr	*h₂aDhr	high-mechanical	medium-repaired	mechanical_character_repair		laryngeal_h2_explicit	Einen s-Stamm *h#nhrcs zu *h2aDhr vermutet FRITZ, HS 109 (1996), 1ft. als Basis von idg.	*h₂aDhr	*h₂aDhr	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
387	309	pdf-page-387	32	*hzanhr	*h₂anhr	*h₂anhr	*h₂anhr	medium	medium-repaired	mechanical_character_repair		laryngeal_h2_surrogate	r-stämmige Ableitungen zu *hzanhr, jedoch mit einer anit-Form der Wz., sieht ADAMS,	*h₂anhr	*h₂anhr	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
387	309	pdf-page-387	33	*h20n-r(z.B.	*h₂0n-r(z.B	*h₂0n-r(z.B	*h₂0n-r(z.B	high-mechanical	medium-repaired	trimmed_terminal_period;mechanical_character_repair		laryngeal_h2_explicit	Glotta 65 (1987), 172ft. in *h20n-r(z.B. gr. övap 'Traum') und *h:Jl1er-'Mann' (gr. civTp usw.).	*h₂0n-r(z.B	*h₂0n-r(z.B	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
387	309	pdf-page-387	33	*h:Jl1er-'Mann'	*h:Jl1er-'Mann'	*h:Jl1er-	*h:Jl1er-	medium	medium-repaired	stripped_embedded_gloss			Glotta 65 (1987), 172ft. in *h20n-r(z.B. gr. övap 'Traum') und *h:Jl1er-'Mann' (gr. civTp usw.).	*h:Jl1er-	*h:Jl1er-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
387	309	pdf-page-387	34	*-men-	*-men-	*-men-	*-men-	source-layer	source-layer				7 Das Verhältnis zu den oben angeführten Formen auf *-men-, -mon- bleibt zu überdenken.	*-men-	*-men-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
387	309	pdf-page-387	36	*h2f1hr	*h₂f1hr	*h₂f1hr	*h₂f1hr	high-mechanical	medium-repaired	mechanical_character_repair		laryngeal_h2_explicit	werden; auch SCHRUVER 1991, 317f. zieht *h2f1hr mo- und *hPJhremo- neben *h2linhr mo- in	*h₂f1hr	*h₂f1hr	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
387	309	pdf-page-387	36	*hPJhremo-	*hPJhremo-	*hPJhremo-	*hPJhremo-	low	low		still_unresolved		werden; auch SCHRUVER 1991, 317f. zieht *h2f1hr mo- und *hPJhremo- neben *h2linhr mo- in	*hPJhremo-	*hPJhremo-	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
387	309	pdf-page-387	36	*h2linhr	*h₂linhr	*h₂linhr	*h₂linhr	high-mechanical	medium-repaired	mechanical_character_repair		laryngeal_h2_explicit	werden; auch SCHRUVER 1991, 317f. zieht *h2f1hr mo- und *hPJhremo- neben *h2linhr mo- in	*h₂linhr	*h₂linhr	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
387	309	pdf-page-387	38	*(p-)h2Ph/emo-lautgesetzlich	*(p-)h₂Ph/emo-lautgesetzlich	*(p-)h₂Ph/emo-lautgesetzlich	*(p-)h₂Ph/emo-lautgesetzlich	high-mechanical	medium-repaired	mechanical_character_repair		laryngeal_h2_explicit	mit Abltg. VTJVEfLl:a 'Windstille' I1.+) aus *(p-)h2Ph/emo-lautgesetzlich erklärt werden könnte.	*(p-)h₂Ph/emo-lautgesetzlich	*(p-)h₂Ph/emo-lautgesetzlich	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
388	310	pdf-page-388	2	*h	*h	*h	*h	source-layer	source-layer				*h;zenhr	*h	*h	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
388	310	pdf-page-388	5	**h20n(h1)-mn-o-	**h₂0n(h₁)-mn-o-	**h₂0n(h₁)-mn-o-	**h₂0n(h₁)-mn-o-	high-mechanical	medium-repaired	mechanical_character_repair		laryngeal_h1;laryngeal_h2_explicit	Bildung vor, wo **h20n(h1)-mn-o- wegen der o-Stufe *h1 verloren habe und im Sx. zu	**h₂0n(h₁)-mn-o-	**h₂0n(h₁)-mn-o-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
388	310	pdf-page-388	5	*h1	*h₁	*h₁	*h₁	high-mechanical	medium-repaired	mechanical_character_repair		laryngeal_h1	Bildung vor, wo **h20n(h1)-mn-o- wegen der o-Stufe *h1 verloren habe und im Sx. zu	*h₁	*h₁	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
388	310	pdf-page-388	6	*h	*h	*h	*h	source-layer	source-layer				*h;;6nmo-vereinfacht sei; diese Form sei bereits grundsprachlich zu *h;;6/mo-sdissimiliert und	*h	*h	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
388	310	pdf-page-388	6	*h	*h	*h	*h	source-layer	source-layer				*h;;6nmo-vereinfacht sei; diese Form sei bereits grundsprachlich zu *h;;6/mo-sdissimiliert und	*h	*h	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
388	310	pdf-page-388	8	"*an-h20lmo-s""be"	"*an-h₂0lmo-s""be"	"*an-h₂0lmo-s""be"	"*an-h₂0lmo-s""be"	high-mechanical	medium-repaired	mechanical_character_repair		laryngeal_h2_explicit	"zu sehen, das als Komp. *an-h20lmo-s""be whose breath is on him; dessen Atem anwesend ist"""	"*an-h₂0lmo-s""be"	"*an-h₂0lmo-s""be"	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
388	310	pdf-page-388	9	*h	*h	*h	*h	source-layer	source-layer				interpretiert werden könnte. Verbindung zur Wz. *h;J8Dhr wird gew. im ersten Bestandteil	*h	*h	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
388	310	pdf-page-388	10	*ln-elme	*ln-elme	*ln-elme	*ln-elme	source-layer	source-layer				von onolme gesucht, vgl. DTB 115: urtoch. *ln-elme, mit *ln- zu *h;J8Dhr und einem	*ln-elme	*ln-elme	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
388	310	pdf-page-388	10	*ln-	*ln-	*ln-	*ln-	source-layer	source-layer				von onolme gesucht, vgl. DTB 115: urtoch. *ln-elme, mit *ln- zu *h;J8Dhr und einem	*ln-	*ln-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
388	310	pdf-page-388	10	*h	*h	*h	*h	source-layer	source-layer				von onolme gesucht, vgl. DTB 115: urtoch. *ln-elme, mit *ln- zu *h;J8Dhr und einem	*h	*h	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
388	310	pdf-page-388	13	*h~rmo-	*h~rmo-	*h~rmo-	*h~rmo-	low	low		still_unresolved		8 Vgl. EWAia I 73: gerechnet wurde auch mit Dissim. aus *h~rmo-, nach INSLER, Sprache	*h~rmo-	*h~rmo-	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
388	310	pdf-page-388	17	*(-)anpa-	*(-)anpa-	*(-)anpa-	*(-)anpa-	source-layer	source-layer				I 221ff., SCHAFFNER 2001, 536ff. Nach SCHAFFNER steht neben germ. *(-)anpa- n. owomögl.	*(-)anpa-	*(-)anpa-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
388	310	pdf-page-388	18	*-anjJa-n-	*-anjJa-n-	*-anjJa-n-	*-anjJa-n-	source-layer	source-layer				ein mask. JrStamm germ. *-anjJa-n- in ae. an-ojJa 'Furcht, Schrecken', das dann auf prä-	*-anjJa-n-	*-anjJa-n-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
388	310	pdf-page-388	19	*an-anpan-	*an-anpan-	*an-anpan-	*an-anpan-	source-layer	source-layer				verbiertes genn. *an-anpan- zurückginge. Für die ahd. Dublette anado zu anto müßte dabei	*an-anpan-	*an-anpan-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
388	310	pdf-page-388	20	*anandoangenommen	*anandoangenommen	*anandoangenommen	*anandoangenommen	source-layer	source-layer				Dissimilation aus *anandoangenommen werden. Dieser n-Stamm stünde in gramm. Wechsel	*anandoangenommen	*anandoangenommen	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
388	310	pdf-page-388	21	*andan-	*andan-	*andan-	*andan-	source-layer	source-layer				zu germ. *andan-, was anaIogisch nach entsprechendem Wechsel beim Grundwort oder durch	*andan-	*andan-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
388	310	pdf-page-388	24	*ancf8-	*ancf8-	*ancf8-	*ancf8-	low	low		still_unresolved		Eine Verner-Variante genn. *ancf8- als Basis des gut bezeugten germ. n-Stammes *andan-	*ancf8-	*ancf8-	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
388	310	pdf-page-388	24	*andan-	*andan-	*andan-	*andan-	source-layer	source-layer				Eine Verner-Variante genn. *ancf8- als Basis des gut bezeugten germ. n-Stammes *andan-	*andan-	*andan-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
388	310	pdf-page-388	27	*b~rti-	*b~rti-	*b~rti-	*b~rti-	low	low		still_unresolved		wären dann auf das ti-Abstr. *b~rti- zurückzuführen, der Ansatz *h;J8DhrtO- entfiele	*b~rti-	*b~rti-	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
388	310	pdf-page-388	27	*h	*h	*h	*h	source-layer	source-layer				wären dann auf das ti-Abstr. *b~rti- zurückzuführen, der Ansatz *h;J8DhrtO- entfiele	*h	*h	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
388	310	pdf-page-388	28	*h	*h	*h	*h	source-layer	source-layer				folglich. Andererseits ist wohl nicht auszuschließen, daß in an. QDd auch ein a-St. *h;J8Dhr	*h	*h	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
388	310	pdf-page-388	30	*anjJO-	*anjJO-	*anjJO-	*anjJO-	low	low		still_unresolved		von QDD < *anjJO- wurde bezweifelt, da das Wort schwer von an. QnD f. '(Feld)Arbeit' «	*anjJO-	*anjJO-	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
388	310	pdf-page-388	31	*aznö-	*aznö-	*aznö-	*aznö-	source-layer	low-greek-or-nonlatin-surrogate	greek_or_nonlatin_surrogate_unresolved	greek_unresolved;still_unresolved		germ. *aznö- 'Ernte') zu trennen ist; sie wird jedoch z.B. von EWAhd bevorzugt.	*aznō-	*aznō-	medium-repaired-greek-nonlatin-pass7	nonlatin_repaired	repaired_latin_macron_surrogates	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.
388	310	pdf-page-388	32	*anjJO-	*anjJO-	*anjJO-	*anjJO-	low	low		still_unresolved		11 Zu germ. *anjJO- vgl. Anm.l0. Die Hsch.-Glossen civtm· ävq.Im und~' ~ können in	*anjJO-	*anjJO-	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
388	310	pdf-page-388	39	*-dbIahr	*-dʰIahr	*-dʰIahr	*-dʰIahr	medium	medium-repaired	mechanical_character_repair		aspirated_d	*-dbIahr .	*-dʰIahr	*-dʰIahr	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
388	310	pdf-page-388	43	*h	*h	*h	*h	source-layer	source-layer				(1994), 367 Fn.l02 erwägt Anschluß von toch. AB äiiu 'Aufuören, Ruhe' als *h;J8Dhrju- und	*h	*h	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
389	311	pdf-page-389	4	*unsti-	*unsti-	*unsti-	*unsti-	source-layer	source-layer				Ob und wie s-haltige Bildungen wie gr. ao8Jux n. 'Keuchen' (11.+) und germ. *unsti- f. in ae.	*unsti-	*unsti-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
389	311	pdf-page-389	6	*h]lU1hr	*h₁lU1hr	*h₁lU1hr	*h₁lU1hr	medium	medium-repaired	mechanical_character_repair		laryngeal_h1	2003, 14lf. Bildungen zu *h]lU1hr werden außerdem in den Namen von Metren, air. anairf.	*h₁lU1hr	*h₁lU1hr	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
389	311	pdf-page-389	8	*ana-mon-i-	*ana-mon-i-	*ana-mon-i-	*ana-mon-i-	source-layer	source-layer				Ableitung *ana-mon-i- oder *ana-mon-ii- (ohne Synkope) zu air. ainimm etc. (s.o. *h]lUlhr	*ana-mon-i-	*ana-mon-i-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
389	311	pdf-page-389	8	*ana-mon-ii-	*ana-mon-ii-	*ana-mon-ii-	*ana-mon-ii-	source-layer	source-layer				Ableitung *ana-mon-i- oder *ana-mon-ii- (ohne Synkope) zu air. ainimm etc. (s.o. *h]lUlhr	*ana-mon-ii-	*ana-mon-ii-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
389	311	pdf-page-389	8	*h]lUlhr	*h₁lUlhr	*h₁lUlhr	*h₁lUlhr	medium	medium-repaired	mechanical_character_repair		laryngeal_h1	Ableitung *ana-mon-i- oder *ana-mon-ii- (ohne Synkope) zu air. ainimm etc. (s.o. *h]lUlhr	*h₁lUlhr	*h₁lUlhr	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
389	311	pdf-page-389	13	*anaslo-	*anaslo-	*anaslo-	*anaslo-	source-layer	source-layer				varianten, *anaslo- > *aneslo- > anh61us (davon anh61Are 'keuchen', Ter.+), woneben mit	*anaslo-	*anaslo-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
389	311	pdf-page-389	13	*aneslo-	*aneslo-	*aneslo-	*aneslo-	source-layer	source-layer				varianten, *anaslo- > *aneslo- > anh61us (davon anh61Are 'keuchen', Ter.+), woneben mit	*aneslo-	*aneslo-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
389	311	pdf-page-389	14	*anslä-	*anslä-	*anslä-	*anslä-	source-layer	low-greek-or-nonlatin-surrogate	greek_or_nonlatin_surrogate_unresolved	greek_unresolved;still_unresolved		Synkope *anslä- in hälAre. Zu b- s. LEUMANN 174.	*anslā-	*anslā-	medium-repaired-greek-nonlatin-pass7	nonlatin_repaired	repaired_latin_macron_surrogates	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.
