pdf_page	printed_page	page_anchor	source_candidate_pdf_text	normalized_candidate_pass6	normalized_candidate_pass7	lookup_candidate_pass7	confidence_pass7	repair_actions_pass7	issue_bucket_pass7	greek_nonlatin_class_pass7	pass7_note	context_line_pdf_text
406	328	pdf-page-406	*hßug-men-n.	*hßug-men-n	*hßug-men-n	*hßug-men-n	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	*hßug-men-n.
406	328	pdf-page-406	*hßUg-es-	*hßUg-es-	*hßUg-es-	*hßUg-es-	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	*hßUg-es- n.15
406	328	pdf-page-406	*hßUg{J)jes-	*hßUg{J)jes-	*hßUg{J)jes-	*hßUg{J)jes-	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	*hßUg{J)jes-
411	333	pdf-page-411	*h2{1T-öII'{J)jo-	*h₂{1T-öII’{J)jo-	*h₂{1T-öII’{J)jo-	*h₂{1T-öII’{J)jo-	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	*h2{1T-öII'{J)jo-
415	337	pdf-page-415	*hrFärbung	*hrFärbung	*hrFärbung	*hrFärbung	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	liches •h;JO- < ••bjtl-, wo sich das durch *hrFärbung entstandene ·0 noch im Urital. von
417	339	pdf-page-417	*-ikß-	*-ikß-	*-ikß-	*-ikß-	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	23 Die Herkunft des Sx.es aus kelt. *-ikß- < *-ihrkahr ist mögl., doch nicht mit Sicherheit zu be-
418	340	pdf-page-418	?*(-)hzllIlS-S-(i)jah~	?*(-)h₂llIlS-S-(i)jah~	?*(-)h₂llIlS-S-(i)jah~	*(-)h₂llIlS-S-(i)jah~	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	?* (-)hzllIlS-S-(i)jah~ gr. JraPWX' f. PI. 'Wangen' (TI.+ ), ~ 'Backenstück (vom
419	341	pdf-page-419	*cXjJ.ql6(F)atoV	*cXjJ.ql6(F)atoV	*cXjJ.ql6(F)atoV	*cXjJ.ql6(F)atoV	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	60 in *cXjJ.ql6(F)atoV, der kontrahierten Form von *cXjJ.qxii(F)atoV mit kompositioneller Deh-
419	341	pdf-page-419	*cXjJ.qxii(F)atoV	*cXjJ.qxii(F)atoV	*cXjJ.qxii(F)atoV	*cXjJ.qxii(F)atoV	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	60 in *cXjJ.ql6(F)atoV, der kontrahierten Form von *cXjJ.qxii(F)atoV mit kompositioneller Deh-
422	344	pdf-page-422	*hzrtk-(J)jÖD-	*h₂rtk-(J)jÖD-	*h₂rtk-(J)jÖD-	*h₂rtk-(J)jÖD-	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	*hzrtk-(J)jÖD-
423	345	pdf-page-423	*hßCys-	*hßCys-	*hßCys-	*hßCys-	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	*hßCys- 'trocken werden,l
424	346	pdf-page-424	*hßO!!s{J)jo-	*hßOu̯s{J)jo-	*hßOu̯s{J)jo-	*hßOu̯s{J)jo-	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	*hßO!!s{J)jo-
425	347	pdf-page-425	*saIlS.o-).	*saIlS.o-)	*saIlS.o-)	*saIlS.o-	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	(neben bsl., germ. *saIlS.o-). BERG/LINDEMAN, Glotta 70 (1992), 18lf. nehmen eine Entwick-
426	348	pdf-page-426	*h:POps-no-ließen	*h:POps-no-ließen	*h:POps-no-ließen	*h:POps-no-ließen	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	*hp(a)us-elanolahr und die oben genannten *hpus-nahr , *h:POps-no-ließen sich allenfalls
428	350	pdf-page-428	*sträm<	*sträm<	*sträm<	*sträm<	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	(1979), Bf., ders., 1988, 29 muß der GPI. sWm(cä) die Form str;pn< *sträm< *straam
429	351	pdf-page-429	*hßt~r-	*hßt~r-	*hßt~r-	*hßt~r-	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	*hßt~r-
430	352	pdf-page-430	*h~tör.	*h~tör	*h~tör	*h~tör	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	Kollektiv *h~tör. Vg1. auch die vorangehende Anm.
431	353	pdf-page-431	*Scär-ije-	*Scär-ije-	*Scär-ije-	*Scär-ije-	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	toch. A Sre* (NPI. STeif), B Scirye< urtoch. *Scär-ije-, PlNAULT, LALIES 49: B Scirye < Scärjä
431	353	pdf-page-431	*ScärY':	*ScärY’:	*ScärY’:	*ScärY’:	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	"< *sterjo-, toch. A PI. STeDdurch Synkope: *ifrV""< *ScrV""< *ScärY':"
431	353	pdf-page-431	*ster(o)-Jä	*ster(o)-Jä	*ster(o)-Jä	*ster(o)-Jä	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	s.o. Anm. 1 oder als Deminutiv *ster(o)-Jä, so PÄRVULESCU, KZ 91 (1977),44.
432	354	pdf-page-432	*-h2lÜCr	*-h₂lÜCr	*-h₂lÜCr	*-h₂lÜCr	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	*-h2lÜCr
432	354	pdf-page-432	*wa1Jsmö.	*wa1Jsmö	*wa1Jsmö	*wa1Jsmö	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	germ. *wa1Jsmö. m. in ahd. wahsmo m. 'Wachstunl; Frucht; Ge-
436	358	pdf-page-436	*_.-A..-o.rlD-r*.nrrrv-ßl	*_.-A..-o.rlD-r*.nrrrv-ßl	*_.-A..-o.rlD-r*.nrrrv-ßl	*_.-A..-o.rlD-r*.nrrrv-ßl	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	............ I*_.-A..-o.rlD-r*.nrrrv-ßl
438	360	pdf-page-438	*Pe5ÖT	*Pe5ÖT	*Pe5ÖT	*Pe5ÖT	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	Ein Kompositum mit VG *bIen 'in' und dem Kollektivum *Pe5ÖT im HG nimmt HACKSTEIN,
438	360	pdf-page-438	*-ÖT-	*-ÖT-	*-ÖT-	*-ÖT-	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	NASg. des Neutrums habe adverbiale Geltung erlangt. Problematisch, da * -ÖT- bei diesem
440	362	pdf-page-440	*IR»Tbeeinf1ußt	*IR»Tbeeinf1ußt	*IR»Tbeeinf1ußt	*IR»Tbeeinf1ußt	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	des Wortes für Sonnenaufgang *_re oder *IR»Tbeeinf1ußt worden. Nach SCHRUVER 1995,
440	362	pdf-page-440	*l!eson-t-Il!esp-t-	*l!eson-t-Il!esp-t-	*l!eson-t-Il!esp-t-	*l!eson-t-Il!esp-t-	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	*l!eson-t-Il!esp-t- erweitert.
447	369	pdf-page-447	*kBJDbo-uksö~	*kBJDbo-uksö~	*kBJDbo-uksö~	*kBJDbo-uksö~	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	*kBJDbo-uksö~ zurückgebe; semantisch in etwa 'hiIscbartiges Tier mit krummem (Gehörn)'.
448	370	pdf-page-448	"*-hJÖk""-"	*-h₃Ökʷ-	*-h₃Ökʷ-	*-h₃Ökʷ-	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	"*-hJÖk""-"
450	372	pdf-page-450	*-hJÖ~-o-	*-h₃Ö~-o-	*-h₃Ö~-o-	*-h₃Ö~-o-	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	*-hJÖ~-o-
450	372	pdf-page-450	*-hJÖ~-ahr	*-h₃Ö~-ahr	*-h₃Ö~-ahr	*-h₃Ö~-ahr	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	*-hJÖ~-ahr
454	376	pdf-page-454	"*hß}k""-i-."	*hß}kʷ-i-	*hß}kʷ-i-	*hß}kʷ-i-	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	"Neutra, s.u. Anm. 31 zu *hß}k""-i-."
465	387	pdf-page-465	*nAbä-	*nAbä-	*nAbä-	*nAbä-	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	bewahrt sein; alternativ käme eine Kürzung *nAbä- > nabä- in Betracht. Diese Alternative
469	391	pdf-page-469	*:JVs-nä	*:JVs-nä	*:JVs-nä	*:JVs-nä	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	Zu alb. an/! f. 'Seite, Rand, Gegend, Region', das lEW und andere als *:JVs-nä angeschlossen
469	391	pdf-page-469	*jehß-	*jehß-	*jehß-	*jehß-	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	*jehß- 'gürten'
469	391	pdf-page-469	*-johß-	*-johß-	*-johß-	*-johß-	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	*-johß-
469	391	pdf-page-469	*j6hß-men-	*j6hß-men-	*j6hß-men-	*j6hß-men-	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	*j6hß-men- n.
469	391	pdf-page-469	?*johß-mon-	?*johß-mon-	?*johß-mon-	*johß-mon-	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	? *johß-mon-
469	391	pdf-page-469	*johß-ter-4	*johß-ter	*johß-ter	*johß-ter	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	footnote_digits;greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	*johß-ter-4 m.
469	391	pdf-page-469	"*johß-ti"""	"*johß-ti"""	"*johß-ti"""	"*johß-ti"""	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	"*johß-ti"""
469	391	pdf-page-469	*-johß-o-	*-johß-o-	*-johß-o-	*-johß-o-	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	*-johß-o-
469	391	pdf-page-469	?*johß-molah:r	?*johß-molah:r	?*johß-molah:r	*johß-molah:r	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	? *johß-molah:r
469	391	pdf-page-469	*johß-loiah:r	*johß-loiah:r	*johß-loiah:r	*johß-loiah:r	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	*johß-loiah:r
475	397	pdf-page-475	*itV-tüt-	*itV-tüt-	*itV-tüt-	*itV-tüt-	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	SCHRUVER 1995, 103 « *itV-tüt-, wobei air. f- < *je-).
483	405	pdf-page-483	*jchJIl-s-	*jch₃Il-s-	*jch₃Il-s-	*jch₃Il-s-	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	als älteres *jöllsma- hierher gehören, wäre allenfalls mit einem Ansatz *jchJIl-s- zu rechnen,
484	406	pdf-page-484	*jeIlHs-	*jeIlHs-	*jeIlHs-	*jeIlHs-	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	sprachlichen Struktur von *jeIlHs-, •juHs-; s. auch BJORVAND/LINDEMAN 700.
484	406	pdf-page-484	*c-iÜ5-nos	*c-iÜ5-nos	*c-iÜ5-nos	*c-iÜ5-nos	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	stimmen ist. Zu lat. ieiünus, -8, -um 'nüchtern, hungrig', das u.a. als älteres *c-iÜ5-nos erklärt
486	408	pdf-page-486	*HjeIlH-	*HjeIlH-	*HjeIlH-	*HjeIlH-	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	weide, Weideland' (RV+) und Ayavasa- 'ohne Weide' (RV+) usw. kann eine Wz. *HjeIlH-
486	408	pdf-page-486	*jcphro-	*jcphro-	*jcphro-	*jcphro-	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	verhält, zumal wenn keine Verbalwz. greifbar ist: ist *jcphro- eine Abltg. vom Wz.Nomen
488	410	pdf-page-488	*SIlfIba-	*SIlfIba-	*SIlfIba-	*SIlfIba-	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	iran. jav. *SIlfIba- 'Hase' (in pO); khot. saha-, PaSto söe?
488	410	pdf-page-488	*hÖS-l~	*hÖS-l~	*hÖS-l~	*hÖS-l~	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	S. ferner Überlegungen zu einer Vrddhi-Bildung germ. *hÖS-l~ (*kas-i-) im EN Hosi, huosibei
493	415	pdf-page-493	*sär.Jöa-	*sär.Jöa-	*sär.Jöa-	*sär.Jöa-	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	Belege (z.B. Y 1.9) graphisch für *sär.Jöa-, eine Abtlg. von sar.J8a- 'Art, Gattung', stehen
494	416	pdf-page-494	*!qh/-os-von	*!qh/-os-von	*!qh/-os-von	*!qh/-os-von	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	9 Wie bei lat. calere(s.o. Anm.l) etwa auch als *!qh/-os-von der se!-Form transponierbar; nach
495	417	pdf-page-495	*-Jqd-on-	*-Jqd-on-	*-Jqd-on-	*-Jqd-on-	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	*-Jqd-on-
496	418	pdf-page-496	*iqd-jahr	*iqd-iah₂	*iqd-iah₂	*iqd-iah₂	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	*iqd-jahr
496	418	pdf-page-496	*iqd-(1)jo-	*iqd-(1)jo-	*iqd-(1)jo-	*iqd-(1)jo-	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	*iqd-(1)jo-
496	418	pdf-page-496	*iqd-ejoP	*iqd-ei̯oP	*iqd-ei̯oP	*iqd-ei̯oP	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	*iqd-ejoP
500	422	pdf-page-500	*Iqd-su	*Iqd-su	*Iqd-su	*Iqd-su	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	HPB 94, aus einem LPI. *Iqd-su aus semantischen Gründen ablehnt. Die Wörter werden
502	424	pdf-page-502	*XCv-	*XCv-	*XCv-	*XCv-	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	(LIV 330). Denkbare Ausgangspunkte wären •xev- + *bbahr 'glänzen, scheinen' und *XCv-
505	427	pdf-page-505	*XliiOll-ko-	*XliiOll-ko-	*XliiOll-ko-	*XliiOll-ko-	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	*XliiOll-ko-
505	427	pdf-page-505	*Xlu-t-1j1mo-	*Xlu-t-1j1mo-	*Xlu-t-1j1mo-	*Xlu-t-1j1mo-	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	*Xlu-t-1j1mo-
505	427	pdf-page-505	*Xleloll-cl(i)jahr	*Xleloll-cl(i)iah₂	*Xleloll-cl(i)iah₂	*Xleloll-cl(i)iah₂	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	*Xleloll-cl(i)jahr
505	427	pdf-page-505	*Xlelop-iIt(i)jo-	*Xlelop-iIt(i)jo-	*Xlelop-iIt(i)jo-	*Xlelop-iIt(i)jo-	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	*Xlelop-iIt(i)jo-
506	428	pdf-page-506	*kJey-mönt(s)	*kJey-mönt(s)	*kJey-mönt(s)	*kJey-mönt(s	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	Etwas anders DTB 231: zu ved. iromata- usw. als *kJey-mönt(s) mit ö-8tufe im SuffIX, die aus
511	433	pdf-page-511	*srauSyä-	*srauSyä-	*srauSyä-	*srauSyä-	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	iran. *srauSyä- in chwaresm. SMy- 'Disziplinarmaßnahme'lO
512	434	pdf-page-512	*klOl!S-stä-	*klOl!S-stä-	*klOl!S-stä-	*klOl!S-stä-	low-greek-or-nonlatin-surrogate	kept_unresolved_nonlatin_other	greek_unresolved;still_unresolved;nonlatin_still_unresolved	nonlatin-unresolved-other	No safe mechanical repair rule applied.	UV 334f.) und SCHRUVER 1995, 412 « urkelt. *klOl!S-stä-, vgl. Anm. 13 zu kymr. clust), die,
515	437	pdf-page-515	*!oJtX.n)	*!oJtX.n)	*!oJtX.n)	*!oJtX.n	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	Zu den Varianten *!oJtX.n) und *kulltX.n) s. LINDEMAN, NTS 20 (1965), 38ff., 74, 76, vgl.
515	437	pdf-page-515	*kulltX.n)	*kulltX.n)	*kulltX.n)	*kulltX.n	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	Zu den Varianten *!oJtX.n) und *kulltX.n) s. LINDEMAN, NTS 20 (1965), 38ff., 74, 76, vgl.
516	438	pdf-page-516	*/qJOn-i-	*/qJOn-i-	*/qJOn-i-	*/qJOn-i-	low-greek-or-nonlatin-surrogate	kept_unresolved_opaque_script_surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.	+käns in überl. kmns< */qJOn-i- in lyd. Kontext rechnet und ferner lcarisch qan als mutmaßl.
