page,line_on_page,prefix,form,display_form,context
13,30,,*okitā-,*okitā-,"from *okitā- as well, but since *ageþjō- is an alternative reconstruction, it may be closer to the"
13,30,,*ageþjō-,*ageþjō-,"from *okitā- as well, but since *ageþjō- is an alternative reconstruction, it may be closer to the"
13,32,,*agjan-,*agjan-,"manic and Baltic, viz. OS gi-eggian, OHG ecken ‘harrow’ < *agjan- and Lith. akė́ti, ekė́ti, Latv."
13,34,,*ātakā-,*ātakā-,"Oss. adæg ‘harrow’ can be derived from Proto-(Indo-)Iranian *ātakā- [88:I, 28; 141:197],"
13,35,,*Hoketā,*Hoketā,ostensibly metathesized from *Hoketā prior to the Proto-Indo-Iranian palatalization of the
13,41,,*oteka,*oteka,"Slavic-speaking groups. Neither *oteka nor metathesized *oketa is attested in Slavic, however."
13,41,,*oketa,*oketa,"Slavic-speaking groups. Neither *oteka nor metathesized *oketa is attested in Slavic, however."
14,1,,*(ḱ)eh₂p-o/eh₂-,*(ḱ)eh₂p-o/eh₂-,"*(ḱ)eh₂p-o/eh₂- (*kāp-, *kəp- ‘Stu¨ck Land, Grundstu¨ck’ [44:529]; *^kāpos ~ ^kāpéha (or"
14,1,,*kāp-,*kāp-,"*(ḱ)eh₂p-o/eh₂- (*kāp-, *kəp- ‘Stu¨ck Land, Grundstu¨ck’ [44:529]; *^kāpos ~ ^kāpéha (or"
14,1,,*kəp-,*kəp-,"*(ḱ)eh₂p-o/eh₂- (*kāp-, *kəp- ‘Stu¨ck Land, Grundstu¨ck’ [44:529]; *^kāpos ~ ^kāpéha (or"
14,1,,*^kāpos,*^kāpos,"*(ḱ)eh₂p-o/eh₂- (*kāp-, *kəp- ‘Stu¨ck Land, Grundstu¨ck’ [44:529]; *^kāpos ~ ^kāpéha (or"
14,2,,*^kehₐpos,*^kehₐpos,"*^kehₐpos ~ *^kehₐpéhₐ) ‘piece of land, garden’ [18:200]; *kāpos ‘field’ [10]):? Shu. sε̄pc, Rosh."
14,2,,*^kehₐpéhₐ),*^kehₐpéhₐ),"*^kehₐpos ~ *^kehₐpéhₐ) ‘piece of land, garden’ [18:200]; *kāpos ‘field’ [10]):? Shu. sε̄pc, Rosh."
14,2,,*kāpos,*kāpos,"*^kehₐpos ~ *^kehₐpéhₐ) ‘piece of land, garden’ [18:200]; *kāpos ‘field’ [10]):? Shu. sε̄pc, Rosh."
14,3,,*ćāpa-,*ćāpa-,"sēpc ‘cultivated field’ < PIIr. *ćāpa-; Gk. κῆποB, Dor. κᾶποB m. ‘plot of land, garden, plan-"
14,4,,*kāpo-,*kāpo-,"tation; (Cypr.) uncultivated piece of land’ < PGk. *kāpo-; Alb. kopsht, kopësht m. ‘garden;"
14,5,,*kāp-eśta-,*kāp-eśta-,orchard; piece of land granted to a single family’ <? PAlb. *kāp-eśta-; OHG huoba f. ‘plot
14,7,,*hōbō-,*hōbō-,*hōbō-
14,8,,*(ḱk)eh₂p-o/eh₂-,*(ḱk)eh₂p-o/eh₂-,"A formation *(ḱk)eh₂p-o/eh₂- can be reconstructed on the basis of Germanic, Greek and Alba-"
14,9,,*kāp-,*kāp-,"nian evidence. In the latter language, it appears that an element *kāp- was present from Proto-"
14,11,,*-eśta-,*-eśta-,"*-eśta- was added (cf. vresht m. ‘vinyard’ < PAlb. *wain-eśta-). Except for in Cypriote, a rather"
14,11,,*wain-eśta-).,*wain-eśta-).,"*-eśta- was added (cf. vresht m. ‘vinyard’ < PAlb. *wain-eśta-). Except for in Cypriote, a rather"
14,20,,*j́ʰami-čī-,*j́ʰami-čī-,"*j́ʰami-čī-, the productive suffix *-čī- appears to have been added to a base *ćāpa- [145:74], after"
14,20,,*-čī-,*-čī-,"*j́ʰami-čī-, the productive suffix *-čī- appears to have been added to a base *ćāpa- [145:74], after"
14,20,,*ćāpa-,*ćāpa-,"*j́ʰami-čī-, the productive suffix *-čī- appears to have been added to a base *ćāpa- [145:74], after"
14,21,,*ćāpa-,*ćāpa-,"which it caused umlaut. Within the wider Iranian context, however, this *ćāpa- is not necessar-"
14,23,,*ćapa-,*ćapa-,"der grass’ [81:73]. This form has previously been derived from *ćapa- [104:283], but since PIr."
14,24,,*ă,*ă,"*ă in open syllables yields Psht. a or Ø depending on the accent [146:176], a reconstruction with"
14,25,,*ā,*ā,"*ā is more attractive. A variant with *a does seem to be present in MP sbz, spz, NP sabz ‘green,"
14,25,,*a,*a,"*ā is more attractive. A variant with *a does seem to be present in MP sbz, spz, NP sabz ‘green,"
14,26,,*ćapačya-,*ćapačya-,"fresh’. This adjective has been interpreted as continuing *ćapačya- or *ćapači(H)a-, possibly cre-"
14,26,,*ćapači(H)a-,*ćapači(H)a-,"fresh’. This adjective has been interpreted as continuing *ćapačya- or *ćapači(H)a-, possibly cre-"
14,27,,*ćapaka-,*ćapaka-,ated to a formation *ćapaka- for which Bact. σαβαγο ‘crop’ < *ćā̆pā̆kā̆- may be compared
14,27,,*ćā̆pā̆kā̆-,*ćā̆pā̆kā̆-,ated to a formation *ćapaka- for which Bact. σαβαγο ‘crop’ < *ćā̆pā̆kā̆- may be compared
14,29,,*ćapačī-,*ćapačī-,"sian derivation sabzī ‘greenness, verdure, vegetable’, started out as a noun, continuing *ćapačī-"
14,30,,*ă,*ă,‘vegetation’. Since the Iranian variant with *ă is formally incompatible with the root of *(ḱk)eh₂p-
14,30,,*(ḱk)eh₂p-,*(ḱk)eh₂p-,‘vegetation’. Since the Iranian variant with *ă is formally incompatible with the root of *(ḱk)eh₂p-
14,32,,*ḱkop-o-,*ḱkop-o-,"with Skt. śāpa- ‘flotsam’ and Lith. šãpas m. ‘straw’, pl. ‘flotsam’ < *ḱkop-o- [77:II, 629; 144]."
14,33,†,*keres-,†*keres-,"†*keres- (*^ker-2, ^kerə-, ^krē- [44:577]; *kers [19:82]; *keres- ‘millet’ [10]): Hitt. karaš n. ‘wheat,"
14,33,,*^ker-2,*^ker-2,"†*keres- (*^ker-2, ^kerə-, ^krē- [44:577]; *kers [19:82]; *keres- ‘millet’ [10]): Hitt. karaš n. ‘wheat,"
14,33,,*kers,*kers,"†*keres- (*^ker-2, ^kerə-, ^krē- [44:577]; *kers [19:82]; *keres- ‘millet’ [10]): Hitt. karaš n. ‘wheat,"
14,33,,*keres-,*keres-,"†*keres- (*^ker-2, ^kerə-, ^krē- [44:577]; *kers [19:82]; *keres- ‘millet’ [10]): Hitt. karaš n. ‘wheat,"
14,35,,*hersja-,*hersja-,"OHG hirsi, hirso ‘millet’ < PGm. *hersja-"
14,36,,*keres-,*keres-,"A formation *keres- ‘millet’ is given by Mallory [10], based on Hitt. karaš, PGm. *hersja-"
14,36,,*hersja-,*hersja-,"A formation *keres- ‘millet’ is given by Mallory [10], based on Hitt. karaš, PGm. *hersja-"
14,40,,*kar(H)-as-,*kar(H)-as-,"pool’, meaning that the attested káras cannot reflect PIIr. *kar(H)-as- in underived form. More"
14,41,,*ker(H)-es-,*ker(H)-es-,"fatally, PIE *ker(H)-es- should according to the known sound changes have resulted in PIIr."
14,42,,*čar(H)as-,*čar(H)as-,form *čar(H)as- rather than *kar(H)as-.
14,42,,*kar(H)as-.,*kar(H)as-.,form *čar(H)as- rather than *kar(H)as-.
14,43,,*ḱker(H)-s-,*ḱker(H)-s-,"The comparison can be partially saved by reconstructing *ḱker(H)-s- (or *kers- [19:82]), a"
14,43,,*kers-,*kers-,"The comparison can be partially saved by reconstructing *ḱker(H)-s- (or *kers- [19:82]), a"
14,45,,*ḱkerH-,*ḱkerH-,"then be an s-stem created to the PIE root *ḱkerH- ‘feed’, cf. Gk. κορέννυμι ‘satiate, fill’ <"
14,46,,*ḱkorh₁-(?),*ḱkorh₁-(?),"*ḱkorh₁-(?), Lat. Cerēs, -eris f. ‘goddess of grain and fruits’ < *ḱkerH-es-, Lith. šérti ‘feed"
14,46,,*ḱkerH-es-,*ḱkerH-es-,"*ḱkorh₁-(?), Lat. Cerēs, -eris f. ‘goddess of grain and fruits’ < *ḱkerH-es-, Lith. šérti ‘feed"
15,1,,*ḱkerH-,*ḱkerH-,"(animals)’ < *ḱkerH-, Alb. thjer m. ‘acorn’ < *ḱkerH-o(s)- [18:248–9]. However, Hitt. karaš has"
15,1,,*ḱkerH-o(s)-,*ḱkerH-o(s)-,"(animals)’ < *ḱkerH-, Alb. thjer m. ‘acorn’ < *ḱkerH-o(s)- [18:248–9]. However, Hitt. karaš has"
15,2,,*g´ʰersd-,*g´ʰersd-,"alternatively been linked to *g´ʰersd- (q.v.). In addition, the association of PGm. *hersja- with"
15,2,,*hersja-,*hersja-,"alternatively been linked to *g´ʰersd- (q.v.). In addition, the association of PGm. *hersja- with"
15,8,?,*meig´ʰ-,?*meig´ʰ-,"?*meig´ʰ- (*mei^g(h)- ‘barley’ [18:51]; *mei^gʰ- ‘± grain’) [10]: Khot. mäṣṣa-, miṣṣa- ‘field for"
15,8,,*mei^g(h)-,*mei^g(h)-,"?*meig´ʰ- (*mei^g(h)- ‘barley’ [18:51]; *mei^gʰ- ‘± grain’) [10]: Khot. mäṣṣa-, miṣṣa- ‘field for"
15,8,,*mei^gʰ-,*mei^gʰ-,"?*meig´ʰ- (*mei^g(h)- ‘barley’ [18:51]; *mei^gʰ- ‘± grain’) [10]: Khot. mäṣṣa-, miṣṣa- ‘field for"
15,9,,*mixsˇa-(?),*mixsˇa-(?),"seed’ (whence ToA miṣi, ToB miṣe ‘field’ [56:268–9]) < PIIr. *mixsˇa-(?); Lith. miẽžiai m.pl."
15,10,,*maizˇia-,*maizˇia-,"‘barley’, Latv. mìeži m.pl. ‘barley’, OPru. moasis ‘barley’ < *maizˇia-; Latv. màize f. ‘bread’ <"
15,11,,*maizˇiā-,*maizˇiā-,"*maizˇiā-;? OIr. míach n./f. ‘a grain measure, bushel’ < PC *meiko(s)- or *meig-(?)"
15,11,,*meiko(s)-,*meiko(s)-,"*maizˇiā-;? OIr. míach n./f. ‘a grain measure, bushel’ < PC *meiko(s)- or *meig-(?)"
15,11,,*meig-(?),*meig-(?),"*maizˇiā-;? OIr. míach n./f. ‘a grain measure, bushel’ < PC *meiko(s)- or *meig-(?)"
15,12,,*miǵ-so-,*miǵ-so-,"On the basis of the Baltic forms and Khot. mäṣṣa-, miṣṣa-, a reconstruction *miǵ-so- has"
15,14,,*meiǵʰ-,*meiǵʰ-,"law, it became clear that the intonation rather mandates a root *meiǵʰ- with a voiced aspirate"
15,16,,*miǵʰ-so-,*miǵʰ-so-,"*miǵʰ-so- [93:129]. Unfortunately, the implied cluster *-ǵʰs- > PIr. *j́ʰž > *ž does not regularly"
15,16,,*-ǵʰs-,*-ǵʰs-,"*miǵʰ-so- [93:129]. Unfortunately, the implied cluster *-ǵʰs- > PIr. *j́ʰž > *ž does not regularly"
15,16,,*j́ʰž,*j́ʰž,"*miǵʰ-so- [93:129]. Unfortunately, the implied cluster *-ǵʰs- > PIr. *j́ʰž > *ž does not regularly"
15,16,,*ž,*ž,"*miǵʰ-so- [93:129]. Unfortunately, the implied cluster *-ǵʰs- > PIr. *j́ʰž > *ž does not regularly"
15,19,,*miḱk-so-,*miḱk-so-,"Alternatively, Khot. mäṣṣa- can be derived from PIE *miḱk-so-, and then connected to OIr."
15,20,,*meiḱk-o(s)-,*meiḱk-o(s)-,"míach ‘a grain measure, bushel’, assuming that the latter continues PIE *meiḱk-o(s)- [93:129]."
15,22,,*k,*k,4]. The alternative suggestion that OIr. míach acquired its *k by 1) devoicing before s in a nom-
15,23,,*meiǵʰ-s,*meiǵʰ-s,"inative *meiǵʰ-s, and 2) subsequent leveling to the other cases, is not much better, as the anal-"
15,26,,*miǵʰ-so-,*miǵʰ-so-,"tiate an s-stem *miǵʰ-so- [93:129]. Since there is no other Iranian evidence for such an s-stem,"
15,27,,*maij́ʰiākā-,*maij́ʰiākā-,"however, a more straightforward protoform would be *maij́ʰiākā-, perhaps for older"
15,28,,*maij́ʰiukā-,*maij́ʰiukā-,"*maij́ʰiukā-, which would bring it closer to the Baltic attestations continuing *moiǵʰ-io-. How-"
15,28,,*moiǵʰ-io-.,*moiǵʰ-io-.,"*maij́ʰiukā-, which would bring it closer to the Baltic attestations continuing *moiǵʰ-io-. How-"
15,32,,*maij́ʰiukā-,*maij́ʰiukā-,form resists derivation from *maij́ʰiukā-: since ī cannot continue PIr. *ai and ž cannot regu-
15,32,,*ai,*ai,form resists derivation from *maij́ʰiukā-: since ī cannot continue PIr. *ai and ž cannot regu-
15,33,,*ǵʰs,*ǵʰs,"larly reflect *ǵʰs or *ǵi̯, it can only be maintained as a loan from unattested Sogd. *myjwk(h)"
15,33,,*ǵi̯,*ǵi̯,"larly reflect *ǵʰs or *ǵi̯, it can only be maintained as a loan from unattested Sogd. *myjwk(h)"
15,33,,*myjwk(h),*myjwk(h),"larly reflect *ǵʰs or *ǵi̯, it can only be maintained as a loan from unattested Sogd. *myjwk(h)"
15,35,,*j́(ʰ)i̯,*j́(ʰ)i̯,"nian language in which *j́(ʰ)i̯ > *ž. In conclusion, this etymology is plagued by many formal"
15,35,,*ž.,*ž.,"nian language in which *j́(ʰ)i̯ > *ž. In conclusion, this etymology is plagued by many formal"
15,39,,*bāi-maizākā̆-,*bāi-maizākā̆-,"pound with Khot. bījä ‘seed’, i.e. *bāi-maizākā̆- [67:285] or *bija-miysā- “grain plant” [93:129]."
15,39,,*bija-miysā-,*bija-miysā-,"pound with Khot. bījä ‘seed’, i.e. *bāi-maizākā̆- [67:285] or *bija-miysā- “grain plant” [93:129]."
15,40,,*j,*j,"However, the assumed loss of *j appears to be ad hoc and since the origin of biṃ- remains"
15,42,†,*pano-,†*pano-,"†*pano- (*pank-, *pang- ‘Bu¨schel der Hirse’ [44:789];? *pano- ~ *paniko/ehₐ- ‘millet’ [18:383];"
15,42,,*pank-,*pank-,"†*pano- (*pank-, *pang- ‘Bu¨schel der Hirse’ [44:789];? *pano- ~ *paniko/ehₐ- ‘millet’ [18:383];"
15,42,,*pang-,*pang-,"†*pano- (*pank-, *pang- ‘Bu¨schel der Hirse’ [44:789];? *pano- ~ *paniko/ehₐ- ‘millet’ [18:383];"
15,42,,*pano-,*pano-,"†*pano- (*pank-, *pang- ‘Bu¨schel der Hirse’ [44:789];? *pano- ~ *paniko/ehₐ- ‘millet’ [18:383];"
15,42,,*paniko/ehₐ-,*paniko/ehₐ-,"†*pano- (*pank-, *pang- ‘Bu¨schel der Hirse’ [44:789];? *pano- ~ *paniko/ehₐ- ‘millet’ [18:383];"
15,43,,*pano-,*pano-,*pano- [10; 135:65]).
16,1,,*milica,*milica,"velar suffix that is found in triticum ‘wheat’ as well as in alica and *milica (cf. Ital. melica,"
16,4,,*peis-,*peis-,"*peis- (*peis- ‘remove the hulls from grain, grind, thresh’ [18:581]; *peis- ‘grind, thresh’"
16,4,,*peis-,*peis-,"*peis- (*peis- ‘remove the hulls from grain, grind, thresh’ [18:581]; *peis- ‘grind, thresh’"
16,4,,*peis-,*peis-,"*peis- (*peis- ‘remove the hulls from grain, grind, thresh’ [18:581]; *peis- ‘grind, thresh’"
16,5,,*peis-,*peis-,"[135:167]; *peis- ‘grind’) [10]:? Hitt. peš(š)-zⁱ ‘rub, scrub’ < PAn. *pe(i)s-; ToA psäl, ToB"
16,5,,*pe(i)s-,*pe(i)s-,"[135:167]; *peis- ‘grind’) [10]:? Hitt. peš(š)-zⁱ ‘rub, scrub’ < PAn. *pe(i)s-; ToA psäl, ToB"
16,6,,*p,*p,"pīsäl ‘chaff (of grain), husk’ < PTo. *p’əs-l-; Skt. peṣ‘crush, grind’, YAv. pišaṇt- ‘crushing,"
16,7,,*paisˇ-,*paisˇ-,"bruising’ < PIIr. *paisˇ-; Gk. πτίσσω ‘grind, winnow’ < PGk. *pis-i̯e/o-; Lith. paisýti ‘beat"
16,7,,*pis-i̯e/o-,*pis-i̯e/o-,"bruising’ < PIIr. *paisˇ-; Gk. πτίσσω ‘grind, winnow’ < PGk. *pis-i̯e/o-; Lith. paisýti ‘beat"
16,8,,*pais-ī/ā-,*pais-ī/ā-,"(off) chaff from grain’, Latv. pàisît ‘pound or break flax’ < PB *pais-ī/ā-; Ru. pšenó n. ‘mil-"
16,9,,*pьsˇeno,*pьsˇeno,"let’, Sln. pšénọn. ‘peeled grain, millet’ < PSl. *pьsˇeno; OHG fesa f. ‘chaff’ < PGm. *fisōn-;"
16,9,,*fisōn-,*fisōn-,"let’, Sln. pšénọn. ‘peeled grain, millet’ < PSl. *pьsˇeno; OHG fesa f. ‘chaff’ < PGm. *fisōn-;"
16,10,,*pins-e/o-,*pins-e/o-,"Lat. pīnsō ‘crush, pound’ < PIt. *pins-e/o-"
16,11,,*peis-,*peis-,"A root *peis- is widely attested in the Indo-European languages, with meanings suggestive"
16,14,,*paista-,*paista-,"*paista- and MDu. visel, Du. vijzel c. ‘mortar, pestle’ < PGm. *fīsila-. We may further connect"
16,14,,*fīsila-.,*fīsila-.,"*paista- and MDu. visel, Du. vijzel c. ‘mortar, pestle’ < PGm. *fīsila-. We may further connect"
16,15,,*pes-,*pes-,"ToA psäl, ToB pīsäl ‘chaff’, which has previously been connected to a verbal base *pes- ‘blow’"
16,16,,*peis-,*peis-,"[59:417]. As a consequence, the element *peis- must be admitted to the oldest stratum of core"
16,25,,*peis-,*peis-,*peis- occurred in Indo-Anatolian and with what semantic range. It has been suggested that
16,28,,*bʰesH-,*bʰesH-,"nected to Skt. psā́ti ‘chew, devour’ and Gk. ψάω ‘rub, grate, stroke’ < PIE *bʰesH- [cf. 82:98]."
16,29,,*pelH-ou-,*pelH-ou-,"*pelH-ou- (*pelṓus, *pelu̯-ós [44:802]; *pelo/ehₐ- ‘chaff’ [18:104]; *pelo/eh₂- ‘chaff’ [10]): Skt."
16,29,,*pelṓus,*pelṓus,"*pelH-ou- (*pelṓus, *pelu̯-ós [44:802]; *pelo/ehₐ- ‘chaff’ [18:104]; *pelo/eh₂- ‘chaff’ [10]): Skt."
16,29,,*pelu̯-ós,*pelu̯-ós,"*pelH-ou- (*pelṓus, *pelu̯-ós [44:802]; *pelo/ehₐ- ‘chaff’ [18:104]; *pelo/eh₂- ‘chaff’ [10]): Skt."
16,29,,*pelo/ehₐ-,*pelo/ehₐ-,"*pelH-ou- (*pelṓus, *pelu̯-ós [44:802]; *pelo/ehₐ- ‘chaff’ [18:104]; *pelo/eh₂- ‘chaff’ [10]): Skt."
16,29,,*pelo/eh₂-,*pelo/eh₂-,"*pelH-ou- (*pelṓus, *pelu̯-ós [44:802]; *pelo/ehₐ- ‘chaff’ [18:104]; *pelo/eh₂- ‘chaff’ [10]): Skt."
16,30,,*par(H)āu̯,*par(H)āu̯,"palā́va- m. ‘chaff, husks’ < PIIr. *par(H)āu̯ a-; Lith. pẽlūs m.pl. ‘chaff’, Latv. pęlus f.pl."
16,31,,*pelʔu(a)ʔ,*pelʔu(a)ʔ,"‘chaff’, OPru. EV pelwo ‘chaff’ < PB *pelʔu(a)ʔ; OCS plěvy f.pl. ‘chaff’, Ru. polóva f. ‘chaff’,"
16,32,,*pèlva,*pèlva,"SCr. pljȅva f. ‘chaff’ < PSl. *pèlva;? Lat. pulvis, -eris n. ‘dust, powder’ < PIt. *pe/olou̯ -"
16,32,,*pe/olou̯,*pe/olou̯,"SCr. pljȅva f. ‘chaff’ < PSl. *pèlva;? Lat. pulvis, -eris n. ‘dust, powder’ < PIt. *pe/olou̯ -"
16,33,,*pélH-ou-,*pélH-ou-,"An amphidynamic u-stem *pélH-ou-, *plH-u-ós, can be reconstructed on the basis of Indo-"
16,33,,*plH-u-ós,*plH-u-ós,"An amphidynamic u-stem *pélH-ou-, *plH-u-ós, can be reconstructed on the basis of Indo-"
16,35,,*h₁e/ongʷ-ō̆l-o-,*h₁e/ongʷ-ō̆l-o-,this u-stem (cf. Skt. áṅgāra- ‘coal’ < *h₁e/ongʷ-ō̆l-o- for a parallel). The Balto-Slavic forms
16,36,,*-h₂.,*-h₂.,"rather point to an extension with a collective suffix *-h₂. Lat. pulvis, -eris, with analogical *-is-"
16,36,,*-is-,*-is-,"rather point to an extension with a collective suffix *-h₂. Lat. pulvis, -eris, with analogical *-is-"
16,37,,*pelVu̯-,*pelVu̯-,"after cinis, -eris n. ‘dust’ [46:257], probably continues the same formation, i.e. PIt. *pelVu̯- or"
16,38,,*polVu̯-.,*polVu̯-.,"*polVu̯-. Alternatively, it can be grouped with ON fǫl n. ‘thin layer of snow’ < *falwa- (whence"
16,38,,*falwa-,*falwa-,"*polVu̯-. Alternatively, it can be grouped with ON fǫl n. ‘thin layer of snow’ < *falwa- (whence"
16,40,,*palwa-,*palwa-,chaff and dust from harvested grain’ < PAlb. *palwa- < *polH-uo-. In addition to these full-
16,40,,*polH-uo-.,*polH-uo-.,chaff and dust from harvested grain’ < PAlb. *palwa- < *polH-uo-. In addition to these full-
16,41,,*plH-u-,*plH-u-,"grade forms, a zero-grade root variant *plH-u- may possibly have served as the base for Gk."
16,43,,*pelH-,*pelH-,"It is possible to derive the u-stem from a root *pelH-, as found in Gk. πάλλω ‘sway, rock’,"
16,44,,*kʷeh₂t-i-).,*kʷeh₂t-i-).,e.g. through a semantic shift from original ‘shake’ to secondary ‘sieve’ (cf.? *kʷeh₂t-i-). If the
17,3,,*pelH-,*pelH-,"To the same root *pelH-, a number of isolated and possibly independent formations can be"
17,4,,*palejā-,*palejā-,"found. Lat. palea f. ‘chaff, dross, straw’ can be taken back to PIt. *palejā- < *plH-ei-eh₂-, with a"
17,4,,*plH-ei-eh₂-,*plH-ei-eh₂-,"found. Lat. palea f. ‘chaff, dross, straw’ can be taken back to PIt. *palejā- < *plH-ei-eh₂-, with a"
17,5,,*plH-eh₂-.,*plH-eh₂-.,"collective suffix. Gk. πάλη ‘fine flour, dust’ appears to continue *plH-eh₂-. In addition, Alb."
17,7,,*pelH-m-.,*pelH-m-.,"[63:323], can alternatively be derived from *pelH-m-. No certain cognates are available from"
17,8,,*pelh₂-,*pelh₂-,"Tocharian or Anatolian. A possible continuant of a root *pelh₂- is found in Hitt. (Luw.) palḫ-,"
17,11,,*se-sh₁-io-,*se-sh₁-io-,"*se-sh₁-io- (*sasi̯o- ‘Feldfrucht’ [44:880]; *ses(i̯)ó- ‘grain, fruit’ [18:236]; *sᵉsyā, *sᵉsyom [19:41–"
17,11,,*sasi̯o-,*sasi̯o-,"*se-sh₁-io- (*sasi̯o- ‘Feldfrucht’ [44:880]; *ses(i̯)ó- ‘grain, fruit’ [18:236]; *sᵉsyā, *sᵉsyom [19:41–"
17,11,,*ses(i̯)ó-,*ses(i̯)ó-,"*se-sh₁-io- (*sasi̯o- ‘Feldfrucht’ [44:880]; *ses(i̯)ó- ‘grain, fruit’ [18:236]; *sᵉsyā, *sᵉsyom [19:41–"
17,11,,*sᵉsyā,*sᵉsyā,"*se-sh₁-io- (*sasi̯o- ‘Feldfrucht’ [44:880]; *ses(i̯)ó- ‘grain, fruit’ [18:236]; *sᵉsyā, *sᵉsyom [19:41–"
17,11,,*sᵉsyom,*sᵉsyom,"*se-sh₁-io- (*sasi̯o- ‘Feldfrucht’ [44:880]; *ses(i̯)ó- ‘grain, fruit’ [18:236]; *sᵉsyā, *sᵉsyom [19:41–"
17,12,,*ses(i)o-,*ses(i)o-,"2]; *ses(i)o- ‘± grain’ [10]): Skt. sasyá- n. ‘corn, grain’ < PIIr. *sas(H)i̯a; YAv. hahiia- adj."
17,12,,*sas(H)i̯a,*sas(H)i̯a,"2]; *ses(i)o- ‘± grain’ [10]): Skt. sasyá- n. ‘corn, grain’ < PIIr. *sas(H)i̯a; YAv. hahiia- adj."
17,13,,*sas(H)i̯a-,*sas(H)i̯a-,"‘pertaining to grain’ < *sas(H)i̯a-; Skt. sasá- n.(?) ‘corn-field, corn’ < *sas(H)a-; W haidd,"
17,13,,*sas(H)a-,*sas(H)a-,"‘pertaining to grain’ < *sas(H)i̯a-; Skt. sasá- n.(?) ‘corn-field, corn’ < *sas(H)a-; W haidd,"
17,14,,*sesi̯o-,*sesi̯o-,"Corn. hêth, Bret. heiz ‘barley’ < PC *sesi̯o-"
17,15,,*ses-io-,*ses-io-,A reconstruction *ses-io- has been proposed on the basis of Celtic and Indo-Iranian. The
17,16,,*sas-i̯o-,*sas-i̯o-,alternative reconstructions *sas-i̯o- [44:880; 104:23] and *sh₁s-io- [21:57] appear to be primar-
17,16,,*sh₁s-io-,*sh₁s-io-,alternative reconstructions *sas-i̯o- [44:880; 104:23] and *sh₁s-io- [21:57] appear to be primar-
17,18,,*sasia,*sasia,"Italy. The term has been emended to *sasia, so as to compare it to alleged Proto-Celtic *sasi̯o-"
17,18,,*sasi̯o-,*sasi̯o-,"Italy. The term has been emended to *sasia, so as to compare it to alleged Proto-Celtic *sasi̯o-"
17,19,,*sassia.,*sassia.,"and some Occitan words including Cat. xeixa, Val. seixa ‘white wheat’ < PRom. *sassia. How-"
17,20,,*a,*a,"ever, the reconstruction of Proto-Celtic *a is contradicted by the Welsh vocalism [51:318–9]"
17,21,,*sasi̯ā,*sasi̯ā,and the double ss implied by the Occitan material can be explained neither from PC *sasi̯ā nor
17,22,,*sasia,*sasia,"from PRom. *sasia [116:XI, 257]."
17,23,,*ses-io-,*ses-io-,"Through internal reconstruction, the proposed *ses-io- can be interpreted as a reduplicated"
17,24,,*seh₁-,*seh₁-,"formation to the root *seh₁- ‘sow’, extended with the collective io-suffix. If correct, the underly-"
17,25,,*seh₁-,*seh₁-,ing meaning of the word must have been ‘collections of seeds’. The meaning of the root *seh₁-
17,27,,*sh₁-oi-,*sh₁-oi-,"ground)’, cf. Hitt. šai-ⁱ ‘impress, prick’ < *sh₁-oi- [125:504]. If correct, the creation of the for-"
17,28,,*se-sh₁-io-,*se-sh₁-io-,mation *se-sh₁-io- must likewise postdate this semantic shift.
17,30,,*sasa-,*sasa-,and thus presupposes PIIr. *sasa- < PIE *ses-o- [155] or *se-sh₁-o- [156:180]. A formal resem-
17,30,,*ses-o-,*ses-o-,and thus presupposes PIIr. *sasa- < PIE *ses-o- [155] or *se-sh₁-o- [156:180]. A formal resem-
17,30,,*se-sh₁-o-,*se-sh₁-o-,and thus presupposes PIIr. *sasa- < PIE *ses-o- [155] or *se-sh₁-o- [156:180]. A formal resem-
17,33,,*-sh₁-.,*-sh₁-.,"laryngeal, in view of the lack of expected geminate -šš- < *-sh₁-. For this reason, the alternative"
17,36,,*sHdʰ-ie/o-.,*sHdʰ-ie/o-.,with Ved. sidhyati ‘succeeds’ < *sHdʰ-ie/o-.
17,37,,*srp-o/eh₂-,*srp-o/eh₂-,"*srp-o/eh₂- (*serp- ‘Sichel, krummer Haken’ [44:911–2]; *sŕ̥po/ehₐ- ‘sickle’ [18:8]; *srpo/eh₂-"
17,37,,*serp-,*serp-,"*srp-o/eh₂- (*serp- ‘Sichel, krummer Haken’ [44:911–2]; *sŕ̥po/ehₐ- ‘sickle’ [18:8]; *srpo/eh₂-"
17,37,,*sŕ̥po/ehₐ-,*sŕ̥po/ehₐ-,"*srp-o/eh₂- (*serp- ‘Sichel, krummer Haken’ [44:911–2]; *sŕ̥po/ehₐ- ‘sickle’ [18:8]; *srpo/eh₂-"
17,37,,*srpo/eh₂-,*srpo/eh₂-,"*srp-o/eh₂- (*serp- ‘Sichel, krummer Haken’ [44:911–2]; *sŕ̥po/ehₐ- ‘sickle’ [18:8]; *srpo/eh₂-"
17,38,,*sr̥,*sr̥,"‘sickle’ [10]): Gk. ἅρπη f. ‘sickle’ < PGk. *sr̥ pā-; Latv. sirpis, sìrps m. ‘sickle’ < PB *sirp(i)a-;"
17,38,,*sirp(i)a-,*sirp(i)a-,"‘sickle’ [10]): Gk. ἅρπη f. ‘sickle’ < PGk. *sr̥ pā-; Latv. sirpis, sìrps m. ‘sickle’ < PB *sirp(i)a-;"
