label	line	pdf_page	source_page	context
Latin	3050	pdf-166	150	3. Classical Latin lingua appears to have been remodeled by lexical analogy with the unrelated verb lingere ‘to lick’. A similar remodeling seems to have occurred independently in Lithuanian and in Armenian.
Latin	3052	pdf-166	150	4. That dissimilation in Iberian Latin ‘tree’ was intramorphemic seems surprising: we might expect the two r’s of Latin arbor to have been a single melodic feature bundle linked to two C-slots – note that Latin had no constraint against adjacent r’s – in which case the dissimilation appears to be a 
Latin	3052	pdf-166	150	4. That dissimilation in Iberian Latin ‘tree’ was intramorphemic seems surprising: we might expect the two r’s of Latin arbor to have been a single melodic feature bundle linked to two C-slots – note that Latin had no constraint against adjacent r’s – in which case the dissimilation appears to be a 
Latin	3052	pdf-166	150	4. That dissimilation in Iberian Latin ‘tree’ was intramorphemic seems surprising: we might expect the two r’s of Latin arbor to have been a single melodic feature bundle linked to two C-slots – note that Latin had no constraint against adjacent r’s – in which case the dissimilation appears to be a 
OE	3056	pdf-166	150	6. The conditioning of OE fricative voicing by stress seems peculiar, but the fact that the abstract noun suffixes -þ(u) and -s did not undergo it, at a time when they must still have been *-iþu and *-isi, seems to demand the restriction; so does the voicelessness of the cluster in bletsian ‘to bles
ME	3058	pdf-166	150	7. Great care is needed in assessing the impact of OF loanwords on ME phonology, for several reasons. In the first place, some nouns now spelled with word-final -ce were borrowed without word-final /-ə/; for instance, pais ‘peace’ is attested from 1154 and vois ‘voice’ from the 1290’s. On the other 
OE	3058	pdf-166	150	7. Great care is needed in assessing the impact of OF loanwords on ME phonology, for several reasons. In the first place, some nouns now spelled with word-final -ce were borrowed without word-final /-ə/; for instance, pais ‘peace’ is attested from 1154 and vois ‘voice’ from the 1290’s. On the other 
French	3058	pdf-166	150	7. Great care is needed in assessing the impact of OF loanwords on ME phonology, for several reasons. In the first place, some nouns now spelled with word-final -ce were borrowed without word-final /-ə/; for instance, pais ‘peace’ is attested from 1154 and vois ‘voice’ from the 1290’s. On the other 
PIE	3064	pdf-167	151	8. To evaluate the cognates cited from other languages the reader needs to know that in word-initial position PIE aspirated stops became voiced stops in Germanic, but fricatives in the Italic languages; in both cases the outcomes are etymologically unambiguous. The Greek and Oscan nouns meaning ‘wal
German	3064	pdf-167	151	8. To evaluate the cognates cited from other languages the reader needs to know that in word-initial position PIE aspirated stops became voiced stops in Germanic, but fricatives in the Italic languages; in both cases the outcomes are etymologically unambiguous. The Greek and Oscan nouns meaning ‘wal
Oscan	3064	pdf-167	151	8. To evaluate the cognates cited from other languages the reader needs to know that in word-initial position PIE aspirated stops became voiced stops in Germanic, but fricatives in the Italic languages; in both cases the outcomes are etymologically unambiguous. The Greek and Oscan nouns meaning ‘wal
Sanskrit	3064	pdf-167	151	8. To evaluate the cognates cited from other languages the reader needs to know that in word-initial position PIE aspirated stops became voiced stops in Germanic, but fricatives in the Italic languages; in both cases the outcomes are etymologically unambiguous. The Greek and Oscan nouns meaning ‘wal
German	3070	pdf-167	151	11. There is a further fact that necessarily complicates any assessment of the loss of devoicing in High German: most of the more northerly High German dialects, including the other relevant dialects that Keller describes (Alsatian and the dialect of Darmstadt), have largely merged the voiced and vo
German	3070	pdf-167	151	11. There is a further fact that necessarily complicates any assessment of the loss of devoicing in High German: most of the more northerly High German dialects, including the other relevant dialects that Keller describes (Alsatian and the dialect of Darmstadt), have largely merged the voiced and vo
Proto-Germanic	3092	pdf-169	153	Since 1960 further reasons to doubt the traditional approach to morphological change have accumulated. Many “analogical” changes can be shown to be phonological (see the preceding chapter). Others are fundamentally syntactic; for instance, the process by which the functions of the inherited dative, 
Old English	3092	pdf-169	153	Since 1960 further reasons to doubt the traditional approach to morphological change have accumulated. Many “analogical” changes can be shown to be phonological (see the preceding chapter). Others are fundamentally syntactic; for instance, the process by which the functions of the inherited dative, 
OE	3092	pdf-169	153	Since 1960 further reasons to doubt the traditional approach to morphological change have accumulated. Many “analogical” changes can be shown to be phonological (see the preceding chapter). Others are fundamentally syntactic; for instance, the process by which the functions of the inherited dative, 
German	3094	pdf-169	153	Confronting actual studies of acquisition with data from the historical record leads almost immediately to interesting questions; here is an example. Reported morphological acquisition errors are mostly of two types: failure to express a morphosyntactic category that is obligatorily expressed in the
OE	3098	pdf-170	154	littered with innovative irregular verb forms. Regular verbs that have become irregular within the attested history of English include at least catch, dig, dream, kneel, ring, stick, string, strive, wear, and in the USA dive (see the OED s.vv.; there are also several more involved examples). And tho
OE	3098	pdf-170	154	littered with innovative irregular verb forms. Regular verbs that have become irregular within the attested history of English include at least catch, dig, dream, kneel, ring, stick, string, strive, wear, and in the USA dive (see the OED s.vv.; there are also several more involved examples). And tho
Latin	3122	pdf-172	156	(Note also precept and contraception.) But -ceive has no definable meaning; only its compounds have meanings, and there is no semantic common denominator between them. In inflectional paradigms we even encounter morphemes which are completely empty semantically. A standard example is the Navajo morp
Latin	3122	pdf-172	156	(Note also precept and contraception.) But -ceive has no definable meaning; only its compounds have meanings, and there is no semantic common denominator between them. In inflectional paradigms we even encounter morphemes which are completely empty semantically. A standard example is the Navajo morp
German	3124	pdf-172	156	Conversely, just as there are “pieces” of words with no meaning or function, so there are meanings and functions which are expressed not by any piece, but by a process. Familiar examples are English men, women, feet, teeth, geese, mice, lice and the large class of German plurals exemplified by Väter
German	3124	pdf-172	156	Conversely, just as there are “pieces” of words with no meaning or function, so there are meanings and functions which are expressed not by any piece, but by a process. Familiar examples are English men, women, feet, teeth, geese, mice, lice and the large class of German plurals exemplified by Väter
Latin	3172	pdf-176	160	What happens in the morphological module of the grammar will be easiest to understand if we follow a hypothetical derivation from the output of syntax to the underlying phonological representation. In the default case Vocabulary insertion occurs at once, with one Vocabulary item inserted at each syn
Latin	3172	pdf-176	160	What happens in the morphological module of the grammar will be easiest to understand if we follow a hypothetical derivation from the output of syntax to the underlying phonological representation. In the default case Vocabulary insertion occurs at once, with one Vocabulary item inserted at each syn
Ancient Greek	3172	pdf-176	160	What happens in the morphological module of the grammar will be easiest to understand if we follow a hypothetical derivation from the output of syntax to the underlying phonological representation. In the default case Vocabulary insertion occurs at once, with one Vocabulary item inserted at each syn
Ancient Greek	3174	pdf-176	160	Ancient Greek verb endings are fused suffixes that mark the person and number of the subject. There are two complete sets, traditionally called “primary” and “secondary.” The latter occur in the past tenses of the indicative (imperfect, aorist, and pluperfect) and in the optative mood; the primary t
Attic	3178	pdf-177	161	**Table 7.1 Attic Greek mediopassive verb endings**
Attic	3195	pdf-177	161	The sets of mediopassive endings in the Attic dialect of c.400 BCE are given in Table 7.1. (The presence or absence of /s/ in the 2sg. endings is a phonological complication which has nothing to do with the morphological processes at issue here.) It can be seen that there are a number of syncretisms
Ancient Greek	3195	pdf-177	161	The sets of mediopassive endings in the Attic dialect of c.400 BCE are given in Table 7.1. (The presence or absence of /s/ in the 2sg. endings is a phonological complication which has nothing to do with the morphological processes at issue here.) It can be seen that there are a number of syncretisms
German	3195	pdf-177	161	The sets of mediopassive endings in the Attic dialect of c.400 BCE are given in Table 7.1. (The presence or absence of /s/ in the 2sg. endings is a phonological complication which has nothing to do with the morphological processes at issue here.) It can be seen that there are a number of syncretisms
Old Irish	3195	pdf-177	161	The sets of mediopassive endings in the Attic dialect of c.400 BCE are given in Table 7.1. (The presence or absence of /s/ in the 2sg. endings is a phonological complication which has nothing to do with the morphological processes at issue here.) It can be seen that there are a number of syncretisms
Tocharian	3195	pdf-177	161	The sets of mediopassive endings in the Attic dialect of c.400 BCE are given in Table 7.1. (The presence or absence of /s/ in the 2sg. endings is a phonological complication which has nothing to do with the morphological processes at issue here.) It can be seen that there are a number of syncretisms
Ancient Greek	3201	pdf-178	162	which prohibits feature bundles including first person and dual in finite verbs (i.e. in the presence of Tense; a more formal statement would specify that the filter applies when the finite verb has been Merged with Tense). The filter obviously applies after the fusion of terminal nodes, and it appl
Ancient Greek	3227	pdf-179	163	This will work, but the details are problematic in two ways. First, the ending -(s)o is to be inserted under two disjunct conditions (in categories for which secondary endings are appropriate and in imperatives); a more parsimonious analysis would make it the default ending. Since imperative endings
Ancient Greek	3253	pdf-180	164	We have presented these alternative analyses to make a point. As Indo- Europeanists have long suspected, there is no optimal analysis of the Ancient Greek person-and-number endings, nor of the similar systems to be found in other archaic Indo-European languages; not all the details “make sense,” and
Old Irish	3257	pdf-180	164	How to handle suppletion in DM is an unresolved question. The suggestion that only f-morphemes can exhibit suppletion seems difficult to reconcile with the facts; for instance, it seems impossible that the suppletive verbs of Old Irish, which number at least fourteen, are all f-morphemes.3 We will e
Ancient Greek	3271	pdf-181	165	2. The strongest evidence that the Ancient Greek primary endings are the default endings comes from the active voice of the optative mood of thematic and sigmatic stems. The inherited 1sg. forms ended in -οια /-oia/ and *-σαια */-saia/ (the former is actually attested in Arkadian εηελαύνοια /ekselau
Arkadian	3271	pdf-181	165	2. The strongest evidence that the Ancient Greek primary endings are the default endings comes from the active voice of the optative mood of thematic and sigmatic stems. The inherited 1sg. forms ended in -οια /-oia/ and *-σαια */-saia/ (the former is actually attested in Arkadian εηελαύνοια /ekselau
Old Irish	3273	pdf-181	165	3. Old Irish verbs that are unarguably suppletive include the following (cited in the present indicative 3sg., as there is no infinitive): the copula is and the substantive verb atá, both ‘is’ (but used in different syntactic contexts); ad·cí ‘sees’, agid ‘drives’, at·ḃaill ‘dies’, berid ‘carries’, 
Ancient Greek	3277	pdf-182	166	paradigms, both suppletive), do·tét ‘comes’, do·tuit ‘falls’, fo·ceird ‘puts’, fo·gaib ‘finds’, ibid ‘drinks’, and téit ‘goes’; verbs which are suppletive under at least some analyses include ad·cota ‘obtains’, bronnaid ‘injures, damages’, con·oí ‘protects’, do·bidci ‘shoots, casts, hurls’, gataid ‘
Tocharian	3277	pdf-182	166	paradigms, both suppletive), do·tét ‘comes’, do·tuit ‘falls’, fo·ceird ‘puts’, fo·gaib ‘finds’, ibid ‘drinks’, and téit ‘goes’; verbs which are suppletive under at least some analyses include ad·cota ‘obtains’, bronnaid ‘injures, damages’, con·oí ‘protects’, do·bidci ‘shoots, casts, hurls’, gataid ‘
Old English	3287	pdf-183	167	Reinterpretation of the feature content of word-internal syntactic terminal nodes by native learners is a universal type of change. English provides some straightforward examples. Modern English -dom, -hood, -ship are destressed forms of Old English (OE) dōm ‘judgment, rule, power’, hād ‘person, ran
OE	3287	pdf-183	167	Reinterpretation of the feature content of word-internal syntactic terminal nodes by native learners is a universal type of change. English provides some straightforward examples. Modern English -dom, -hood, -ship are destressed forms of Old English (OE) dōm ‘judgment, rule, power’, hād ‘person, ran
OE	3303	pdf-183	167	other innovative forms (see the OED s.v. -dom). Stage (c) is almost inevitable if the lexemes which gave rise to the suffixes cease to be used as independent words or undergo substantial shifts in meaning, but that does not seem to be a necessary precondition for reanalysis. For instance, the adject
German	3303	pdf-183	167	other innovative forms (see the OED s.v. -dom). Stage (c) is almost inevitable if the lexemes which gave rise to the suffixes cease to be used as independent words or undergo substantial shifts in meaning, but that does not seem to be a necessary precondition for reanalysis. For instance, the adject
OE	3303	pdf-183	167	other innovative forms (see the OED s.v. -dom). Stage (c) is almost inevitable if the lexemes which gave rise to the suffixes cease to be used as independent words or undergo substantial shifts in meaning, but that does not seem to be a necessary precondition for reanalysis. For instance, the adject
OE	3306	pdf-183	167	(a)       Fully transparent compounds were formed; at this stage OE wīsdōm,
OE	3313	pdf-184	168	‘shaped like X’ or ‘looking like X’, where X represents the first member of the compound (Meid 1967: 226–7); but whereas the independent English word has largely been lost (see the OED s.v. lich), the corresponding German word survives with only modestly restricted meaning as Leiche ‘corpse’ (see Kl
German	3313	pdf-184	168	‘shaped like X’ or ‘looking like X’, where X represents the first member of the compound (Meid 1967: 226–7); but whereas the independent English word has largely been lost (see the OED s.v. lich), the corresponding German word survives with only modestly restricted meaning as Leiche ‘corpse’ (see Kl
Ancient Greek	3315	pdf-184	168	Functional morphemes are also subject to reinterpretation, as a sketch of the history of Ancient Greek /-ske-/ ∼/-sko-/ -σκε- ∼-σκο- will demonstrate. The Greek suffix was inherited from Proto-Indo-European (PIE); in the parent language it seems to have formed iterative and habitual stems, of which 
Proto-Indo-European	3315	pdf-184	168	Functional morphemes are also subject to reinterpretation, as a sketch of the history of Ancient Greek /-ske-/ ∼/-sko-/ -σκε- ∼-σκο- will demonstrate. The Greek suffix was inherited from Proto-Indo-European (PIE); in the parent language it seems to have formed iterative and habitual stems, of which 
PIE	3315	pdf-184	168	Functional morphemes are also subject to reinterpretation, as a sketch of the history of Ancient Greek /-ske-/ ∼/-sko-/ -σκε- ∼-σκο- will demonstrate. The Greek suffix was inherited from Proto-Indo-European (PIE); in the parent language it seems to have formed iterative and habitual stems, of which 
Ancient Greek	3319	pdf-184	168	In Ancient Greek the function of this suffix had been generalized, so that it was just one of many affixes used to form imperfective aspect stems (traditionally called “present stems”). For instance, among the roughly two dozen such presents attested in the Homeric poems (our earliest substantial Gr
Ionic	3344	pdf-185	169	**Figure 8.1 Ionic dialect ‘say’ before reanalysis**
Ionic	3346	pdf-185	169	> [Figure description: Word-internal structure for Ionic dialect “say” before reanalysis, contrasting a root-plus-perfective structure with a separate stem containing -ske-.]
Ionic	3348	pdf-185	169	**Figure 8.2 Ionic dialect ‘say’ after reanalysis**
Ionic	3350	pdf-185	169	> [Figure description: Word-internal structure for Ionic dialect “say” after reanalysis, showing -ske- as an added iterative/habitual suffix outside the aspect stem.]
PIE	3352	pdf-185	169	stem /eske-/ ∼/esko-/ was clearly inherited from PIE, being cognate with Palaic imperative iska ‘be!’, Old Latin escit ‘is’, and the Tocharian B copula 3sg. star-, 3pl. skentar- (see Keller 1985, Hackstein 1995: 277–82 with references, Zerdin 2000: 40, 310–11). The stem /pʰa-ske-/ ∼/pʰa-sko-/ has no
Latin	3352	pdf-185	169	stem /eske-/ ∼/esko-/ was clearly inherited from PIE, being cognate with Palaic imperative iska ‘be!’, Old Latin escit ‘is’, and the Tocharian B copula 3sg. star-, 3pl. skentar- (see Keller 1985, Hackstein 1995: 277–82 with references, Zerdin 2000: 40, 310–11). The stem /pʰa-ske-/ ∼/pʰa-sko-/ has no
Tocharian	3352	pdf-185	169	stem /eske-/ ∼/esko-/ was clearly inherited from PIE, being cognate with Palaic imperative iska ‘be!’, Old Latin escit ‘is’, and the Tocharian B copula 3sg. star-, 3pl. skentar- (see Keller 1985, Hackstein 1995: 277–82 with references, Zerdin 2000: 40, 310–11). The stem /pʰa-ske-/ ∼/pʰa-sko-/ has no
Attic	3352	pdf-185	169	stem /eske-/ ∼/esko-/ was clearly inherited from PIE, being cognate with Palaic imperative iska ‘be!’, Old Latin escit ‘is’, and the Tocharian B copula 3sg. star-, 3pl. skentar- (see Keller 1985, Hackstein 1995: 277–82 with references, Zerdin 2000: 40, 310–11). The stem /pʰa-ske-/ ∼/pʰa-sko-/ has no
Ionic	3352	pdf-185	169	stem /eske-/ ∼/esko-/ was clearly inherited from PIE, being cognate with Palaic imperative iska ‘be!’, Old Latin escit ‘is’, and the Tocharian B copula 3sg. star-, 3pl. skentar- (see Keller 1985, Hackstein 1995: 277–82 with references, Zerdin 2000: 40, 310–11). The stem /pʰa-ske-/ ∼/pʰa-sko-/ has no
Ionic	3354	pdf-185	169	It appears that in the Ionic dialect, in some generation prior to the composition of the Homeric poems, one or (more likely) both of these stems in -ske/o- was reanalyzed as follows (see Zerdin 2000: 282). Before the reanalysis ‘say’, for instance, had the terminal nodes and the phonological strings
Ionic	3354	pdf-185	169	It appears that in the Ionic dialect, in some generation prior to the composition of the Homeric poems, one or (more likely) both of these stems in -ske/o- was reanalyzed as follows (see Zerdin 2000: 282). Before the reanalysis ‘say’, for instance, had the terminal nodes and the phonological strings
Ionic	3354	pdf-185	169	It appears that in the Ionic dialect, in some generation prior to the composition of the Homeric poems, one or (more likely) both of these stems in -ske/o- was reanalyzed as follows (see Zerdin 2000: 282). Before the reanalysis ‘say’, for instance, had the terminal nodes and the phonological strings
Ionic	3354	pdf-185	169	It appears that in the Ionic dialect, in some generation prior to the composition of the Homeric poems, one or (more likely) both of these stems in -ske/o- was reanalyzed as follows (see Zerdin 2000: 282). Before the reanalysis ‘say’, for instance, had the terminal nodes and the phonological strings
PIE	3358	pdf-186	170	Interestingly, this reinterpretation of /-ske- ∼-sko-/ is probably more or less the reverse of one which occurred much earlier in the prehistory of Greek, in which the PIE iterative suffix was reinterpreted as an imperfective marker. Unfortunately that change cannot be reconstructed in comparable de
PIE	3358	pdf-186	170	Interestingly, this reinterpretation of /-ske- ∼-sko-/ is probably more or less the reverse of one which occurred much earlier in the prehistory of Greek, in which the PIE iterative suffix was reinterpreted as an imperfective marker. Unfortunately that change cannot be reconstructed in comparable de
Ionic	3358	pdf-186	170	Interestingly, this reinterpretation of /-ske- ∼-sko-/ is probably more or less the reverse of one which occurred much earlier in the prehistory of Greek, in which the PIE iterative suffix was reinterpreted as an imperfective marker. Unfortunately that change cannot be reconstructed in comparable de
OE	3360	pdf-186	170	A more involved example of reinterpretation gave rise to the English default adverb-forming suffix -ly. Etymologically this suffix is more or less descended from OE -liċ (and its Old Norse cognate -lig-, which occurred in Norse loans); but as we noted at the beginning of this section, that suffix or
Old Norse	3360	pdf-186	170	A more involved example of reinterpretation gave rise to the English default adverb-forming suffix -ly. Etymologically this suffix is more or less descended from OE -liċ (and its Old Norse cognate -lig-, which occurred in Norse loans); but as we noted at the beginning of this section, that suffix or
OE	3360	pdf-186	170	A more involved example of reinterpretation gave rise to the English default adverb-forming suffix -ly. Etymologically this suffix is more or less descended from OE -liċ (and its Old Norse cognate -lig-, which occurred in Norse loans); but as we noted at the beginning of this section, that suffix or
OE	3360	pdf-186	170	A more involved example of reinterpretation gave rise to the English default adverb-forming suffix -ly. Etymologically this suffix is more or less descended from OE -liċ (and its Old Norse cognate -lig-, which occurred in Norse loans); but as we noted at the beginning of this section, that suffix or
OE	3360	pdf-186	170	A more involved example of reinterpretation gave rise to the English default adverb-forming suffix -ly. Etymologically this suffix is more or less descended from OE -liċ (and its Old Norse cognate -lig-, which occurred in Norse loans); but as we noted at the beginning of this section, that suffix or
OE	3360	pdf-186	170	A more involved example of reinterpretation gave rise to the English default adverb-forming suffix -ly. Etymologically this suffix is more or less descended from OE -liċ (and its Old Norse cognate -lig-, which occurred in Norse loans); but as we noted at the beginning of this section, that suffix or
OE	3360	pdf-186	170	A more involved example of reinterpretation gave rise to the English default adverb-forming suffix -ly. Etymologically this suffix is more or less descended from OE -liċ (and its Old Norse cognate -lig-, which occurred in Norse loans); but as we noted at the beginning of this section, that suffix or
Middle English	3360	pdf-186	170	A more involved example of reinterpretation gave rise to the English default adverb-forming suffix -ly. Etymologically this suffix is more or less descended from OE -liċ (and its Old Norse cognate -lig-, which occurred in Norse loans); but as we noted at the beginning of this section, that suffix or
ME	3360	pdf-186	170	A more involved example of reinterpretation gave rise to the English default adverb-forming suffix -ly. Etymologically this suffix is more or less descended from OE -liċ (and its Old Norse cognate -lig-, which occurred in Norse loans); but as we noted at the beginning of this section, that suffix or
ME	3362	pdf-186	170	These examples of feature reinterpretation also involve the resegmentation of forms, which merits further discussion. The most obvious type of resegmentation splits a single terminal into two, assigning partly new content to at least one of the two terminals and part of the phonological string to ea
French	3362	pdf-186	170	These examples of feature reinterpretation also involve the resegmentation of forms, which merits further discussion. The most obvious type of resegmentation splits a single terminal into two, assigning partly new content to at least one of the two terminals and part of the phonological string to ea
French	3368	pdf-187	171	Superficially similar to the process just described is backformation, which can be defined as the use of a word-formation process in reverse to derive a simpler word from a more complex one. The usual raw material for backformation is a word of which the head is a recognizable affix but the apparent
Latin	3368	pdf-187	171	Superficially similar to the process just described is backformation, which can be defined as the use of a word-formation process in reverse to derive a simpler word from a more complex one. The usual raw material for backformation is a word of which the head is a recognizable affix but the apparent
French	3370	pdf-187	171	The same process of reverse derivation can lead to a shift in the boundaries of affixes. For instance, the English verb to orient was borrowed from French early in the eighteenth century, and in the middle of the nineteenth century a noun orientation was derived from it. Almost at once a verb orient
Latin	3372	pdf-187	171	Simpler shifts in the boundaries of affixes – the phonological strings manipulated by Vocabulary insertion in DM – are also common. Latin verb conjugation provides a typical example. Most “first conjugation” verbs (the class with present stems in -ā-) seem to be fairly recent creations, but the few 
PIE	3372	pdf-187	171	Simpler shifts in the boundaries of affixes – the phonological strings manipulated by Vocabulary insertion in DM – are also common. Latin verb conjugation provides a typical example. Most “first conjugation” verbs (the class with present stems in -ā-) seem to be fairly recent creations, but the few 
Sanskrit	3372	pdf-187	171	Simpler shifts in the boundaries of affixes – the phonological strings manipulated by Vocabulary insertion in DM – are also common. Latin verb conjugation provides a typical example. Most “first conjugation” verbs (the class with present stems in -ā-) seem to be fairly recent creations, but the few 
PIE	3372	pdf-187	171	Simpler shifts in the boundaries of affixes – the phonological strings manipulated by Vocabulary insertion in DM – are also common. Latin verb conjugation provides a typical example. Most “first conjugation” verbs (the class with present stems in -ā-) seem to be fairly recent creations, but the few 
Latin	3372	pdf-187	171	Simpler shifts in the boundaries of affixes – the phonological strings manipulated by Vocabulary insertion in DM – are also common. Latin verb conjugation provides a typical example. Most “first conjugation” verbs (the class with present stems in -ā-) seem to be fairly recent creations, but the few 
Oscan	3376	pdf-188	172	3pl. coisatens ‘they administered, cūrāvērunt’). But the loss of intervocalic *y and the subsequent contraction of vowels (*-a-ye/o- > *-a-e/o- > *-ā-), or deletion of a short vowel after a long vowel (*-ā-ye/o- > *-ā-e/o- > *-ā-), made the original verb-forming suffix *-ye- ∼*-yo- unrecoverable by 
Ancient Greek	3378	pdf-188	172	As might be expected, ambiguity can also lead to shifts in the boundaries of phonological pieces; the Ancient Greek verb system offers a simple example. There was a class of perfective (“aorist”) stems formed with a suffix /-ɛ:-/ -η-, still largely intransitive in the Homeric poems, which acquired p
German	3384	pdf-189	173	halfway in the case of the modern German “separable prefixes.” When the verb form is finite, the verb and the particle, which constitute an idiom (i.e., a multiroot Encyclopedia entry) with a specific and often idiosyncratic meaning (e.g. aufführen ‘to perform’: auf ‘on, on top, up’, führen ‘to lead
German	3390	pdf-189	173	‘They will perform the play.’ It is clear that aufführen and aufgeführt are single phonological words because each exhibits only a single primary stress (on auf-). Interestingly, this is the second round of univerbation, so to speak, that has occurred in the history of German verbs. There is also a 
German	3394	pdf-189	173	These prefixes, too, were once independent particles which could be separated from the verb root. No direct ancestor of German is attested early enough to demonstrate that. However, in texts written in Gothic, a Germanic language fairly well attested from the fourth century which has left no descend
Gothic	3394	pdf-189	173	These prefixes, too, were once independent particles which could be separated from the verb root. No direct ancestor of German is attested early enough to demonstrate that. However, in texts written in Gothic, a Germanic language fairly well attested from the fourth century which has left no descend
German	3394	pdf-189	173	These prefixes, too, were once independent particles which could be separated from the verb root. No direct ancestor of German is attested early enough to demonstrate that. However, in texts written in Gothic, a Germanic language fairly well attested from the fourth century which has left no descend
German	3394	pdf-189	173	These prefixes, too, were once independent particles which could be separated from the verb root. No direct ancestor of German is attested early enough to demonstrate that. However, in texts written in Gothic, a Germanic language fairly well attested from the fourth century which has left no descend
German	3394	pdf-189	173	These prefixes, too, were once independent particles which could be separated from the verb root. No direct ancestor of German is attested early enough to demonstrate that. However, in texts written in Gothic, a Germanic language fairly well attested from the fourth century which has left no descend
German	3396	pdf-189	173	ask.pst-3sg him-acc.sg pfv-?-anything-see.pst-sbjv-3sg ‘he asked him whether he could see anything’ (Gospel of Mark 8.23) The verb is a form of gasaíƕan ‘to catch sight of, to see’, a compound of saíƕan ‘to see’ with the perfective preverb ga- (cognate with German ge-); between the prefix and the ve
Ancient Greek	3413	pdf-190	174	apart-and-then-sit.pst-3sg them-f-acc.pl shaking and amazement ‘for trembling and amazement seized them’ (ibid.16.8) with a conjunction and an adverb between the components of dissitan ‘to settle on’. Similar patterns of facts can be found in the development of the Ancient Greek verb system.
German	3415	pdf-190	174	The kind of simple univerbation just discussed probably reflects a simple type of learner error: native learners suppose that complex idioms are single phonological words because their components are adjacent in a large proportion of the examples heard and because an idiom “ought to be” a “word” (gi
French	3417	pdf-190	174	A more unusual type of univerbation transformed DPs composed of an adjective and a noun in an adverbial case into adverbs derived from the adjectives, the noun losing its lexical meaning completely in the process; that was how the Romance adverbs marked with the suffix -mente in Italian and Spanish,
Latin	3419	pdf-190	174	b. chiaramente ‘clearly’ chiarissimamente ‘as clearly as possible’ That is the position one would expect the adverbial suffix to occupy if it had originally been a separate word. Finally, and most strikingly, in some Romance languages the conjoined syntagm [ADV & ADV] is realized as [ADJ(fem) & ADJ(
OE	3430	pdf-191	175	An inverse process, in which an inflectional affix is “cut loose,” typically as a phrasal clitic, also occurs; the relatively recent history of English provides a notorious example. To understand what happened we need to begin with the OE situation. OE had a robust system of case-marking on nominals
OE	3430	pdf-191	175	An inverse process, in which an inflectional affix is “cut loose,” typically as a phrasal clitic, also occurs; the relatively recent history of English provides a notorious example. To understand what happened we need to begin with the OE situation. OE had a robust system of case-marking on nominals
OE	3430	pdf-191	175	An inverse process, in which an inflectional affix is “cut loose,” typically as a phrasal clitic, also occurs; the relatively recent history of English provides a notorious example. To understand what happened we need to begin with the OE situation. OE had a robust system of case-marking on nominals
OE	3430	pdf-191	175	An inverse process, in which an inflectional affix is “cut loose,” typically as a phrasal clitic, also occurs; the relatively recent history of English provides a notorious example. To understand what happened we need to begin with the OE situation. OE had a robust system of case-marking on nominals
OE	3430	pdf-191	175	An inverse process, in which an inflectional affix is “cut loose,” typically as a phrasal clitic, also occurs; the relatively recent history of English provides a notorious example. To understand what happened we need to begin with the OE situation. OE had a robust system of case-marking on nominals
OE	3430	pdf-191	175	An inverse process, in which an inflectional affix is “cut loose,” typically as a phrasal clitic, also occurs; the relatively recent history of English provides a notorious example. To understand what happened we need to begin with the OE situation. OE had a robust system of case-marking on nominals
ME	3442	pdf-192	176	Implausible alternative analyses of this development have been proposed because of a conviction that the obvious solution is somehow “unnatural.” In particular, some linguists have tried to take seriously spellings like for Jesus Christ his sake (quoted from the Book of Common Prayer by Jespersen 19
French	3446	pdf-193	177	Also, gentilmen children buþ y-tauʒt for to speke Freynsch fram tyme þat a buþ y-rokked in here cradel and conneþ speke and playe wiþ a child hys brouch;... Literally: ‘Also, well-born children are taught to speak French from the time that they are rocked in their cradle and can talk and play with a
PIE	3458	pdf-194	178	any examples whose development out of an earlier, more transparent system we can observe in the historical record. For instance, the noun class prefixes of Niger-Congo (including Bantu) languages, which are unanalyzable markers both of number and of concord class, are reconstructable to such an earl
PIE	3458	pdf-194	178	any examples whose development out of an earlier, more transparent system we can observe in the historical record. For instance, the noun class prefixes of Niger-Congo (including Bantu) languages, which are unanalyzable markers both of number and of concord class, are reconstructable to such an earl
Russian	3458	pdf-194	178	any examples whose development out of an earlier, more transparent system we can observe in the historical record. For instance, the noun class prefixes of Niger-Congo (including Bantu) languages, which are unanalyzable markers both of number and of concord class, are reconstructable to such an earl
PIE	3458	pdf-194	178	any examples whose development out of an earlier, more transparent system we can observe in the historical record. For instance, the noun class prefixes of Niger-Congo (including Bantu) languages, which are unanalyzable markers both of number and of concord class, are reconstructable to such an earl
PIE	3458	pdf-194	178	any examples whose development out of an earlier, more transparent system we can observe in the historical record. For instance, the noun class prefixes of Niger-Congo (including Bantu) languages, which are unanalyzable markers both of number and of concord class, are reconstructable to such an earl
Latin	3458	pdf-194	178	any examples whose development out of an earlier, more transparent system we can observe in the historical record. For instance, the noun class prefixes of Niger-Congo (including Bantu) languages, which are unanalyzable markers both of number and of concord class, are reconstructable to such an earl
PIE	3458	pdf-194	178	any examples whose development out of an earlier, more transparent system we can observe in the historical record. For instance, the noun class prefixes of Niger-Congo (including Bantu) languages, which are unanalyzable markers both of number and of concord class, are reconstructable to such an earl
